,,Value,Symbol
Fresh groundwater withdrawal,France,6.101,X
Total freshwater withdrawal,France,30.331,E
Total freshwater withdrawal,Gabon,0.1063846154,I
Total freshwater withdrawal,Gambia,0.0797794118,E
Total freshwater withdrawal,Georgia,2.3812733333,E
Fresh surface water withdrawal,Germany,40.120501912,I
Fresh groundwater withdrawal,Germany,7.262240928,I
Total freshwater withdrawal,Germany,47.38274284,E
Total freshwater withdrawal,Ghana,0.9138,I
Fresh surface water withdrawal,Greece,5.4283951232,I
Fresh groundwater withdrawal,Greece,3.2566048768,I
Total freshwater withdrawal,Greece,8.685,E
Fresh surface water withdrawal,Guinea,0.5538461538,I
Fresh groundwater withdrawal,Guinea,0.0615384615,I
Total freshwater withdrawal,Guinea,0.6153846154,I
Fresh surface water withdrawal,Guinea-Bissau,0.144,I
Fresh groundwater withdrawal,Guinea-Bissau,0.031,I
Total freshwater withdrawal,Guinea-Bissau,0.175,I
Total freshwater withdrawal,Guyana,1.5725,I
Total freshwater withdrawal,Haiti,1.3082285714,I
Fresh surface water withdrawal,Hungary,5.1166666667,I
Fresh groundwater withdrawal,Hungary,0.8521666667,I
Total freshwater withdrawal,Hungary,5.9688333333,E
Fresh surface water withdrawal,Iceland,0.00575,I
Fresh groundwater withdrawal,Iceland,0.15875,I
Total freshwater withdrawal,Iceland,0.1645,I
Total freshwater withdrawal,India,577.2795,E
Total freshwater withdrawal,Indonesia,101.58619,E
Total freshwater withdrawal,Iran (Islamic Republic of),85.197,I
Total freshwater withdrawal,Iraq,59.0326,E
Fresh surface water withdrawal,Ireland,0.8102727273,I
Fresh groundwater withdrawal,Ireland,0.2629090909,I
Total freshwater withdrawal,Ireland,1.0731818182,I
Fresh surface water withdrawal,Israel,0.5620372749,I
Fresh groundwater withdrawal,Israel,1.0027627251,I
Total freshwater withdrawal,Israel,1.5648,I
Total freshwater withdrawal,Italy,44.6254063492,E
Fresh surface water withdrawal,Jamaica,0.278952381,I
Fresh groundwater withdrawal,Jamaica,0.7671190476,I
Total freshwater withdrawal,Jamaica,1.0460714286,I
Fresh surface water withdrawal,Japan,77.0,E
Fresh groundwater withdrawal,Japan,12.19,E
Total freshwater withdrawal,Japan,89.19,E
Total freshwater withdrawal,Jordan,0.825025,E
Total freshwater withdrawal,Kazakhstan,27.0054,E
Total freshwater withdrawal,Kenya,1.7066461538,E
Total freshwater withdrawal,Kuwait,0.3132164683,E
Fresh surface water withdrawal,Kyrgyzstan,9.2895801839,I
Fresh groundwater withdrawal,Kyrgyzstan,0.6454198161,I
Total freshwater withdrawal,Kyrgyzstan,9.935,I
Total freshwater withdrawal,Latvia,0.35996,E
Total freshwater withdrawal,Lebanon,1.361,E
Total freshwater withdrawal,Lesotho,0.0436794872,E
Total freshwater withdrawal,Liberia,0.1306153846,I
Total freshwater withdrawal,Libya,4.46284,I
Fresh groundwater withdrawal,Lithuania,0.19548,I
Fresh surface water withdrawal,Luxembourg,0.0286,I
Fresh groundwater withdrawal,Luxembourg,0.0303,I
Total freshwater withdrawal,Luxembourg,0.0589,I
Total freshwater withdrawal,Madagascar,13.9196125,I
Total freshwater withdrawal,Malawi,1.086125,E
Fresh surface water withdrawal,Malaysia,5.3618947368,I
Fresh groundwater withdrawal,Malaysia,0.1611631579,I
Total freshwater withdrawal,Malaysia,5.5230526316,I
Total freshwater withdrawal,Maldives,0.0049326923,E
Total freshwater withdrawal,Mali,4.0558421053,E
Fresh surface water withdrawal,Malta,0.0,I
Fresh groundwater withdrawal,Malta,0.0263571429,I
Total freshwater withdrawal,Malta,0.0263571429,I
Total freshwater withdrawal,Mauritania,1.604575,E
Total freshwater withdrawal,Mauritius,0.613,I
Fresh surface water withdrawal,Mexico,46.629341826,I
Fresh groundwater withdrawal,Mexico,19.7113867455,I
Total freshwater withdrawal,Mexico,66.3407285714,I
Total freshwater withdrawal,Monaco,0.006,E
Total freshwater withdrawal,Mongolia,0.4624615385,E
Total freshwater withdrawal,Morocco,11.65206,E
Total freshwater withdrawal,Mozambique,0.7908945455,E
Total freshwater withdrawal,Myanmar,32.0785384615,E
Fresh surface water withdrawal,Namibia,0.1541333333,I
Fresh groundwater withdrawal,Namibia,0.1207666667,I
Total freshwater withdrawal,Namibia,0.2749,E
Fresh surface water withdrawal,Netherlands,5.8708,I
Fresh groundwater withdrawal,Netherlands,1.1177,I
Total freshwater withdrawal,Netherlands,6.9885,I
Total freshwater withdrawal,New Zealand,2.9628571429,I
Fresh surface water withdrawal,Niger,0.0604818824,I
Fresh groundwater withdrawal,Niger,0.6955416471,I
Total freshwater withdrawal,Niger,0.7560235294,I
Total freshwater withdrawal,Nigeria,9.2153846154,I
Total freshwater withdrawal,North Macedonia,1.33925,I
Total freshwater withdrawal,Norway,2.3960333333,I
Total freshwater withdrawal,Oman,1.2447878788,E
Total freshwater withdrawal,Pakistan,166.9066666667,I
Total freshwater withdrawal,Paraguay,0.4761538462,I
Fresh groundwater withdrawal,Poland,2.9,X
Total freshwater withdrawal,Poland,12.793,E
Total freshwater withdrawal,Portugal,11.7069714286,E
Fresh surface water withdrawal,Puerto Rico,0.64086,I
Fresh groundwater withdrawal,Puerto Rico,0.19787,I
Total freshwater withdrawal,Puerto Rico,0.83876,I
Total freshwater withdrawal,Qatar,0.1623,I
Fresh surface water withdrawal,Republic of Korea,22.2,X
Fresh groundwater withdrawal,Republic of Korea,3.24,X
Total freshwater withdrawal,Republic of Korea,25.44,E
Total freshwater withdrawal,Republic of Moldova,1.4889545455,E
Total freshwater withdrawal,Romania,12.46,E
Total freshwater withdrawal,Russian Federation,72.4985714286,E
Total freshwater withdrawal,Saint Vincent and the Grenadines,0.0099,I
Total freshwater withdrawal,Sao Tome and Principe,0.0128956522,I
Total freshwater withdrawal,Saudi Arabia,18.368625,E
Total freshwater withdrawal,Senegal,1.5368846154,I
Fresh surface water withdrawal,Seychelles,0.0112624442,I
Fresh groundwater withdrawal,Seychelles,0.0002912701,I
Total freshwater withdrawal,Seychelles,0.0115537143,I
Total freshwater withdrawal,Sierra Leone,0.1653153846,E
Total freshwater withdrawal,Singapore,1.679295,E
Fresh surface water withdrawal,Slovakia,0.812,X
Fresh groundwater withdrawal,Slovakia,0.498,X
Total freshwater withdrawal,Slovakia,1.31,E
Total freshwater withdrawal,Somalia,2.7176153846,I
Total freshwater withdrawal,South Africa,12.84,E
Fresh groundwater withdrawal,Spain,4.25,X
Total freshwater withdrawal,Spain,34.5,E
Total freshwater withdrawal,Sri Lanka,12.03812,I
Total freshwater withdrawal,Suriname,0.6215384615,I
Fresh surface water withdrawal,Sweden,2.057,X
Fresh groundwater withdrawal,Sweden,0.654,X
Total freshwater withdrawal,Sweden,2.711,E
Fresh surface water withdrawal,Switzerland,1.678,X
Fresh groundwater withdrawal,Switzerland,0.8801,X
Total freshwater withdrawal,Switzerland,2.5581,E
Total freshwater withdrawal,Syrian Arab Republic,14.427,E
Total freshwater withdrawal,Togo,0.1515128205,E
Total freshwater withdrawal,Trinidad and Tobago,0.297,E
Total freshwater withdrawal,Tunisia,2.7602,E
Total freshwater withdrawal,Turkey,34.9736071429,E
Total freshwater withdrawal,Turkmenistan,24.26255,E
Total freshwater withdrawal,Uganda,0.31664,I
Total freshwater withdrawal,Ukraine,21.177,E
Total freshwater withdrawal,United Arab Emirates,2.04144,E
Fresh surface water withdrawal,United Kingdom of Great Britain and Northern Ireland,9.579250097,I
Fresh groundwater withdrawal,United Kingdom of Great Britain and Northern Ireland,2.6683317212,I
Total freshwater withdrawal,United Kingdom of Great Britain and Northern Ireland,12.2475818182,I
Total freshwater withdrawal,United Republic of Tanzania,2.87228125,E
Fresh surface water withdrawal,United States of America,357.7,I
Fresh groundwater withdrawal,United States of America,113.35,I
Total freshwater withdrawal,United States of America,471.05,E
Total freshwater withdrawal,Uruguay,3.402,I
Total freshwater withdrawal,Uzbekistan,53.5711428571,E
Total freshwater withdrawal,Venezuela (Bolivarian Republic of),8.56249,E
Total freshwater withdrawal,Viet Nam,65.7252,E
Total freshwater withdrawal,Yemen,3.2496,E
Fresh surface water withdrawal,Zambia,1.5922495707,I
Fresh groundwater withdrawal,Zambia,0.0635004293,I
Total freshwater withdrawal,Zambia,1.65575,I
Total freshwater withdrawal,Zimbabwe,3.21,I
