,,Value,Symbol
Total renewable water resources,Somalia,14.7,E
Total renewable water resources per capita,Somalia,1852.2889061629,E
Total internal renewable water resources (IRWR),South Africa,44.8,E
Total internal renewable water resources per capita,South Africa,1042.1643650924,E
Total renewable surface water,South Africa,49.55,E
Total renewable groundwater,South Africa,4.8,E
Total exploitable water resources,South Africa,11.972,E
Water resources: total external renewable,South Africa,6.55,E
Total renewable water resources,South Africa,51.35,E
Total renewable water resources per capita,South Africa,1194.5343782923,E
Total internal renewable water resources (IRWR),Spain,111.2,E
Total internal renewable water resources per capita,Spain,2777.5492988149,E
Total renewable surface water,Spain,109.8,E
Total renewable groundwater,Spain,29.9,E
Total exploitable water resources,Spain,46.3,E
Water resources: total external renewable,Spain,0.3,E
Total renewable water resources,Spain,111.5,E
Total renewable water resources per capita,Spain,2785.042687211,E
Total internal renewable water resources (IRWR),Sri Lanka,52.8,E
Total internal renewable water resources per capita,Sri Lanka,2858.5504766958,E
Total renewable surface water,Sri Lanka,52.0,E
Total renewable groundwater,Sri Lanka,7.8,E
Water resources: total external renewable,Sri Lanka,0.0,E
Total renewable water resources,Sri Lanka,52.8,E
Total renewable water resources per capita,Sri Lanka,2858.5504766958,E
Total internal renewable water resources (IRWR),State of Palestine,0.812,E
Total internal renewable water resources per capita,State of Palestine,282.729214354,E
Total renewable surface water,State of Palestine,0.087,E
Total renewable groundwater,State of Palestine,0.75,E
Total exploitable water resources,State of Palestine,0.715,E
Water resources: total external renewable,State of Palestine,0.025,E
Total renewable water resources,State of Palestine,0.837,E
Total renewable water resources per capita,State of Palestine,291.4339315447,E
Total internal renewable water resources (IRWR),Suriname,99.0,E
Total internal renewable water resources per capita,Suriname,217984.371181145,E
Total renewable surface water,Suriname,99.0,E
Total renewable groundwater,Suriname,90.0,E
Water resources: total external renewable,Suriname,0.0,E
Total renewable water resources,Suriname,99.0,E
Total renewable water resources per capita,Suriname,217984.371181145,E
Total internal renewable water resources (IRWR),Sweden,171.0,E
Total internal renewable water resources per capita,Sweden,19280.9600068915,E
Total renewable surface water,Sweden,173.0,E
Total renewable groundwater,Sweden,20.0,E
Total exploitable water resources,Sweden,3.0,E
Water resources: total external renewable,Sweden,3.0,E
Total renewable water resources,Sweden,174.0,E
Total renewable water resources per capita,Sweden,19619.2224631528,E
Total internal renewable water resources (IRWR),Switzerland,40.4,E
Total internal renewable water resources per capita,Switzerland,5715.4918690054,E
Total renewable surface water,Switzerland,53.5,E
Total renewable groundwater,Switzerland,2.5,E
Total exploitable water resources,Switzerland,50.0,OF
Water resources: total external renewable,Switzerland,13.1,E
Total renewable water resources,Switzerland,53.5,E
Total renewable water resources per capita,Switzerland,7568.7825493018,E
Total internal renewable water resources (IRWR),Syrian Arab Republic,7.132,E
Total internal renewable water resources per capita,Syrian Arab Republic,469.9737389324,E
Total renewable surface water,Syrian Arab Republic,12.628,E
Total renewable groundwater,Syrian Arab Republic,6.174,E
Total exploitable water resources,Syrian Arab Republic,20.6,E
Water resources: total external renewable,Syrian Arab Republic,9.67,E
Total renewable water resources,Syrian Arab Republic,16.802,E
Total renewable water resources per capita,Syrian Arab Republic,1107.1927596104,E
Total internal renewable water resources (IRWR),Tajikistan,63.46,E
Total internal renewable water resources per capita,Tajikistan,10686.3711720571,E
Total renewable surface water,Tajikistan,18.91,E
Total renewable groundwater,Tajikistan,6.0,E
Water resources: total external renewable,Tajikistan,-41.55,E
Total renewable water resources,Tajikistan,21.91,E
Total renewable water resources per capita,Tajikistan,3689.5428991455,E
Total internal renewable water resources (IRWR),Thailand,224.51,E
Total internal renewable water resources per capita,Thailand,3689.7717607211,E
Total renewable surface water,Thailand,427.4,E
Total renewable groundwater,Thailand,41.9,E
Water resources: total external renewable,Thailand,214.1,E
Total renewable water resources,Thailand,438.61,E
Total renewable water resources per capita,Thailand,7208.4574939641,E
Total internal renewable water resources (IRWR),Timor-Leste,8.215,E
Total internal renewable water resources per capita,Timor-Leste,9531.644130294,E
Total renewable surface water,Timor-Leste,8.129,E
Total renewable groundwater,Timor-Leste,0.886,E
Total exploitable water resources,Timor-Leste,0.266,E
Water resources: total external renewable,Timor-Leste,0.0,E
Total renewable water resources,Timor-Leste,8.215,E
Total renewable water resources per capita,Timor-Leste,9531.644130294,E
Total internal renewable water resources (IRWR),Togo,11.5,E
Total internal renewable water resources per capita,Togo,2563.5589867121,E
Total renewable surface water,Togo,14.0,E
Total renewable groundwater,Togo,5.7,E
Water resources: total external renewable,Togo,3.2,E
Total renewable water resources,Togo,14.7,E
Total renewable water resources per capita,Togo,3276.8971395363,E
Total renewable surface water,Tokelau,0.0,E
Total renewable groundwater,Tokelau,0.0,E
Water resources: total external renewable,Tokelau,0.0,E
Total renewable water resources,Tokelau,0.0,E
Total renewable water resources per capita,Tokelau,0.0,E
Total renewable surface water,Tonga,0.0,E
Total renewable groundwater,Tonga,0.0,E
Water resources: total external renewable,Tonga,0.0,E
Total renewable water resources,Tonga,0.0,E
Total renewable water resources per capita,Tonga,0.0,E
Total internal renewable water resources (IRWR),Trinidad and Tobago,3.84,E
Total internal renewable water resources per capita,Trinidad and Tobago,3047.9867412577,E
Total renewable surface water,Trinidad and Tobago,3.74,E
Total renewable groundwater,Trinidad and Tobago,0.614,E
Water resources: total external renewable,Trinidad and Tobago,0.0,E
Total renewable water resources,Trinidad and Tobago,3.84,E
Total renewable water resources per capita,Trinidad and Tobago,3047.9867412577,E
Total internal renewable water resources (IRWR),Tunisia,4.195,E
Total internal renewable water resources per capita,Tunisia,446.5082575289,E
Total renewable surface water,Tunisia,3.42,E
Total renewable groundwater,Tunisia,1.595,E
Total exploitable water resources,Tunisia,3.625,E
Water resources: total external renewable,Tunisia,0.42,E
Total renewable water resources,Tunisia,4.615,E
Total renewable water resources per capita,Tunisia,491.2123023828,E
Total internal renewable water resources (IRWR),Turkey,227.0,E
Total internal renewable water resources per capita,Turkey,3759.9858266754,E
Total renewable surface water,Turkey,171.8,E
Total renewable groundwater,Turkey,67.8,E
Total exploitable water resources,Turkey,112.0,E
Water resources: total external renewable,Turkey,-15.4,E
Total renewable water resources,Turkey,211.6,E
Total renewable water resources per capita,Turkey,3504.9030877732,E
Total internal renewable water resources (IRWR),Turkmenistan,1.405,E
Total internal renewable water resources per capita,Turkmenistan,322.6090877947,E
Total renewable surface water,Turkmenistan,24.36,E
Total renewable groundwater,Turkmenistan,0.405,E
Water resources: total external renewable,Turkmenistan,23.36,E
Total renewable water resources,Turkmenistan,24.765,E
Total renewable water resources per capita,Turkmenistan,5686.4157005232,E
Total renewable surface water,Tuvalu,0.0,E
Total renewable groundwater,Tuvalu,0.0,E
Water resources: total external renewable,Tuvalu,0.0,E
Total renewable water resources,Tuvalu,0.0,E
Total renewable water resources per capita,Tuvalu,0.0,E
Total internal renewable water resources (IRWR),Uganda,39.0,E
Total internal renewable water resources per capita,Uganda,1800.9366533,E
Total renewable surface water,Uganda,60.1,E
Total renewable groundwater,Uganda,29.0,E
Water resources: total external renewable,Uganda,21.1,E
Total renewable water resources,Uganda,60.1,E
Total renewable water resources per capita,Uganda,2775.2895605982,E
Total internal renewable water resources (IRWR),Ukraine,55.1,E
Total internal renewable water resources per capita,Ukraine,1097.8878391407,E
Total renewable surface water,Ukraine,170.28,E
Total renewable groundwater,Ukraine,22.0,E
Water resources: total external renewable,Ukraine,120.18,E
Total renewable water resources,Ukraine,175.28,E
Total renewable water resources per capita,Ukraine,3492.5187013537,E
Total internal renewable water resources (IRWR),United Arab Emirates,0.15,E
Total internal renewable water resources per capita,United Arab Emirates,56.1511318945,E
Total renewable surface water,United Arab Emirates,0.15,E
Total renewable groundwater,United Arab Emirates,0.12,E
Water resources: total external renewable,United Arab Emirates,0.0,E
Total renewable water resources,United Arab Emirates,0.15,E
Total renewable water resources per capita,United Arab Emirates,56.1511318945,E
Total internal renewable water resources (IRWR),United Kingdom of Great Britain and Northern Ireland,145.0,E
Total internal renewable water resources per capita,United Kingdom of Great Britain and Northern Ireland,2486.823565339,E
Total renewable surface water,United Kingdom of Great Britain and Northern Ireland,146.2,E
Total renewable groundwater,United Kingdom of Great Britain and Northern Ireland,9.8,E
Total exploitable water resources,United Kingdom of Great Britain and Northern Ireland,7.0,E
Water resources: total external renewable,United Kingdom of Great Britain and Northern Ireland,2.0,E
Total renewable water resources,United Kingdom of Great Britain and Northern Ireland,147.0,E
Total renewable water resources per capita,United Kingdom of Great Britain and Northern Ireland,2521.1245800334,E
Total internal renewable water resources (IRWR),United Republic of Tanzania,84.0,E
Total internal renewable water resources per capita,United Republic of Tanzania,2692.9242165923,E
Total renewable surface water,United Republic of Tanzania,92.27,E
Total renewable groundwater,United Republic of Tanzania,30.0,E
Water resources: total external renewable,United Republic of Tanzania,12.27,E
Total renewable water resources,United Republic of Tanzania,96.27,E
Total renewable water resources per capita,United Republic of Tanzania,3086.2835039445,E
Total internal renewable water resources (IRWR),United States of America,2818.0,E
Total internal renewable water resources per capita,United States of America,10371.2130603972,E
Total renewable surface water,United States of America,2913.0,E
Total renewable groundwater,United States of America,1383.0,E
Total exploitable water resources,United States of America,1829.0,E
Water resources: total external renewable,United States of America,251.0,E
Total renewable water resources,United States of America,3069.0,E
Total renewable water resources per capita,United States of America,11294.9797311423,E
Total internal renewable water resources (IRWR),Uruguay,92.2,E
Total internal renewable water resources per capita,Uruguay,28194.3046281471,E
Total renewable surface water,Uruguay,172.2,E
Total renewable groundwater,Uruguay,22.9,E
Water resources: total external renewable,Uruguay,80.0,E
Total renewable water resources,Uruguay,172.2,E
Total renewable water resources per capita,Uruguay,52657.9095115719,E
Total internal renewable water resources (IRWR),Uzbekistan,16.34,E
Total internal renewable water resources per capita,Uzbekistan,691.1870562407,E
Total renewable surface water,Uzbekistan,42.07,E
Total renewable groundwater,Uzbekistan,8.8,E
Water resources: total external renewable,Uzbekistan,32.53,E
Total renewable water resources,Uzbekistan,48.87,E
Total renewable water resources per capita,Uzbekistan,2067.2161223061,E
Total internal renewable water resources (IRWR),Vanuatu,10.0,E
Total internal renewable water resources per capita,Vanuatu,57168.6647114983,E
Total renewable surface water,Vanuatu,10.0,E
Total renewable groundwater,Vanuatu,4.377,E
Water resources: total external renewable,Vanuatu,0.0,E
Total renewable water resources,Vanuatu,10.0,E
Total renewable water resources per capita,Vanuatu,57168.6647114983,E
Total internal renewable water resources (IRWR),Venezuela (Bolivarian Republic of),805.0,E
Total internal renewable water resources per capita,Venezuela (Bolivarian Republic of),35248.667085885,E
Total renewable surface water,Venezuela (Bolivarian Republic of),1302.7,E
Total renewable groundwater,Venezuela (Bolivarian Republic of),227.0,E
Water resources: total external renewable,Venezuela (Bolivarian Republic of),520.0,E
Total renewable water resources,Venezuela (Bolivarian Republic of),1325.0,E
Total renewable water resources per capita,Venezuela (Bolivarian Republic of),58017.9924084442,E
Total internal renewable water resources (IRWR),Viet Nam,359.42,E
Total internal renewable water resources per capita,Viet Nam,4659.7306317354,E
Total renewable surface water,Viet Nam,847.7,E
Total renewable groundwater,Viet Nam,71.42,E
Water resources: total external renewable,Viet Nam,524.7,E
Total renewable water resources,Viet Nam,884.12,E
Total renewable water resources per capita,Viet Nam,11462.2476382224,E
Total internal renewable water resources (IRWR),Yemen,2.1,E
Total internal renewable water resources per capita,Yemen,131.4499024391,E
Total renewable surface water,Yemen,2.0,E
Total renewable groundwater,Yemen,1.5,E
Water resources: total external renewable,Yemen,0.0,E
Total renewable water resources,Yemen,2.1,E
Total renewable water resources per capita,Yemen,131.4499024391,E
Total internal renewable water resources (IRWR),Zambia,80.2,E
Total internal renewable water resources per capita,Zambia,8356.2478946579,E
Total renewable surface water,Zambia,104.8,E
Total renewable groundwater,Zambia,47.0,E
Water resources: total external renewable,Zambia,24.6,E
Total renewable water resources,Zambia,104.8,E
Total renewable water resources per capita,Zambia,10919.3862763111,E
Total internal renewable water resources (IRWR),Zimbabwe,12.26,E
Total internal renewable water resources per capita,Zimbabwe,1052.0677421785,E
Total renewable surface water,Zimbabwe,19.0,E
Total renewable groundwater,Zimbabwe,6.0,E
Total exploitable water resources,Zimbabwe,1.5,E
Water resources: total external renewable,Zimbabwe,7.74,E
Total renewable water resources,Zimbabwe,20.0,E
Total renewable water resources per capita,Zimbabwe,1716.2605908296,E
