,Variable Name,Variable Id,Year,Value,Symbol
66,Gross Domestic Product (GDP),4112,1977,1460607819.0,X
67,Gross Domestic Product (GDP),4112,1982,2378738166.0,X
68,Gross Domestic Product (GDP),4112,1987,3172977761.0,X
69,Gross Domestic Product (GDP),4112,1992,4445767832.0,X
70,Gross Domestic Product (GDP),4112,1997,5374564715.0,X
71,Gross Domestic Product (GDP),4112,2002,4079549317.0,X
72,Gross Domestic Product (GDP),4112,2007,6281917536.0,X
73,Gross Domestic Product (GDP),4112,2012,7638045174.0,X
74,Gross Domestic Product (GDP),4112,2016,8603833168.0,X
75,GDP per capita,4458,1972,210.451272,X
76,GDP per capita,4458,1977,332.070736,X
77,GDP per capita,4458,1982,507.12822,X
78,GDP per capita,4458,1987,589.610292,X
79,GDP per capita,4458,1992,657.77103,X
80,GDP per capita,4458,1997,644.587725,X
81,GDP per capita,4458,2002,446.469879,X
82,GDP per capita,4458,2007,622.173654,X
83,GDP per capita,4458,2012,677.043493,X
84,GDP per capita,4458,2017,779.651277,X
85,GDP per capita,4458,2018,891.74539,X
86,"Agriculture, value added (% GDP)",4113,1972,19.530716,X
87,"Agriculture, value added (% GDP)",4113,1977,19.537626,X
88,"Agriculture, value added (% GDP)",4113,1982,19.541813,X
89,"Agriculture, value added (% GDP)",4113,1987,19.324852,X
90,"Agriculture, value added (% GDP)",4113,1992,17.002857,X
91,"Agriculture, value added (% GDP)",4113,1997,24.094901,X
92,"Agriculture, value added (% GDP)",4113,2002,21.631608,X
93,"Agriculture, value added (% GDP)",4113,2007,16.818398,X
94,"Agriculture, value added (% GDP)",4113,2012,16.831673,X
95,"Agriculture, value added (% GDP)",4113,2016,17.589947,X
96,Number of people undernourished (3-year average),4473,1992,1500.0,X
97,Number of people undernourished (3-year average),4473,1997,2000.0,X
98,Number of people undernourished (3-year average),4473,2002,2300.0,X
99,Number of people undernourished (3-year average),4473,2007,2000.0,X
100,Number of people undernourished (3-year average),4473,2012,1900.0,X
101,Number of people undernourished (3-year average),4473,2017,1900.0,X
102,Number of people undernourished (3-year average),4473,2018,2100.0,X
103,Prevalence of undernourishment (3-year average),4474,1992,23.2,X
104,Prevalence of undernourishment (3-year average),4474,1997,25.1,X
105,Prevalence of undernourishment (3-year average),4474,2002,25.5,X
106,Prevalence of undernourishment (3-year average),4474,2007,20.2,X
107,Prevalence of undernourishment (3-year average),4474,2012,17.2,X
108,Prevalence of undernourishment (3-year average),4474,2017,15.5,X
109,Prevalence of undernourishment (3-year average),4474,2018,16.5,X
110,Total population with access to safe drinking-water (JMP),4114,1992,54.5,X
111,Total population with access to safe drinking-water (JMP),4114,1997,59.6,X
112,Total population with access to safe drinking-water (JMP),4114,2002,64.8,X
113,Total population with access to safe drinking-water (JMP),4114,2007,69.8,X
114,Total population with access to safe drinking-water (JMP),4114,2012,74.8,X
115,Total population with access to safe drinking-water (JMP),4114,2017,76.8,I
116,Total population with access to safe drinking-water (JMP),4114,2018,76.8,I
117,Long-term average annual precipitation in volume,4150,1962,405.91486,E
118,Long-term average annual precipitation in volume,4150,1967,405.91486,E
119,Long-term average annual precipitation in volume,4150,1972,405.91486,E
120,Long-term average annual precipitation in volume,4150,1977,405.91486,E
121,Long-term average annual precipitation in volume,4150,1982,405.91486,E
122,Long-term average annual precipitation in volume,4150,1987,405.91486,E
123,Long-term average annual precipitation in volume,4150,1992,405.91486,E
124,Long-term average annual precipitation in volume,4150,1997,405.91486,E
125,Long-term average annual precipitation in volume,4150,2002,405.91486,E
126,Long-term average annual precipitation in volume,4150,2007,405.91486,E
127,Long-term average annual precipitation in volume,4150,2012,405.91486,E
128,Long-term average annual precipitation in volume,4150,2017,405.91486,E
129,Long-term average annual precipitation in volume,4150,2018,405.91486,E
130,Interannual variability (WRI),4541,2017,0.9,I
131,Interannual variability (WRI),4541,2018,0.9,I
132,Seasonal variability (WRI),4542,2017,4.0,I
133,Seasonal variability (WRI),4542,2018,4.0,I
134,Flood occurrence (WRI),4543,2017,1.1,I
135,Flood occurrence (WRI),4543,2018,1.1,I
136,Surface water: entering the country (total),4159,1962,0.0,
137,Surface water: entering the country (total),4159,1967,0.0,
138,Surface water: entering the country (total),4159,1972,0.0,
139,Surface water: entering the country (total),4159,1977,0.0,
140,Surface water: entering the country (total),4159,1982,0.0,
141,Surface water: entering the country (total),4159,1987,0.0,
142,Surface water: entering the country (total),4159,1992,0.0,
143,Surface water: entering the country (total),4159,1997,0.0,
144,Surface water: entering the country (total),4159,2002,0.0,
145,Surface water: entering the country (total),4159,2007,0.0,
146,Surface water: entering the country (total),4159,2012,0.0,
147,Surface water: entering the country (total),4159,2017,0.0,
148,Surface water: leaving the country to other countries (total),4171,1962,102.2,
149,Surface water: leaving the country to other countries (total),4171,1967,102.2,
150,Surface water: leaving the country to other countries (total),4171,1972,102.2,
151,Surface water: leaving the country to other countries (total),4171,1977,102.2,
152,Surface water: leaving the country to other countries (total),4171,1982,102.2,
153,Surface water: leaving the country to other countries (total),4171,1987,102.2,
154,Surface water: leaving the country to other countries (total),4171,1992,102.2,
155,Surface water: leaving the country to other countries (total),4171,1997,102.2,
156,Surface water: leaving the country to other countries (total),4171,2002,102.2,
157,Surface water: leaving the country to other countries (total),4171,2007,102.2,
158,Surface water: leaving the country to other countries (total),4171,2012,102.2,
159,Surface water: leaving the country to other countries (total),4171,2017,102.2,
160,Groundwater: entering the country (total),4177,1962,0.0,E
161,Groundwater: entering the country (total),4177,1967,0.0,E
162,Groundwater: entering the country (total),4177,1972,0.0,E
163,Groundwater: entering the country (total),4177,1977,0.0,E
164,Groundwater: entering the country (total),4177,1982,0.0,E
165,Groundwater: entering the country (total),4177,1987,0.0,E
166,Groundwater: entering the country (total),4177,1992,0.0,E
167,Groundwater: entering the country (total),4177,1997,0.0,E
168,Groundwater: entering the country (total),4177,2002,0.0,E
169,Groundwater: entering the country (total),4177,2007,0.0,E
170,Groundwater: entering the country (total),4177,2012,0.0,E
171,Groundwater: entering the country (total),4177,2017,0.0,E
172,Groundwater: leaving the country to other countries (total),4178,1962,0.0,
173,Groundwater: leaving the country to other countries (total),4178,1967,0.0,
174,Groundwater: leaving the country to other countries (total),4178,1972,0.0,
175,Groundwater: leaving the country to other countries (total),4178,1977,0.0,
176,Groundwater: leaving the country to other countries (total),4178,1982,0.0,
177,Groundwater: leaving the country to other countries (total),4178,1987,0.0,
178,Groundwater: leaving the country to other countries (total),4178,1992,0.0,
179,Groundwater: leaving the country to other countries (total),4178,1997,0.0,
180,Groundwater: leaving the country to other countries (total),4178,2002,0.0,
181,Groundwater: leaving the country to other countries (total),4178,2007,0.0,
182,Groundwater: leaving the country to other countries (total),4178,2012,0.0,
183,Groundwater: leaving the country to other countries (total),4178,2017,0.0,
184,Dependency ratio,4192,1962,0.0,E
185,Dependency ratio,4192,1967,0.0,E
186,Dependency ratio,4192,1972,0.0,E
187,Dependency ratio,4192,1977,0.0,E
188,Dependency ratio,4192,1982,0.0,E
189,Dependency ratio,4192,1987,0.0,E
190,Dependency ratio,4192,1992,0.0,E
191,Dependency ratio,4192,1997,0.0,E
192,Dependency ratio,4192,2002,0.0,E
193,Dependency ratio,4192,2007,0.0,E
194,Dependency ratio,4192,2012,0.0,E
195,Dependency ratio,4192,2017,0.0,E
196,Dependency ratio,4192,2018,0.0,E
197,Total internal renewable water resources (IRWR),4157,1962,226.0,E
198,Total internal renewable water resources (IRWR),4157,1967,226.0,E
199,Total internal renewable water resources (IRWR),4157,1972,226.0,E
200,Total internal renewable water resources (IRWR),4157,1977,226.0,E
201,Total internal renewable water resources (IRWR),4157,1982,226.0,E
202,Total internal renewable water resources (IRWR),4157,1987,226.0,E
203,Total internal renewable water resources (IRWR),4157,1992,226.0,E
204,Total internal renewable water resources (IRWR),4157,1997,226.0,E
205,Total internal renewable water resources (IRWR),4157,2002,226.0,E
206,Total internal renewable water resources (IRWR),4157,2007,226.0,E
207,Total internal renewable water resources (IRWR),4157,2012,226.0,E
208,Total internal renewable water resources (IRWR),4157,2017,226.0,E
209,Total internal renewable water resources (IRWR),4157,2018,226.0,E
210,Total internal renewable water resources per capita,4158,1962,62579.1064977326,E
211,Total internal renewable water resources per capita,4158,1967,57345.0801093007,E
212,Total internal renewable water resources per capita,4158,1972,52674.0960449212,E
213,Total internal renewable water resources per capita,4158,1977,48823.9372098243,E
214,Total internal renewable water resources per capita,4158,1982,44513.7580996328,E
215,Total internal renewable water resources per capita,4158,1987,38956.6109541164,E
216,Total internal renewable water resources per capita,4158,1992,33650.792327262,E
217,Total internal renewable water resources per capita,4158,1997,29495.9263645944,E
218,Total internal renewable water resources per capita,4158,2002,26321.6925453939,E
219,Total internal renewable water resources per capita,4158,2007,23744.0800020004,E
220,Total internal renewable water resources per capita,4158,2012,21216.6111795957,E
221,Total internal renewable water resources per capita,4158,2017,18727.9589118526,E
222,Total internal renewable water resources per capita,4158,2018,18204.822457469,E
223,Total renewable surface water,4185,1962,226.0,E
224,Total renewable surface water,4185,1967,226.0,E
225,Total renewable surface water,4185,1972,226.0,E
226,Total renewable surface water,4185,1977,226.0,E
227,Total renewable surface water,4185,1982,226.0,E
228,Total renewable surface water,4185,1987,226.0,E
229,Total renewable surface water,4185,1992,226.0,E
230,Total renewable surface water,4185,1997,226.0,E
231,Total renewable surface water,4185,2002,226.0,E
232,Total renewable surface water,4185,2007,226.0,E
233,Total renewable surface water,4185,2012,226.0,E
234,Total renewable surface water,4185,2017,226.0,E
235,Total renewable surface water,4185,2018,226.0,E
236,Total renewable groundwater,4187,1962,38.0,E
237,Total renewable groundwater,4187,1967,38.0,E
238,Total renewable groundwater,4187,1972,38.0,E
239,Total renewable groundwater,4187,1977,38.0,E
240,Total renewable groundwater,4187,1982,38.0,E
241,Total renewable groundwater,4187,1987,38.0,E
242,Total renewable groundwater,4187,1992,38.0,E
243,Total renewable groundwater,4187,1997,38.0,E
244,Total renewable groundwater,4187,2002,38.0,E
245,Total renewable groundwater,4187,2007,38.0,E
246,Total renewable groundwater,4187,2012,38.0,E
247,Total renewable groundwater,4187,2017,38.0,E
248,Total renewable groundwater,4187,2018,38.0,E
249,Total exploitable water resources,4196,1962,204.0,
250,Total exploitable water resources,4196,1967,204.0,
251,Total exploitable water resources,4196,1972,204.0,
252,Total exploitable water resources,4196,1977,204.0,
253,Total exploitable water resources,4196,1982,204.0,
254,Total exploitable water resources,4196,1987,204.0,
255,Total exploitable water resources,4196,1992,204.0,
256,Total exploitable water resources,4196,1997,204.0,
257,Total exploitable water resources,4196,2002,204.0,
258,Total exploitable water resources,4196,2007,204.0,
259,Total exploitable water resources,4196,2012,204.0,
260,Water resources: total external renewable,4182,1962,0.0,E
261,Water resources: total external renewable,4182,1967,0.0,E
262,Water resources: total external renewable,4182,1972,0.0,E
263,Water resources: total external renewable,4182,1977,0.0,E
264,Water resources: total external renewable,4182,1982,0.0,E
265,Water resources: total external renewable,4182,1987,0.0,E
266,Water resources: total external renewable,4182,1992,0.0,E
267,Water resources: total external renewable,4182,1997,0.0,E
268,Water resources: total external renewable,4182,2002,0.0,E
269,Water resources: total external renewable,4182,2007,0.0,E
270,Water resources: total external renewable,4182,2012,0.0,E
271,Water resources: total external renewable,4182,2017,0.0,E
272,Water resources: total external renewable,4182,2018,0.0,E
273,Total renewable water resources,4188,1962,226.0,E
274,Total renewable water resources,4188,1967,226.0,E
275,Total renewable water resources,4188,1972,226.0,E
276,Total renewable water resources,4188,1977,226.0,E
277,Total renewable water resources,4188,1982,226.0,E
278,Total renewable water resources,4188,1987,226.0,E
279,Total renewable water resources,4188,1992,226.0,E
280,Total renewable water resources,4188,1997,226.0,E
281,Total renewable water resources,4188,2002,226.0,E
282,Total renewable water resources,4188,2007,226.0,E
283,Total renewable water resources,4188,2012,226.0,E
284,Total renewable water resources,4188,2017,226.0,E
285,Total renewable water resources,4188,2018,226.0,E
286,Total renewable water resources per capita,4190,1962,62579.1064977326,E
287,Total renewable water resources per capita,4190,1967,57345.0801093007,E
288,Total renewable water resources per capita,4190,1972,52674.0960449212,E
289,Total renewable water resources per capita,4190,1977,48823.9372098243,E
290,Total renewable water resources per capita,4190,1982,44513.7580996328,E
291,Total renewable water resources per capita,4190,1987,38956.6109541164,E
292,Total renewable water resources per capita,4190,1992,33650.792327262,E
293,Total renewable water resources per capita,4190,1997,29495.9263645944,E
294,Total renewable water resources per capita,4190,2002,26321.6925453939,E
295,Total renewable water resources per capita,4190,2007,23744.0800020004,E
296,Total renewable water resources per capita,4190,2012,21216.6111795957,E
297,Total renewable water resources per capita,4190,2017,18727.9589118526,E
298,Total renewable water resources per capita,4190,2018,18204.822457469,E
299,Total agricultural water managed area,4317,1997,99.956,E
300,Total agricultural water managed area,4317,2002,101.188,E
301,Total agricultural water managed area,4317,2007,101.188,E
302,Total agricultural water managed area,4317,2012,101.188,E
303,Total agricultural water managed area,4317,2017,101.188,E
304,Total agricultural water managed area,4317,2018,101.188,E
305,Area equipped for irrigation: total,4313,1997,93.688,E
306,Area equipped for irrigation: total,4313,2002,94.92,I
307,Area equipped for irrigation: total,4313,2007,94.92,I
308,Area equipped for irrigation: total,4313,2012,94.92,I
309,Area equipped for irrigation: total,4313,2017,94.92,I
310,Area equipped for irrigation: total,4313,2018,94.92,I
311,% of agricultural GVA produced by irrigated agriculture,4555,2002,1.2831819821,E
312,% of agricultural GVA produced by irrigated agriculture,4555,2007,1.1218151508,E
313,% of agricultural GVA produced by irrigated agriculture,4555,2012,1.05545092,E
314,% of agricultural GVA produced by irrigated agriculture,4555,2017,1.0278130723,E
315,% of agricultural GVA produced by irrigated agriculture,4555,2018,1.0278130723,E
316,Ratio between rainfed and irrigated yields,4557,1962,1.925,E
317,Ratio between rainfed and irrigated yields,4557,1967,1.925,E
318,Ratio between rainfed and irrigated yields,4557,1972,1.925,E
319,Ratio between rainfed and irrigated yields,4557,1977,1.925,E
320,Ratio between rainfed and irrigated yields,4557,1982,1.925,E
321,Ratio between rainfed and irrigated yields,4557,1987,1.925,E
322,Ratio between rainfed and irrigated yields,4557,1992,1.925,E
323,Ratio between rainfed and irrigated yields,4557,1997,1.925,E
324,Ratio between rainfed and irrigated yields,4557,2002,1.925,E
325,Ratio between rainfed and irrigated yields,4557,2007,1.925,I
326,Ratio between rainfed and irrigated yields,4557,2012,1.925,E
327,Ratio between rainfed and irrigated yields,4557,2017,1.925,I
328,Ratio between rainfed and irrigated yields,4557,2018,1.925,I
329,Agricultural water withdrawal as % of total renewable water resources,4273,1987,0.2849557522,E
330,Agricultural water withdrawal as % of total renewable water resources,4273,1992,0.2294721871,I
331,Agricultural water withdrawal as % of total renewable water resources,4273,1997,0.173988622,I
332,Agricultural water withdrawal as % of total renewable water resources,4273,2002,0.1375950026,I
333,Agricultural water withdrawal as % of total renewable water resources,4273,2007,0.1775611661,I
334,Agricultural water withdrawal as % of total renewable water resources,4273,2012,0.2175273295,I
335,Agricultural water withdrawal as % of total renewable water resources,4273,2017,0.257493493,I
336,Agricultural water withdrawal as % of total renewable water resources,4273,2018,0.2654867257,E
337,Agricultural water withdrawal,4250,1987,0.644,
338,Agricultural water withdrawal,4250,1992,0.5186071429,I
339,Agricultural water withdrawal,4250,1997,0.3932142857,I
340,Agricultural water withdrawal,4250,2002,0.3109647059,I
341,Agricultural water withdrawal,4250,2007,0.4012882353,I
342,Agricultural water withdrawal,4250,2012,0.4916117647,I
343,Agricultural water withdrawal,4250,2017,0.5819352941,I
344,Irrigation water requirement,4260,2002,0.0705,I
345,Irrigation water requirement,4260,2007,0.0705,I
346,Irrigation water requirement,4260,2012,0.0705,I
347,Irrigation water requirement,4260,2017,0.0705,I
348,Irrigation water requirement,4260,2018,0.0705,I
349,Irrigation water withdrawal,4475,2002,0.3109647059,I
350,Irrigation water withdrawal,4475,2007,0.4012882353,I
351,Irrigation water withdrawal,4475,2012,0.4916117647,I
352,Irrigation water withdrawal,4475,2017,0.5819352941,I
353,Municipal water withdrawal,4251,1987,0.074,
354,Municipal water withdrawal,4251,1992,0.1256538462,I
355,Municipal water withdrawal,4251,1997,0.1773076923,I
356,Municipal water withdrawal,4251,2002,0.2149,I
357,Municipal water withdrawal,4251,2007,0.2256,I
358,Municipal water withdrawal,4251,2012,0.2276,I
359,Municipal water withdrawal,4251,2017,0.2296,I
360,Industrial water withdrawal,4252,1987,0.022,
361,Industrial water withdrawal,4252,1992,0.0335769231,I
362,Industrial water withdrawal,4252,1997,0.0451538462,I
363,Industrial water withdrawal,4252,2002,0.05374,I
364,Industrial water withdrawal,4252,2007,0.0567846154,I
365,Industrial water withdrawal,4252,2012,0.0582461538,I
366,Industrial water withdrawal,4252,2017,0.0597076923,I
367,Total water withdrawal,4253,1987,0.74,E
368,Total water withdrawal,4253,1992,0.6778379121,E
369,Total water withdrawal,4253,1997,0.6156758242,E
370,Total water withdrawal,4253,2002,0.5796047059,E
371,Total water withdrawal,4253,2007,0.6836728507,E
372,Total water withdrawal,4253,2012,0.7774579186,E
373,Total water withdrawal,4253,2017,0.8712429864,E
374,Total water withdrawal,4253,2018,0.89,E
375,Fresh surface water withdrawal,4261,1987,0.666,
376,Fresh surface water withdrawal,4261,1992,0.6099230769,I
377,Fresh surface water withdrawal,4261,1997,0.5538461538,I
378,Fresh surface water withdrawal,4261,2002,0.505125,I
379,Fresh surface water withdrawal,4261,2007,0.5602,I
380,Fresh surface water withdrawal,4261,2012,0.6692,I
381,Fresh surface water withdrawal,4261,2017,0.7782,I
382,Fresh groundwater withdrawal,4262,1987,0.074,
383,Fresh groundwater withdrawal,4262,1992,0.0677692308,I
384,Fresh groundwater withdrawal,4262,1997,0.0615384615,I
385,Fresh groundwater withdrawal,4262,2002,0.056125,I
386,Fresh groundwater withdrawal,4262,2007,0.0624153846,I
387,Fresh groundwater withdrawal,4262,2012,0.0749538462,I
388,Fresh groundwater withdrawal,4262,2017,0.0874923077,I
389,Total freshwater withdrawal,4263,1987,0.74,E
390,Total freshwater withdrawal,4263,1992,0.6776923077,I
391,Total freshwater withdrawal,4263,1997,0.6153846154,I
392,Total freshwater withdrawal,4263,2002,0.56125,I
393,Total freshwater withdrawal,4263,2007,0.6226153846,I
394,Total freshwater withdrawal,4263,2012,0.7441538462,I
395,Total freshwater withdrawal,4263,2017,0.8656923077,I
396,Total freshwater withdrawal,4263,2018,0.89,E
397,Environmental Flow Requirements,4549,1962,161.0,X
398,Environmental Flow Requirements,4549,1967,161.0,X
399,Environmental Flow Requirements,4549,1972,161.0,X
400,Environmental Flow Requirements,4549,1977,161.0,X
401,Environmental Flow Requirements,4549,1982,161.0,X
402,Environmental Flow Requirements,4549,1987,161.0,X
403,Environmental Flow Requirements,4549,1992,161.0,X
404,Environmental Flow Requirements,4549,1997,161.0,X
405,Environmental Flow Requirements,4549,2002,161.0,X
406,Environmental Flow Requirements,4549,2007,161.0,X
407,Environmental Flow Requirements,4549,2012,161.0,X
408,Environmental Flow Requirements,4549,2017,161.0,X
409,SDG 6.4.2. Water Stress,4550,1987,1.1384615385,E
410,SDG 6.4.2. Water Stress,4550,1992,1.0426035503,E
411,SDG 6.4.2. Water Stress,4550,1997,0.9467455621,E
412,SDG 6.4.2. Water Stress,4550,2002,0.8634615385,E
413,SDG 6.4.2. Water Stress,4550,2007,0.9578698225,E
414,SDG 6.4.2. Water Stress,4550,2012,1.144852071,E
415,SDG 6.4.2. Water Stress,4550,2017,1.3318343195,E
416,SDG 6.4.2. Water Stress,4550,2018,1.3692307692,E
417,SDG 6.4.1. Water Use Efficiency,4551,2002,7.0249163389,I
418,SDG 6.4.1. Water Use Efficiency,4551,2007,7.4244858323,I
419,SDG 6.4.1. Water Use Efficiency,4551,2012,7.6328803966,I
420,SDG 6.4.1. Water Use Efficiency,4551,2016,8.4924286782,I
421,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,4552,2002,0.0511785511,E
422,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,4552,2007,0.0306079476,E
423,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,4552,2012,0.0283993647,E
424,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,4552,2016,0.0312498943,E
425,SDG 6.4.1. Industrial Water Use Efficiency,4553,1996,30.9577162876,E
426,SDG 6.4.1. Industrial Water Use Efficiency,4553,2002,32.3698921266,E
427,SDG 6.4.1. Industrial Water Use Efficiency,4553,2007,34.2196005239,E
428,SDG 6.4.1. Industrial Water Use Efficiency,4553,2012,41.7198428847,E
429,SDG 6.4.1. Industrial Water Use Efficiency,4553,2016,48.2888508278,E
430,SDG 6.4.1. Services Water Use Efficiency,4554,1996,13.3733167309,E
431,SDG 6.4.1. Services Water Use Efficiency,4554,2002,10.7780448698,E
432,SDG 6.4.1. Services Water Use Efficiency,4554,2007,13.8319589101,E
433,SDG 6.4.1. Services Water Use Efficiency,4554,2012,15.3350679122,E
434,SDG 6.4.1. Services Water Use Efficiency,4554,2016,18.9919493138,E
435,Harvested irrigated temporary crop area: Rice,4346,2002,13.73,I
436,Harvested irrigated temporary crop area: Rice,4346,2007,13.73,I
437,Harvested irrigated temporary crop area: Rice,4346,2012,13.73,I
438,Harvested irrigated temporary crop area: Rice,4346,2017,13.73,I
439,Harvested irrigated temporary crop area: Rice,4346,2018,13.73,I
440,Harvested irrigated temporary crop area: Potatoes,4352,2002,0.2,I
441,Harvested irrigated temporary crop area: Potatoes,4352,2007,0.2,I
442,Harvested irrigated temporary crop area: Potatoes,4352,2012,0.2,I
443,Harvested irrigated temporary crop area: Potatoes,4352,2017,0.2,I
444,Harvested irrigated temporary crop area: Potatoes,4352,2018,0.2,I
445,Harvested irrigated temporary crop area: Vegetables,4360,2002,3.0,I
446,Harvested irrigated temporary crop area: Vegetables,4360,2007,3.0,I
447,Harvested irrigated temporary crop area: Vegetables,4360,2012,3.0,I
448,Harvested irrigated temporary crop area: Vegetables,4360,2017,3.0,I
449,Harvested irrigated temporary crop area: Vegetables,4360,2018,3.0,I
450,Harvested irrigated permanent crop area: Bananas,4361,2002,0.96,I
451,Harvested irrigated permanent crop area: Bananas,4361,2007,0.96,I
452,Harvested irrigated permanent crop area: Bananas,4361,2012,0.96,I
453,Harvested irrigated permanent crop area: Bananas,4361,2017,0.96,I
454,Harvested irrigated permanent crop area: Bananas,4361,2018,0.96,I
455,Harvested irrigated permanent crop area: Rubber,4368,2002,1.0,I
456,Harvested irrigated permanent crop area: Rubber,4368,2007,1.0,I
457,Harvested irrigated permanent crop area: Rubber,4368,2012,1.0,I
458,Harvested irrigated permanent crop area: Rubber,4368,2017,1.0,I
459,Harvested irrigated permanent crop area: Rubber,4368,2018,1.0,I
460,Harvested irrigated permanent crop area: Oil palm,4370,2002,1.0,I
461,Harvested irrigated permanent crop area: Oil palm,4370,2007,1.0,I
462,Harvested irrigated permanent crop area: Oil palm,4370,2012,1.0,I
463,Harvested irrigated permanent crop area: Oil palm,4370,2017,1.0,I
464,Harvested irrigated permanent crop area: Oil palm,4370,2018,1.0,I
465,Harvested irrigated temporary crop area: Other crops,4377,2002,0.5,I
466,Harvested irrigated temporary crop area: Other crops,4377,2007,0.5,I
467,Harvested irrigated temporary crop area: Other crops,4377,2012,0.5,I
468,Harvested irrigated temporary crop area: Other crops,4377,2017,0.5,I
469,Harvested irrigated temporary crop area: Other crops,4377,2018,0.5,I
