,Variable Name,Variable Id,Year,Value,Symbol
133,Surface water: entering the country (total),4159,1967,0.0,
134,Surface water: entering the country (total),4159,1972,0.0,
135,Surface water: entering the country (total),4159,1977,0.0,
136,Surface water: entering the country (total),4159,1982,0.0,
137,Surface water: entering the country (total),4159,1987,0.0,
138,Surface water: entering the country (total),4159,1992,0.0,
139,Surface water: entering the country (total),4159,1997,0.0,
140,Surface water: entering the country (total),4159,2002,0.0,
141,Surface water: entering the country (total),4159,2007,0.0,
142,Surface water: entering the country (total),4159,2012,0.0,
143,Surface water: entering the country (total),4159,2017,0.0,
144,Surface water: leaving the country to other countries (total),4171,1962,0.0,
145,Surface water: leaving the country to other countries (total),4171,1967,0.0,
146,Surface water: leaving the country to other countries (total),4171,1972,0.0,
147,Surface water: leaving the country to other countries (total),4171,1977,0.0,
148,Surface water: leaving the country to other countries (total),4171,1982,0.0,
149,Surface water: leaving the country to other countries (total),4171,1987,0.0,
150,Surface water: leaving the country to other countries (total),4171,1992,0.0,
151,Surface water: leaving the country to other countries (total),4171,1997,0.0,
152,Surface water: leaving the country to other countries (total),4171,2002,0.0,
153,Surface water: leaving the country to other countries (total),4171,2007,0.0,
154,Surface water: leaving the country to other countries (total),4171,2012,0.0,
155,Surface water: leaving the country to other countries (total),4171,2017,0.0,
156,Groundwater: entering the country (total),4177,1962,0.0,
157,Groundwater: entering the country (total),4177,1967,0.0,
158,Groundwater: entering the country (total),4177,1972,0.0,
159,Groundwater: entering the country (total),4177,1977,0.0,
160,Groundwater: entering the country (total),4177,1982,0.0,
161,Groundwater: entering the country (total),4177,1987,0.0,
162,Groundwater: entering the country (total),4177,1992,0.0,
163,Groundwater: entering the country (total),4177,1997,0.0,
164,Groundwater: entering the country (total),4177,2002,0.0,
165,Groundwater: entering the country (total),4177,2007,0.0,
166,Groundwater: entering the country (total),4177,2012,0.0,
167,Groundwater: entering the country (total),4177,2017,0.0,
168,Groundwater: leaving the country to other countries (total),4178,1962,0.0,
169,Groundwater: leaving the country to other countries (total),4178,1967,0.0,
170,Groundwater: leaving the country to other countries (total),4178,1972,0.0,
171,Groundwater: leaving the country to other countries (total),4178,1977,0.0,
172,Groundwater: leaving the country to other countries (total),4178,1982,0.0,
173,Groundwater: leaving the country to other countries (total),4178,1987,0.0,
174,Groundwater: leaving the country to other countries (total),4178,1992,0.0,
175,Groundwater: leaving the country to other countries (total),4178,1997,0.0,
176,Groundwater: leaving the country to other countries (total),4178,2002,0.0,
177,Groundwater: leaving the country to other countries (total),4178,2007,0.0,
178,Groundwater: leaving the country to other countries (total),4178,2012,0.0,
179,Groundwater: leaving the country to other countries (total),4178,2017,0.0,
180,Dependency ratio,4192,1962,0.0,E
181,Dependency ratio,4192,1967,0.0,E
182,Dependency ratio,4192,1972,0.0,E
183,Dependency ratio,4192,1977,0.0,E
184,Dependency ratio,4192,1982,0.0,E
185,Dependency ratio,4192,1987,0.0,E
186,Dependency ratio,4192,1992,0.0,E
187,Dependency ratio,4192,1997,0.0,E
188,Dependency ratio,4192,2002,0.0,E
189,Dependency ratio,4192,2007,0.0,E
190,Dependency ratio,4192,2012,0.0,E
191,Dependency ratio,4192,2017,0.0,E
192,Dependency ratio,4192,2018,0.0,E
193,Total internal renewable water resources (IRWR),4157,1962,430.0,E
194,Total internal renewable water resources (IRWR),4157,1967,430.0,E
195,Total internal renewable water resources (IRWR),4157,1972,430.0,E
196,Total internal renewable water resources (IRWR),4157,1977,430.0,E
197,Total internal renewable water resources (IRWR),4157,1982,430.0,E
198,Total internal renewable water resources (IRWR),4157,1987,430.0,E
199,Total internal renewable water resources (IRWR),4157,1992,430.0,E
200,Total internal renewable water resources (IRWR),4157,1997,430.0,E
201,Total internal renewable water resources (IRWR),4157,2002,430.0,E
202,Total internal renewable water resources (IRWR),4157,2007,430.0,E
203,Total internal renewable water resources (IRWR),4157,2012,430.0,E
204,Total internal renewable water resources (IRWR),4157,2017,430.0,E
205,Total internal renewable water resources (IRWR),4157,2018,430.0,E
206,Total internal renewable water resources per capita,4158,1962,4504.5741541112,E
207,Total internal renewable water resources per capita,4158,1967,4264.9298655592,E
208,Total internal renewable water resources per capita,4158,1972,3982.3654559914,E
209,Total internal renewable water resources per capita,4158,1977,3744.736728984,E
210,Total internal renewable water resources per capita,4158,1982,3595.1599114587,E
211,Total internal renewable water resources per capita,4158,1987,3493.8695995237,E
212,Total internal renewable water resources per capita,4158,1992,3430.9068069406,E
213,Total internal renewable water resources per capita,4158,1997,3388.6887995119,E
214,Total internal renewable water resources per capita,4158,2002,3362.1835264611,E
215,Total internal renewable water resources per capita,4158,2007,3346.4582723853,E
216,Total internal renewable water resources per capita,4158,2012,3348.2949948495,E
217,Total internal renewable water resources per capita,4158,2017,3372.4769411791,E
218,Total internal renewable water resources per capita,4158,2018,3380.4448904465,E
219,Total renewable surface water,4185,1962,420.0,E
220,Total renewable surface water,4185,1967,420.0,E
221,Total renewable surface water,4185,1972,420.0,E
222,Total renewable surface water,4185,1977,420.0,E
223,Total renewable surface water,4185,1982,420.0,E
224,Total renewable surface water,4185,1987,420.0,E
225,Total renewable surface water,4185,1992,420.0,E
226,Total renewable surface water,4185,1997,420.0,E
227,Total renewable surface water,4185,2002,420.0,E
228,Total renewable surface water,4185,2007,420.0,E
229,Total renewable surface water,4185,2012,420.0,E
230,Total renewable surface water,4185,2017,420.0,E
231,Total renewable surface water,4185,2018,420.0,E
232,Total renewable groundwater,4187,1962,27.0,E
233,Total renewable groundwater,4187,1967,27.0,E
234,Total renewable groundwater,4187,1972,27.0,E
235,Total renewable groundwater,4187,1977,27.0,E
236,Total renewable groundwater,4187,1982,27.0,E
237,Total renewable groundwater,4187,1987,27.0,E
238,Total renewable groundwater,4187,1992,27.0,E
239,Total renewable groundwater,4187,1997,27.0,E
240,Total renewable groundwater,4187,2002,27.0,E
241,Total renewable groundwater,4187,2007,27.0,E
242,Total renewable groundwater,4187,2012,27.0,E
243,Total renewable groundwater,4187,2017,27.0,E
244,Total renewable groundwater,4187,2018,27.0,E
245,Water resources: total external renewable,4182,1962,0.0,E
246,Water resources: total external renewable,4182,1967,0.0,E
247,Water resources: total external renewable,4182,1972,0.0,E
248,Water resources: total external renewable,4182,1977,0.0,E
249,Water resources: total external renewable,4182,1982,0.0,E
250,Water resources: total external renewable,4182,1987,0.0,E
251,Water resources: total external renewable,4182,1992,0.0,E
252,Water resources: total external renewable,4182,1997,0.0,E
253,Water resources: total external renewable,4182,2002,0.0,E
254,Water resources: total external renewable,4182,2007,0.0,E
255,Water resources: total external renewable,4182,2012,0.0,E
256,Water resources: total external renewable,4182,2017,0.0,E
257,Water resources: total external renewable,4182,2018,0.0,E
258,Total renewable water resources,4188,1962,430.0,E
259,Total renewable water resources,4188,1967,430.0,E
260,Total renewable water resources,4188,1972,430.0,E
261,Total renewable water resources,4188,1977,430.0,E
262,Total renewable water resources,4188,1982,430.0,E
263,Total renewable water resources,4188,1987,430.0,E
264,Total renewable water resources,4188,1992,430.0,E
265,Total renewable water resources,4188,1997,430.0,E
266,Total renewable water resources,4188,2002,430.0,E
267,Total renewable water resources,4188,2007,430.0,E
268,Total renewable water resources,4188,2012,430.0,E
269,Total renewable water resources,4188,2017,430.0,E
270,Total renewable water resources,4188,2018,430.0,E
271,Total renewable water resources per capita,4190,1962,4504.5741541112,E
272,Total renewable water resources per capita,4190,1967,4264.9298655592,E
273,Total renewable water resources per capita,4190,1972,3982.3654559914,E
274,Total renewable water resources per capita,4190,1977,3744.736728984,E
275,Total renewable water resources per capita,4190,1982,3595.1599114587,E
276,Total renewable water resources per capita,4190,1987,3493.8695995237,E
277,Total renewable water resources per capita,4190,1992,3430.9068069406,E
278,Total renewable water resources per capita,4190,1997,3388.6887995119,E
279,Total renewable water resources per capita,4190,2002,3362.1835264611,E
280,Total renewable water resources per capita,4190,2007,3346.4582723853,E
281,Total renewable water resources per capita,4190,2012,3348.2949948495,E
282,Total renewable water resources per capita,4190,2017,3372.4769411791,E
283,Total renewable water resources per capita,4190,2018,3380.4448904465,E
284,Total agricultural water managed area,4317,1992,3099.8833333333,E
285,Total agricultural water managed area,4317,1997,3027.0769230769,I
286,Total agricultural water managed area,4317,2002,2900.9230769231,I
287,Total agricultural water managed area,4317,2007,2725.0,I
288,Total agricultural water managed area,4317,2012,2500.0,I
289,Total agricultural water managed area,4317,2017,2500.0,I
290,Total agricultural water managed area,4317,2018,2500.0,I
291,Area equipped for irrigation: total,4313,1992,3099.8833333333,E
292,Area equipped for irrigation: total,4313,1997,3027.0769230769,I
293,Area equipped for irrigation: total,4313,2002,2900.9230769231,I
294,Area equipped for irrigation: total,4313,2007,2725.0,I
295,Area equipped for irrigation: total,4313,2012,2500.0,I
296,Area equipped for irrigation: total,4313,2017,2500.0,I
297,Area equipped for irrigation: total,4313,2018,2500.0,I
298,% of agricultural GVA produced by irrigated agriculture,4555,1992,69.6924860533,E
299,% of agricultural GVA produced by irrigated agriculture,4555,1997,69.7883391074,E
300,% of agricultural GVA produced by irrigated agriculture,4555,2002,68.0860619769,E
301,% of agricultural GVA produced by irrigated agriculture,4555,2007,72.9620310577,E
302,% of agricultural GVA produced by irrigated agriculture,4555,2012,74.1582143846,E
303,% of agricultural GVA produced by irrigated agriculture,4555,2017,75.4440749955,E
304,% of agricultural GVA produced by irrigated agriculture,4555,2018,75.744272009,E
305,Ratio between rainfed and irrigated yields,4557,1962,1.545,E
306,Ratio between rainfed and irrigated yields,4557,1967,1.545,E
307,Ratio between rainfed and irrigated yields,4557,1972,1.545,E
308,Ratio between rainfed and irrigated yields,4557,1977,1.545,E
309,Ratio between rainfed and irrigated yields,4557,1982,1.545,E
310,Ratio between rainfed and irrigated yields,4557,1987,1.545,E
311,Ratio between rainfed and irrigated yields,4557,1992,1.545,E
312,Ratio between rainfed and irrigated yields,4557,1997,1.545,E
313,Ratio between rainfed and irrigated yields,4557,2002,1.545,E
314,Ratio between rainfed and irrigated yields,4557,2007,1.545,I
315,Ratio between rainfed and irrigated yields,4557,2012,1.545,E
316,Ratio between rainfed and irrigated yields,4557,2017,1.545,I
317,Ratio between rainfed and irrigated yields,4557,2018,1.545,I
318,Agricultural water withdrawal as % of total renewable water resources,4273,1982,13.5176744186,I
319,Agricultural water withdrawal as % of total renewable water resources,4273,1987,13.5909302326,I
320,Agricultural water withdrawal as % of total renewable water resources,4273,1992,13.6279069767,E
321,Agricultural water withdrawal as % of total renewable water resources,4273,1997,13.6930232558,E
322,Agricultural water withdrawal as % of total renewable water resources,4273,2002,13.0348837209,E
323,Agricultural water withdrawal as % of total renewable water resources,4273,2007,12.6744186047,E
324,Agricultural water withdrawal as % of total renewable water resources,4273,2009,12.6581395349,E
325,Agricultural water withdrawal,4250,1982,58.126,I
326,Agricultural water withdrawal,4250,1987,58.441,I
327,Agricultural water withdrawal,4250,1992,58.6,
328,Agricultural water withdrawal,4250,1997,58.88,X
329,Agricultural water withdrawal,4250,2001,56.645,I
330,Agricultural water withdrawal,4250,2006,54.73,X
331,Agricultural water withdrawal,4250,2008,54.465,I
332,Irrigation water requirement,4260,2007,38.31,I
333,Irrigation water requirement,4260,2012,38.31,I
334,Irrigation water requirement,4260,2017,38.31,I
335,Irrigation water requirement,4260,2018,38.31,I
336,Irrigation water withdrawal,4475,1997,57.6928571429,I
337,Irrigation water withdrawal,4475,2002,55.6,X
338,Irrigation water withdrawal,4475,2007,54.05,X
339,Irrigation water withdrawal,4475,2012,53.73125,I
340,Irrigation water withdrawal,4475,2016,53.38625,I
341,Irrigation water withdrawal,4475,2018,53.3,I
342,Municipal water withdrawal,4251,1982,14.25,I
343,Municipal water withdrawal,4251,1987,15.625,I
344,Municipal water withdrawal,4251,1992,17.0,
345,Municipal water withdrawal,4251,1997,16.764,I
346,Municipal water withdrawal,4251,2001,16.84,I
347,Municipal water withdrawal,4251,2006,15.816,I
348,Municipal water withdrawal,4251,2008,15.555,I
349,Municipal water withdrawal,4251,2018,14.6,I
350,Industrial water withdrawal,4252,1982,16.3833333333,I
351,Industrial water withdrawal,4252,1987,16.0916666667,I
352,Industrial water withdrawal,4252,1992,15.8,
353,Industrial water withdrawal,4252,1997,14.726,I
354,Industrial water withdrawal,4252,2001,14.06,I
355,Industrial water withdrawal,4252,2006,12.688,I
356,Industrial water withdrawal,4252,2008,12.195,I
357,Industrial water withdrawal,4252,2018,11.0,I
358,Total water withdrawal,4253,1982,88.7593333333,E
359,Total water withdrawal,4253,1987,90.1576666667,E
360,Total water withdrawal,4253,1992,91.4,E
361,Total water withdrawal,4253,1997,90.37,E
362,Total water withdrawal,4253,2002,84.65,E
363,Total water withdrawal,4253,2007,82.98,E
364,Total water withdrawal,4253,2009,81.45,E
365,Fresh surface water withdrawal,4261,1997,77.0,E
366,Fresh surface water withdrawal,4261,2001,75.9273119184,I
367,Fresh surface water withdrawal,4261,2006,72.698,I
368,Fresh surface water withdrawal,4261,2008,72.135,I
369,Fresh surface water withdrawal,4261,2018,70.5,I
370,Fresh groundwater withdrawal,4262,1997,12.19,E
371,Fresh groundwater withdrawal,4262,2002,10.64,X
372,Fresh groundwater withdrawal,4262,2007,10.33,X
373,Fresh groundwater withdrawal,4262,2009,9.372,X
374,Fresh groundwater withdrawal,4262,2018,8.8,I
375,Total freshwater withdrawal,4263,1982,88.7593333333,E
376,Total freshwater withdrawal,4263,1987,90.1576666667,E
377,Total freshwater withdrawal,4263,1992,91.4,E
378,Total freshwater withdrawal,4263,1997,89.19,E
379,Total freshwater withdrawal,4263,2002,84.45,E
380,Total freshwater withdrawal,4263,2007,82.75,E
381,Total freshwater withdrawal,4263,2009,81.222,E
382,Total freshwater withdrawal,4263,2018,79.3,I
383,Desalinated water produced,4264,1997,0.04,I
384,Desalinated water produced,4264,2002,0.04,I
385,Desalinated water produced,4264,2007,0.04,E
386,Desalinated water produced,4264,2012,0.04,I
387,Desalinated water produced,4264,2017,0.04,I
388,Desalinated water produced,4264,2018,0.04,I
389,Direct use of treated municipal wastewater,4265,2002,0.165,I
390,Direct use of treated municipal wastewater,4265,2007,0.191,I
391,Direct use of treated municipal wastewater,4265,2012,0.195,I
392,Direct use of treated municipal wastewater,4265,2017,0.195,I
393,Direct use of treated municipal wastewater,4265,2018,0.195,I
394,Produced municipal wastewater,4269,2007,14.9766666667,I
395,Produced municipal wastewater,4269,2012,16.93,I
396,Produced municipal wastewater,4269,2017,16.93,I
397,Produced municipal wastewater,4269,2018,16.93,I
398,Collected municipal wastewater,4493,2007,10.4466666667,I
399,Collected municipal wastewater,4493,2012,12.02,I
400,Collected municipal wastewater,4493,2017,12.02,I
401,Collected municipal wastewater,4493,2018,12.02,I
402,Not treated municipal wastewater,4491,2007,5.9713333333,I
403,Not treated municipal wastewater,4491,2012,5.37,I
404,Not treated municipal wastewater,4491,2017,5.37,I
405,Not treated municipal wastewater,4491,2018,5.37,I
406,Treated municipal wastewater,4270,2007,9.0053333333,I
407,Treated municipal wastewater,4270,2012,11.56,I
408,Treated municipal wastewater,4270,2017,11.56,I
409,Treated municipal wastewater,4270,2018,11.56,I
410,Treated municipal wastewater discharged (secondary water),4510,2007,8.8153333333,I
411,Treated municipal wastewater discharged (secondary water),4510,2012,11.37,I
412,Treated municipal wastewater discharged (secondary water),4510,2017,11.37,I
413,Treated municipal wastewater discharged (secondary water),4510,2018,11.37,I
414,Environmental Flow Requirements,4549,1962,212.5,X
415,Environmental Flow Requirements,4549,1967,212.5,X
416,Environmental Flow Requirements,4549,1972,212.5,X
417,Environmental Flow Requirements,4549,1977,212.5,X
418,Environmental Flow Requirements,4549,1982,212.5,X
419,Environmental Flow Requirements,4549,1987,212.5,X
420,Environmental Flow Requirements,4549,1992,212.5,X
421,Environmental Flow Requirements,4549,1997,212.5,X
422,Environmental Flow Requirements,4549,2002,212.5,X
423,Environmental Flow Requirements,4549,2007,212.5,X
424,Environmental Flow Requirements,4549,2012,212.5,X
425,Environmental Flow Requirements,4549,2017,212.5,X
426,SDG 6.4.2. Water Stress,4550,1982,40.8088888889,E
427,SDG 6.4.2. Water Stress,4550,1987,41.4518007663,E
428,SDG 6.4.2. Water Stress,4550,1992,42.0229885057,E
429,SDG 6.4.2. Water Stress,4550,1997,41.0068965517,E
430,SDG 6.4.2. Water Stress,4550,2002,38.8275862069,E
431,SDG 6.4.2. Water Stress,4550,2007,38.0459770115,E
432,SDG 6.4.2. Water Stress,4550,2009,37.3434482759,E
433,SDG 6.4.2. Water Stress,4550,2017,36.4597701149,E
434,SDG 6.4.2. Water Stress,4550,2018,36.4597701149,E
435,SDG 6.4.1. Water Use Efficiency,4551,1992,38.8374414874,I
436,SDG 6.4.1. Water Use Efficiency,4551,1997,42.542821794,I
437,SDG 6.4.1. Water Use Efficiency,4551,1999,42.1452403454,I
438,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,4552,1992,0.8725455392,E
439,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,4552,1997,0.7139358651,E
440,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,4552,1999,0.7313111134,E
441,SDG 6.4.1. Industrial Water Use Efficiency,4553,1982,52.8680788345,E
442,SDG 6.4.1. Industrial Water Use Efficiency,4553,1987,63.4115173353,E
443,SDG 6.4.1. Industrial Water Use Efficiency,4553,1992,78.6071175314,E
444,SDG 6.4.1. Industrial Water Use Efficiency,4553,1997,81.3600154267,E
445,SDG 6.4.1. Industrial Water Use Efficiency,4553,1999,73.4138841315,E
446,SDG 6.4.1. Services Water Use Efficiency,4554,1982,100.3553692322,E
447,SDG 6.4.1. Services Water Use Efficiency,4554,1987,116.0411277687,E
448,SDG 6.4.1. Services Water Use Efficiency,4554,1992,132.7422662561,E
449,SDG 6.4.1. Services Water Use Efficiency,4554,1997,155.3597395974,E
450,SDG 6.4.1. Services Water Use Efficiency,4554,1999,153.288045008,E
451,Harvested irrigated temporary crop area: Wheat,4345,1997,78.775,I
452,Harvested irrigated temporary crop area: Wheat,4345,2002,105.5666666667,I
453,Harvested irrigated temporary crop area: Wheat,4345,2007,127.0,I
454,Harvested irrigated temporary crop area: Wheat,4345,2012,127.0,I
455,Harvested irrigated temporary crop area: Wheat,4345,2017,127.0,I
456,Harvested irrigated temporary crop area: Wheat,4345,2018,127.0,I
457,Harvested irrigated temporary crop area: Rice,4346,1997,2072.75,I
458,Harvested irrigated temporary crop area: Rice,4346,2002,1860.6666666667,I
459,Harvested irrigated temporary crop area: Rice,4346,2007,1691.0,I
460,Harvested irrigated temporary crop area: Rice,4346,2012,1691.0,I
461,Harvested irrigated temporary crop area: Rice,4346,2017,1691.0,I
462,Harvested irrigated temporary crop area: Rice,4346,2018,1691.0,I
463,Harvested irrigated temporary crop area: Barley,4347,1997,52.9,I
464,Harvested irrigated temporary crop area: Barley,4347,2002,52.9,I
465,Harvested irrigated temporary crop area: Barley,4347,2007,52.9,I
466,Harvested irrigated temporary crop area: Barley,4347,2012,52.9,I
467,Harvested irrigated temporary crop area: Barley,4347,2017,52.9,I
468,Harvested irrigated temporary crop area: Barley,4347,2018,52.9,I
469,Harvested irrigated temporary crop area: Other cereals,4351,1997,21.575,I
470,Harvested irrigated temporary crop area: Other cereals,4351,2002,40.7,I
471,Harvested irrigated temporary crop area: Other cereals,4351,2007,56.0,I
472,Harvested irrigated temporary crop area: Other cereals,4351,2012,56.0,I
473,Harvested irrigated temporary crop area: Other cereals,4351,2017,56.0,I
474,Harvested irrigated temporary crop area: Other cereals,4351,2018,56.0,I
475,Harvested irrigated temporary crop area: Potatoes,4352,2007,46.0,I
476,Harvested irrigated temporary crop area: Potatoes,4352,2012,46.0,I
477,Harvested irrigated temporary crop area: Potatoes,4352,2017,46.0,I
478,Harvested irrigated temporary crop area: Potatoes,4352,2018,46.0,I
479,Harvested irrigated temporary crop area: Sugarcane,4357,2007,16.0,I
480,Harvested irrigated temporary crop area: Sugarcane,4357,2012,16.0,I
481,Harvested irrigated temporary crop area: Sugarcane,4357,2017,16.0,I
482,Harvested irrigated temporary crop area: Sugarcane,4357,2018,16.0,I
483,Harvested irrigated temporary crop area: Sugar beet,4358,2007,47.0,I
484,Harvested irrigated temporary crop area: Sugar beet,4358,2012,47.0,I
485,Harvested irrigated temporary crop area: Sugar beet,4358,2017,47.0,I
486,Harvested irrigated temporary crop area: Sugar beet,4358,2018,47.0,I
487,Harvested irrigated temporary crop area: Leguminous crops,4359,1997,41.975,I
488,Harvested irrigated temporary crop area: Leguminous crops,4359,2002,38.1,I
489,Harvested irrigated temporary crop area: Leguminous crops,4359,2007,35.0,I
