,,,Value,Symbol
Belize,Total internal renewable water resources (IRWR),5,15.26,E
Belize,Total internal renewable water resources per capita,11,39835.9573029543,E
Belize,Total renewable surface water,17,21.734,E
Belize,Total renewable groundwater,23,7.51,E
Belize,Water resources: total external renewable,29,6.474,E
Belize,Total renewable water resources,35,21.734,E
Belize,Total renewable water resources per capita,41,56736.2186122155,E
Benin,Total internal renewable water resources (IRWR),5,10.3,E
Benin,Total internal renewable water resources per capita,11,896.818505876,E
Benin,Total renewable surface water,17,26.09,E
Benin,Total renewable groundwater,23,1.8,E
Benin,Water resources: total external renewable,29,16.09,E
Benin,Total renewable water resources,35,26.39,E
Benin,Total renewable water resources per capita,41,2297.7709097153,E
Bhutan,Total internal renewable water resources (IRWR),5,78.0,E
Bhutan,Total internal renewable water resources per capita,11,103395.069910974,E
Bhutan,Total renewable surface water,17,78.0,E
Bhutan,Total renewable groundwater,23,8.1,E
Bhutan,Water resources: total external renewable,29,0.0,E
Bhutan,Total renewable water resources,35,78.0,E
Bhutan,Total renewable water resources per capita,41,103395.069910974,E
Bolivia,Total internal renewable water resources (IRWR),5,303.5,E
Bolivia,Total internal renewable water resources per capita,11,26732.6877440624,E
Bolivia,Total renewable surface water,17,547.9,E
Bolivia,Total renewable groundwater,23,130.0,E
Bolivia,Water resources: total external renewable,29,270.5,E
Bolivia,Total renewable water resources,35,574.0,E
Bolivia,Total renewable water resources per capita,41,50558.691153515,E
Bosnia and Herzegovina,Total internal renewable water resources (IRWR),5,35.5,E
Bosnia and Herzegovina,Total internal renewable water resources per capita,11,10680.1447084396,E
Bosnia and Herzegovina,Total renewable surface water,17,36.34,E
Bosnia and Herzegovina,Total renewable groundwater,23,11.57,E
Bosnia and Herzegovina,Water resources: total external renewable,29,2.0,E
Bosnia and Herzegovina,Total renewable water resources,35,37.5,E
Bosnia and Herzegovina,Total renewable water resources per capita,41,11281.8430018728,E
Botswana,Total internal renewable water resources (IRWR),5,2.4,E
Botswana,Total internal renewable water resources per capita,11,1064.7416138289,E
Botswana,Total renewable surface water,17,10.64,E
Botswana,Total renewable groundwater,23,1.7,E
Botswana,Total exploitable water resources,29,1.0,E
Botswana,Water resources: total external renewable,35,9.84,E
Botswana,Total renewable water resources,41,12.24,E
Botswana,Total renewable water resources per capita,47,5430.1822305272,E
Brazil,Total internal renewable water resources (IRWR),5,5661.0,E
Brazil,Total internal renewable water resources per capita,11,27025.4370373842,E
Brazil,Total renewable surface water,17,8647.0,E
Brazil,Total renewable groundwater,23,645.6,E
Brazil,Water resources: total external renewable,29,2986.0,E
Brazil,Total renewable water resources,35,8647.0,E
Brazil,Total renewable water resources per capita,41,41280.5076951531,E
Brunei Darussalam,Total internal renewable water resources (IRWR),5,8.5,E
Brunei Darussalam,Total internal renewable water resources per capita,11,19815.2288192688,E
Brunei Darussalam,Total renewable surface water,17,8.5,E
Brunei Darussalam,Total renewable groundwater,23,0.1,E
Brunei Darussalam,Water resources: total external renewable,29,0.0,E
Brunei Darussalam,Total renewable water resources,35,8.5,E
Brunei Darussalam,Total renewable water resources per capita,41,19815.2288192688,E
Bulgaria,Total internal renewable water resources (IRWR),5,21.0,E
Bulgaria,Total internal renewable water resources per capita,11,2978.044156737,E
Bulgaria,Total renewable surface water,17,20.4,E
Bulgaria,Total renewable groundwater,23,6.4,E
Bulgaria,Water resources: total external renewable,29,0.3,E
Bulgaria,Total renewable water resources,35,21.3,E
Bulgaria,Total renewable water resources per capita,41,3020.5876446904,E
Burkina Faso,Total internal renewable water resources (IRWR),5,12.5,E
Burkina Faso,Total internal renewable water resources per capita,11,632.8644162413,E
Burkina Faso,Total renewable surface water,17,9.0,E
Burkina Faso,Total renewable groundwater,23,9.5,E
Burkina Faso,Total exploitable water resources,26,4.75,E
Burkina Faso,Water resources: total external renewable,32,1.0,E
Burkina Faso,Total renewable water resources,38,13.5,E
Burkina Faso,Total renewable water resources per capita,44,683.4935695406,E
Burundi,Total internal renewable water resources (IRWR),5,10.06,E
Burundi,Total internal renewable water resources per capita,11,900.1935863623,E
Burundi,Total renewable surface water,17,12.536,E
Burundi,Total renewable groundwater,23,7.47,E
Burundi,Water resources: total external renewable,29,2.476,E
Burundi,Total renewable water resources,35,12.536,E
Burundi,Total renewable water resources per capita,41,1121.7521668626,E
Cabo Verde,Total internal renewable water resources (IRWR),5,0.3,E
Cabo Verde,Total internal renewable water resources per capita,11,551.7068891639,E
Cabo Verde,Total renewable surface water,17,0.181,E
Cabo Verde,Total renewable groundwater,23,0.124,E
Cabo Verde,Total exploitable water resources,29,0.065,E
Cabo Verde,Water resources: total external renewable,35,0.0,E
Cabo Verde,Total renewable water resources,41,0.3,E
Cabo Verde,Total renewable water resources per capita,47,551.7068891639,E
Cambodia,Total internal renewable water resources (IRWR),5,120.6,E
Cambodia,Total internal renewable water resources per capita,11,7421.6334584467,E
Cambodia,Total renewable surface water,17,471.5,E
Cambodia,Total renewable groundwater,23,17.6,E
Cambodia,Water resources: total external renewable,29,355.5,E
Cambodia,Total renewable water resources,35,476.1,E
Cambodia,Total renewable water resources per capita,41,29298.8365635696,E
Cameroon,Total internal renewable water resources (IRWR),5,273.0,E
Cameroon,Total internal renewable water resources per capita,11,10826.3447559466,E
Cameroon,Total renewable surface water,17,278.15,E
Cameroon,Total renewable groundwater,23,100.0,E
Cameroon,Water resources: total external renewable,29,10.15,E
Cameroon,Total renewable water resources,35,283.15,E
Cameroon,Total renewable water resources per capita,41,11228.8627020011,E
Canada,Total internal renewable water resources (IRWR),5,2850.0,E
Canada,Total internal renewable water resources per capita,11,76872.1151715832,E
Canada,Total renewable surface water,17,2892.0,E
Canada,Total renewable groundwater,23,370.0,E
Canada,Water resources: total external renewable,29,52.0,E
Canada,Total renewable water resources,35,2902.0,E
Canada,Total renewable water resources per capita,41,78274.6941150647,E
Central African Republic,Total internal renewable water resources (IRWR),5,141.0,E
Central African Republic,Total internal renewable water resources per capita,11,30216.2195523371,E
Central African Republic,Total renewable surface water,17,141.0,E
Central African Republic,Total renewable groundwater,23,56.0,E
Central African Republic,Water resources: total external renewable,29,0.0,E
Central African Republic,Total renewable water resources,35,141.0,E
Central African Republic,Total renewable water resources per capita,41,30216.2195523371,E
Chad,Total internal renewable water resources (IRWR),5,15.0,E
Chad,Total internal renewable water resources per capita,11,969.1344253411,E
Chad,Total renewable surface water,17,44.2,E
Chad,Total renewable groundwater,23,11.5,E
Chad,Water resources: total external renewable,29,30.7,E
Chad,Total renewable water resources,35,45.7,E
Chad,Total renewable water resources per capita,41,2952.6295492058,E
Chile,Total internal renewable water resources (IRWR),5,885.0,E
Chile,Total internal renewable water resources per capita,11,47252.5196004519,E
Chile,Total renewable surface water,17,923.06,E
Chile,Total renewable groundwater,23,140.0,E
Chile,Water resources: total external renewable,29,38.06,E
Chile,Total renewable water resources,35,923.06,E
Chile,Total renewable water resources per capita,41,49284.6449066589,E
China,Total internal renewable water resources (IRWR),5,2812.9,E
China,Total internal renewable water resources per capita,11,1927.4655009577,E
China,Total renewable surface water,17,2739.32,E
China,Total renewable groundwater,23,828.8,E
China,Water resources: total external renewable,29,27.32,E
China,Total renewable water resources,35,2840.22,E
China,Total renewable water resources per capita,41,1946.1858100644,E
Colombia,Total internal renewable water resources (IRWR),5,2145.0,E
Colombia,Total internal renewable water resources per capita,11,43192.8057579453,E
Colombia,Total renewable surface water,17,2360.0,E
Colombia,Total renewable groundwater,23,510.0,E
Colombia,Water resources: total external renewable,29,215.0,E
Colombia,Total renewable water resources,35,2360.0,E
Colombia,Total renewable water resources per capita,41,47522.1545868303,E
Comoros,Total internal renewable water resources (IRWR),5,1.2,E
Comoros,Total internal renewable water resources per capita,11,1441.749707445,E
Comoros,Total renewable surface water,17,0.2,E
Comoros,Total renewable groundwater,23,1.0,E
Comoros,Water resources: total external renewable,33,0.0,E
Comoros,Total renewable water resources,39,1.2,E
Comoros,Total renewable water resources per capita,45,1441.749707445,E
Congo,Total internal renewable water resources (IRWR),5,222.0,E
Congo,Total internal renewable water resources per capita,11,42331.198150241,E
Congo,Total renewable surface water,17,832.0,E
Congo,Total renewable groundwater,23,122.0,E
Congo,Water resources: total external renewable,29,610.0,E
Congo,Total renewable water resources,35,832.0,E
Congo,Total renewable water resources per capita,41,158646.65252703,E
Cook Islands,Total renewable surface water,5,0.0,E
Cook Islands,Total renewable groundwater,11,0.0,E
Cook Islands,Water resources: total external renewable,17,0.0,E
Cook Islands,Total renewable water resources,23,0.0,E
Cook Islands,Total renewable water resources per capita,29,0.0,E
Costa Rica,Total internal renewable water resources (IRWR),5,113.0,E
Costa Rica,Total internal renewable water resources per capita,11,22602.5269625144,E
Costa Rica,Total renewable surface water,17,113.0,E
Costa Rica,Total renewable groundwater,23,37.31,E
Costa Rica,Water resources: total external renewable,29,0.0,E
Costa Rica,Total renewable water resources,35,113.0,E
Costa Rica,Total renewable water resources per capita,41,22602.5269625144,E
Croatia,Total internal renewable water resources (IRWR),5,37.7,E
Croatia,Total internal renewable water resources per capita,11,9070.3384294841,E
Croatia,Total renewable surface water,17,95.0,E
Croatia,Total renewable groundwater,23,11.0,E
Croatia,Water resources: total external renewable,29,67.8,E
Croatia,Total renewable water resources,35,105.5,E
Croatia,Total renewable water resources per capita,41,25382.5120506784,E
Cuba,Total internal renewable water resources (IRWR),5,38.12,E
Cuba,Total internal renewable water resources per capita,11,3362.1052635292,E
Cuba,Total renewable surface water,17,31.64,E
Cuba,Total renewable groundwater,23,6.48,E
Cuba,Total exploitable water resources,29,24.0,E
Cuba,Water resources: total external renewable,35,0.0,E
Cuba,Total renewable water resources,41,38.12,E
Cuba,Total renewable water resources per capita,47,3362.1052635292,E
Cyprus,Total internal renewable water resources (IRWR),5,0.78,E
Cyprus,Total internal renewable water resources per capita,11,655.86727937,E
Cyprus,Total renewable surface water,17,0.56,E
Cyprus,Total renewable groundwater,23,0.41,E
Cyprus,Total exploitable water resources,29,0.54,E
Cyprus,Water resources: total external renewable,35,0.0,E
Cyprus,Total renewable water resources,41,0.78,E
Cyprus,Total renewable water resources per capita,47,655.86727937,E
Czech Republic,Total internal renewable water resources (IRWR),5,13.15,E
Czech Republic,Total internal renewable water resources per capita,11,1232.9268924982,E
Czech Republic,Total renewable surface water,17,13.15,E
Czech Republic,Total renewable groundwater,23,1.43,E
Czech Republic,Water resources: total external renewable,29,0.0,E
Czech Republic,Total renewable water resources,35,13.15,E
Czech Republic,Total renewable water resources per capita,41,1232.9268924982,E
Côte d'Ivoire,Total internal renewable water resources (IRWR),5,76.84,E
Côte d'Ivoire,Total internal renewable water resources per capita,11,3065.112091596,E
Côte d'Ivoire,Total renewable surface water,17,81.3,E
Côte d'Ivoire,Total renewable groundwater,23,37.84,E
Côte d'Ivoire,Total exploitable water resources,29,39.0,E
Côte d'Ivoire,Water resources: total external renewable,35,7.3,E
Côte d'Ivoire,Total renewable water resources,41,84.14,E
Côte d'Ivoire,Total renewable water resources per capita,47,3356.3057182052,E
Democratic People's Republic of Korea,Total internal renewable water resources (IRWR),5,67.0,E
Democratic People's Republic of Korea,Total internal renewable water resources per capita,11,2622.3498415083,E
Democratic People's Republic of Korea,Total renewable surface water,17,76.15,E
Democratic People's Republic of Korea,Total renewable groundwater,23,13.0,E
Democratic People's Republic of Korea,Water resources: total external renewable,29,10.15,E
Democratic People's Republic of Korea,Total renewable water resources,35,77.15,E
Democratic People's Republic of Korea,Total renewable water resources per capita,41,3019.6162727219,E
Democratic Republic of the Congo,Total internal renewable water resources (IRWR),5,900.0,E
Democratic Republic of the Congo,Total internal renewable water resources per capita,11,10705.607672238,E
Democratic Republic of the Congo,Total renewable surface water,17,1282.0,E
Democratic Republic of the Congo,Total renewable groundwater,23,421.0,E
Democratic Republic of the Congo,Water resources: total external renewable,29,383.0,E
Democratic Republic of the Congo,Total renewable water resources,35,1283.0,E
Democratic Republic of the Congo,Total renewable water resources per capita,41,15261.438492757,E
Denmark,Total internal renewable water resources (IRWR),5,6.0,E
Denmark,Total internal renewable water resources per capita,11,1043.0925887228,E
Denmark,Total renewable surface water,17,3.7,E
Denmark,Total renewable groundwater,23,4.3,E
Denmark,Water resources: total external renewable,33,0.0,E
Denmark,Total renewable water resources,39,6.0,E
Denmark,Total renewable water resources per capita,45,1043.0925887228,E
Djibouti,Total internal renewable water resources (IRWR),5,0.3,E
Djibouti,Total internal renewable water resources per capita,11,312.8509796928,E
Djibouti,Total renewable surface water,17,0.3,E
Djibouti,Total renewable groundwater,23,0.015,E
Djibouti,Water resources: total external renewable,29,0.0,E
Djibouti,Total renewable water resources,35,0.3,E
Djibouti,Total renewable water resources per capita,41,312.8509796928,E
Dominica,Total internal renewable water resources per capita,6,2792.3211169284,E
Dominica,Total renewable surface water,12,0.0,E
Dominica,Total renewable groundwater,18,0.0,E
Dominica,Water resources: total external renewable,24,0.0,E
Dominica,Total renewable water resources per capita,35,2792.3211169284,E
Dominican Republic,Total internal renewable water resources (IRWR),5,23.5,E
Dominican Republic,Total internal renewable water resources per capita,11,2211.3191120735,E
Dominican Republic,Total renewable surface water,17,23.5,E
Dominican Republic,Total renewable groundwater,23,4.161,E
Dominican Republic,Total exploitable water resources,29,2.469,E
Dominican Republic,Water resources: total external renewable,35,0.0,E
Dominican Republic,Total renewable water resources,41,23.5,E
Dominican Republic,Total renewable water resources per capita,47,2211.3191120735,E
Ecuador,Total internal renewable water resources (IRWR),5,442.4,E
Ecuador,Total internal renewable water resources per capita,11,25895.0321691924,E
Ecuador,Total renewable surface water,17,432.0,E
Ecuador,Total renewable groundwater,23,134.0,E
Ecuador,Water resources: total external renewable,29,0.0,E
Ecuador,Total renewable water resources,35,442.4,E
Ecuador,Total renewable water resources per capita,41,25895.0321691924,E
Egypt,Total internal renewable water resources (IRWR),5,1.0,E
Egypt,Total internal renewable water resources per capita,11,10.160165045,E
Egypt,Total renewable surface water,17,56.0,E
Egypt,Total renewable groundwater,23,1.5,E
Egypt,Water resources: total external renewable,29,56.5,E
Egypt,Total renewable water resources,35,57.5,E
Egypt,Total renewable water resources per capita,41,584.2094900859,E
El Salvador,Total internal renewable water resources (IRWR),5,15.63,E
El Salvador,Total internal renewable water resources per capita,11,2434.296575507,E
El Salvador,Total renewable surface water,17,22.69,E
El Salvador,Total renewable groundwater,23,6.15,E
El Salvador,Water resources: total external renewable,29,10.64,E
El Salvador,Total renewable water resources,35,26.27,E
El Salvador,Total renewable water resources per capita,41,4091.4248905034,E
Equatorial Guinea,Total internal renewable water resources (IRWR),5,26.0,E
Equatorial Guinea,Total internal renewable water resources per capita,11,19862.8698027082,E
Equatorial Guinea,Total renewable surface water,17,25.0,E
Equatorial Guinea,Total renewable groundwater,23,10.0,E
Equatorial Guinea,Water resources: total external renewable,29,0.0,E
Equatorial Guinea,Total renewable water resources,35,26.0,E
Equatorial Guinea,Total renewable water resources per capita,41,19862.8698027082,E
Eritrea,Total internal renewable water resources (IRWR),5,2.8,E
Eritrea,Total internal renewable water resources per capita,11,810.9393399996,E
Eritrea,Total renewable surface water,17,7.215,E
Eritrea,Total renewable groundwater,23,0.5,E
Eritrea,Water resources: total external renewable,29,4.515,E
Eritrea,Total renewable water resources,35,7.315,E
Eritrea,Total renewable water resources per capita,41,2118.5790257491,E
Estonia,Total internal renewable water resources (IRWR),5,12.71,E
Estonia,Total internal renewable water resources per capita,11,9607.5348471563,E
Estonia,Total renewable surface water,17,11.806,E
Estonia,Total renewable groundwater,23,4.0,E
Estonia,Water resources: total external renewable,29,0.096,E
Estonia,Total renewable water resources,35,12.806,E
Estonia,Total renewable water resources per capita,41,9680.1015934448,E
Eswatini,Total internal renewable water resources (IRWR),5,2.64,E
Eswatini,Total internal renewable water resources per capita,11,2323.3689553904,E
Eswatini,Total renewable surface water,17,4.51,E
Eswatini,Total renewable groundwater,23,0.66,E
Eswatini,Water resources: total external renewable,29,1.87,E
Eswatini,Total renewable water resources,35,4.51,E
Eswatini,Total renewable water resources per capita,41,3969.0886321253,E
Ethiopia,Total internal renewable water resources (IRWR),5,122.0,E
Ethiopia,Total internal renewable water resources per capita,11,1116.9663954434,E
Ethiopia,Total renewable surface water,17,120.0,E
Ethiopia,Total renewable groundwater,23,20.0,E
Ethiopia,Water resources: total external renewable,30,0.0,E
Ethiopia,Total renewable water resources,36,122.0,E
Ethiopia,Total renewable water resources per capita,42,1116.9663954434,E
Faroe Islands,Total renewable surface water,5,0.0,E
Faroe Islands,Total renewable groundwater,11,0.0,E
Faroe Islands,Water resources: total external renewable,17,0.0,E
Faroe Islands,Total renewable water resources,23,0.0,E
Faroe Islands,Total renewable water resources per capita,29,0.0,E
Federated States of Micronesia,Total renewable surface water,5,0.0,E
Federated States of Micronesia,Total renewable groundwater,11,0.0,E
Federated States of Micronesia,Water resources: total external renewable,17,0.0,E
Federated States of Micronesia,Total renewable water resources,23,0.0,E
Federated States of Micronesia,Total renewable water resources per capita,29,0.0,E
Fiji,Total internal renewable water resources (IRWR),5,28.55,E
Fiji,Total internal renewable water resources per capita,11,32315.2794111488,E
Fiji,Total renewable surface water,17,28.55,E
Fiji,Total renewable groundwater,23,5.273,E
Fiji,Water resources: total external renewable,29,0.0,E
Fiji,Total renewable water resources,35,28.55,E
Fiji,Total renewable water resources per capita,41,32315.2794111488,E
Finland,Total internal renewable water resources (IRWR),5,107.0,E
Finland,Total internal renewable water resources per capita,11,19375.0162967427,E
Finland,Total renewable surface water,17,109.8,E
Finland,Total renewable groundwater,23,2.2,E
Finland,Total exploitable water resources,29,3.0,E
Finland,Water resources: total external renewable,35,3.0,E
Finland,Total renewable water resources,41,110.0,E
Finland,Total renewable water resources per capita,47,19918.2410527261,E
France,Total internal renewable water resources (IRWR),5,200.0,E
France,Total internal renewable water resources per capita,11,3077.3723259385,E
France,Total renewable surface water,17,209.0,E
France,Total renewable groundwater,23,120.0,E
France,Total exploitable water resources,29,100.0,E
France,Water resources: total external renewable,35,11.0,E
France,Total renewable water resources,41,211.0,E
France,Total renewable water resources per capita,47,3246.6278038651,E
Gabon,Total internal renewable water resources (IRWR),5,164.0,E
Gabon,Total internal renewable water resources per capita,11,77384.9547604723,E
Gabon,Total renewable surface water,17,164.0,E
Gabon,Total renewable groundwater,23,62.0,E
Gabon,Water resources: total external renewable,29,2.0,E
Gabon,Total renewable water resources,35,166.0,E
Gabon,Total renewable water resources per capita,41,78328.6737209659,E
Gambia,Total internal renewable water resources (IRWR),5,3.0,E
Gambia,Total internal renewable water resources per capita,11,1315.7352284599,E
Gambia,Total renewable surface water,17,8.0,E
Gambia,Total renewable groundwater,23,0.5,E
Gambia,Water resources: total external renewable,29,5.0,E
Gambia,Total renewable water resources,35,8.0,E
Gambia,Total renewable water resources per capita,41,3508.627275893,E
Georgia,Total internal renewable water resources (IRWR),5,58.13,E
Georgia,Total internal renewable water resources per capita,11,14521.8192019769,E
Georgia,Total renewable surface water,17,62.1,E
Georgia,Total renewable groundwater,23,17.23,E
Georgia,Water resources: total external renewable,29,5.2,E
Georgia,Total renewable water resources,35,63.33,E
Georgia,Total renewable water resources per capita,41,15820.8637547084,E
Germany,Total internal renewable water resources (IRWR),5,107.0,E
Germany,Total internal renewable water resources per capita,11,1287.2270576379,E
Germany,Total renewable surface water,17,153.3,E
Germany,Total renewable groundwater,23,45.7,E
Germany,Water resources: total external renewable,33,47.0,E
Germany,Total renewable water resources,39,154.0,E
Germany,Total renewable water resources per capita,45,1852.6445502452,E
Ghana,Total internal renewable water resources (IRWR),5,30.3,E
Ghana,Total internal renewable water resources per capita,11,1017.9022465808,E
Ghana,Total renewable surface water,17,54.9,E
Ghana,Total renewable groundwater,23,26.3,E
Ghana,Water resources: total external renewable,29,25.9,E
Ghana,Total renewable water resources,35,56.2,E
Ghana,Total renewable water resources per capita,41,1887.9903055393,E
Greece,Total internal renewable water resources (IRWR),5,58.0,E
Greece,Total internal renewable water resources per capita,11,5512.1311552686,E
Greece,Total renewable surface water,17,65.9,E
Greece,Total renewable groundwater,23,10.3,E
Greece,Total exploitable water resources,29,29.0,E
Greece,Water resources: total external renewable,35,10.4,E
Greece,Total renewable water resources,41,68.4,E
Greece,Total renewable water resources per capita,47,6500.5132934546,E
Grenada,Total internal renewable water resources per capita,6,1794.462289375,E
Grenada,Total renewable surface water,12,0.0,E
Grenada,Total renewable groundwater,18,0.0,E
Grenada,Water resources: total external renewable,24,0.0,E
Grenada,Total renewable water resources per capita,35,1794.462289375,E
Guatemala,Total internal renewable water resources (IRWR),5,109.2,E
Guatemala,Total internal renewable water resources per capita,11,6331.2242587467,E
Guatemala,Total renewable surface water,17,119.41,E
Guatemala,Total renewable groundwater,23,33.7,E
Guatemala,Water resources: total external renewable,29,18.71,E
Guatemala,Total renewable water resources,35,127.91,E
Guatemala,Total renewable water resources per capita,41,7415.9972063763,E
Guinea,Total internal renewable water resources (IRWR),5,226.0,E
Guinea,Total internal renewable water resources per capita,11,18204.822457469,E
Guinea,Total renewable surface water,17,226.0,E
Guinea,Total renewable groundwater,23,38.0,E
Guinea,Water resources: total external renewable,33,0.0,E
Guinea,Total renewable water resources,39,226.0,E
Guinea,Total renewable water resources per capita,45,18204.822457469,E
Guinea-Bissau,Total internal renewable water resources (IRWR),5,16.0,E
Guinea-Bissau,Total internal renewable water resources per capita,11,8536.5066374007,E
Guinea-Bissau,Total renewable surface water,17,27.4,E
Guinea-Bissau,Total renewable groundwater,23,14.0,E
Guinea-Bissau,Total exploitable water resources,29,0.35,E
Guinea-Bissau,Water resources: total external renewable,35,15.4,E
Guinea-Bissau,Total renewable water resources,41,31.4,E
Guinea-Bissau,Total renewable water resources per capita,47,16752.8942758988,E
Guyana,Total internal renewable water resources (IRWR),5,241.0,E
Guyana,Total internal renewable water resources per capita,11,309368.605633333,E
Guyana,Total renewable surface water,17,271.0,E
