,,,Value,Symbol
Sao Tome and Principe,Total internal renewable water resources per capita,10,10330.3826980306,E
Sao Tome and Principe,Total renewable surface water,16,0.0,E
Sao Tome and Principe,Total renewable groundwater,22,0.0,E
Sao Tome and Principe,Water resources: total external renewable,28,0.0,E
Sao Tome and Principe,Total renewable water resources per capita,39,10330.3826980306,E
Saudi Arabia,Total internal renewable water resources (IRWR),5,2.4,E
Saudi Arabia,Total internal renewable water resources per capita,11,71.2107935624,E
Saudi Arabia,Total renewable surface water,17,2.2,E
Saudi Arabia,Total renewable groundwater,23,2.2,E
Saudi Arabia,Water resources: total external renewable,29,0.0,E
Saudi Arabia,Total renewable water resources,35,2.4,E
Saudi Arabia,Total renewable water resources per capita,41,71.2107935624,E
Senegal,Total internal renewable water resources (IRWR),5,25.8,E
Senegal,Total internal renewable water resources per capita,11,1627.3164107985,E
Senegal,Total renewable surface water,17,36.97,E
Senegal,Total renewable groundwater,23,3.5,E
Senegal,Water resources: total external renewable,29,13.17,E
Senegal,Total renewable water resources,35,38.97,E
Senegal,Total renewable water resources per capita,41,2458.0046716596,E
Seychelles,Total renewable surface water,5,0.0,E
Seychelles,Total renewable groundwater,11,0.0,E
Seychelles,Water resources: total external renewable,17,0.0,E
Seychelles,Total renewable water resources,23,0.0,E
Seychelles,Total renewable water resources per capita,29,0.0,E
Sierra Leone,Total internal renewable water resources (IRWR),5,160.0,E
Sierra Leone,Total internal renewable water resources per capita,11,20914.6225890996,E
Sierra Leone,Total renewable surface water,17,150.0,E
Sierra Leone,Total renewable groundwater,23,25.0,E
Sierra Leone,Water resources: total external renewable,29,0.0,E
Sierra Leone,Total renewable water resources,35,160.0,E
Sierra Leone,Total renewable water resources per capita,41,20914.6225890996,E
Singapore,Total internal renewable water resources per capita,10,104.2119156252,E
Singapore,Total renewable surface water,16,0.0,E
Singapore,Total renewable groundwater,22,0.0,E
Singapore,Water resources: total external renewable,28,0.0,E
Singapore,Total renewable water resources per capita,39,104.2119156252,E
Slovakia,Total internal renewable water resources (IRWR),5,12.6,E
Slovakia,Total internal renewable water resources per capita,11,2310.6487531483,E
Slovakia,Total renewable surface water,17,50.1,E
Slovakia,Total renewable groundwater,23,1.73,E
Slovakia,Water resources: total external renewable,29,37.5,E
Slovakia,Total renewable water resources,35,50.1,E
Slovakia,Total renewable water resources per capita,41,9187.5795660895,E
Slovenia,Total internal renewable water resources (IRWR),5,18.67,E
Slovenia,Total internal renewable water resources per capita,11,8985.3053920976,E
Slovenia,Total renewable surface water,17,31.72,E
Slovenia,Total renewable groundwater,23,13.5,E
Slovenia,Water resources: total external renewable,29,13.2,E
Slovenia,Total renewable water resources,35,31.87,E
Slovenia,Total renewable water resources per capita,41,15338.0654979192,E
Solomon Islands,Total internal renewable water resources (IRWR),5,44.7,E
Solomon Islands,Total internal renewable water resources per capita,11,68468.2863169117,E
Solomon Islands,Total renewable surface water,17,44.7,E
Solomon Islands,Total renewable groundwater,23,11.92,E
Solomon Islands,Water resources: total external renewable,29,0.0,E
Solomon Islands,Total renewable water resources,35,44.7,E
Solomon Islands,Total renewable water resources per capita,41,68468.2863169117,E
Somalia,Total internal renewable water resources (IRWR),5,6.0,E
Somalia,Total internal renewable water resources per capita,11,399.7807602311,E
Somalia,Total renewable surface water,17,14.4,E
Somalia,Total renewable groundwater,23,3.3,E
Somalia,Total exploitable water resources,29,0.6,E
Somalia,Water resources: total external renewable,35,8.7,E
Somalia,Total renewable water resources,41,14.7,E
Somalia,Total renewable water resources per capita,47,979.4628625662,E
South Africa,Total internal renewable water resources (IRWR),5,44.8,E
South Africa,Total internal renewable water resources per capita,11,775.1868503117,E
South Africa,Total renewable surface water,17,49.55,E
South Africa,Total renewable groundwater,23,4.8,E
South Africa,Total exploitable water resources,29,11.972,E
South Africa,Water resources: total external renewable,35,6.55,E
South Africa,Total renewable water resources,41,51.35,E
South Africa,Total renewable water resources per capita,47,888.5233206139,E
South Sudan,Total internal renewable water resources (IRWR),2,26.0,E
South Sudan,Total internal renewable water resources per capita,5,2368.8204194507,E
South Sudan,Total renewable surface water,8,49.5,E
South Sudan,Total renewable groundwater,11,4.0,E
South Sudan,Water resources: total external renewable,14,23.5,E
South Sudan,Total renewable water resources,17,49.5,E
South Sudan,Total renewable water resources per capita,20,4509.8696447234,E
Spain,Total internal renewable water resources (IRWR),5,111.2,E
Spain,Total internal renewable water resources per capita,11,2381.5205314697,E
Spain,Total renewable surface water,17,109.8,E
Spain,Total renewable groundwater,23,29.9,E
Spain,Total exploitable water resources,29,46.3,E
Spain,Water resources: total external renewable,35,0.3,E
Spain,Total renewable water resources,41,111.5,E
Spain,Total renewable water resources per capita,47,2387.9454969323,E
Sri Lanka,Total internal renewable water resources (IRWR),5,52.8,E
Sri Lanka,Total internal renewable water resources per capita,11,2487.1915523293,E
Sri Lanka,Total renewable surface water,17,52.0,E
Sri Lanka,Total renewable groundwater,23,7.8,E
Sri Lanka,Water resources: total external renewable,29,0.0,E
Sri Lanka,Total renewable water resources,35,52.8,E
Sri Lanka,Total renewable water resources per capita,41,2487.1915523293,E
Sudan,Total internal renewable water resources (IRWR),2,4.0,E
Sudan,Total internal renewable water resources per capita,5,95.690270498,E
Sudan,Total renewable surface water,8,35.8,E
Sudan,Total renewable groundwater,11,3.0,E
Sudan,Water resources: total external renewable,14,33.8,E
Sudan,Total renewable water resources,17,37.8,E
Sudan,Total renewable water resources per capita,20,904.2730562059,E
Suriname,Total internal renewable water resources (IRWR),5,99.0,E
Suriname,Total internal renewable water resources per capita,11,171877.983992778,E
Suriname,Total renewable surface water,17,99.0,E
Suriname,Total renewable groundwater,23,90.0,E
Suriname,Water resources: total external renewable,29,0.0,E
Suriname,Total renewable water resources,35,99.0,E
Suriname,Total renewable water resources per capita,41,171877.983992778,E
Sweden,Total internal renewable water resources (IRWR),5,171.0,E
Sweden,Total internal renewable water resources per capita,11,17148.6369641577,E
Sweden,Total renewable surface water,17,173.0,E
Sweden,Total renewable groundwater,23,20.0,E
Sweden,Total exploitable water resources,29,3.0,E
Sweden,Water resources: total external renewable,35,3.0,E
Sweden,Total renewable water resources,41,174.0,E
Sweden,Total renewable water resources per capita,47,17449.4902442307,E
Switzerland,Total internal renewable water resources (IRWR),5,40.4,E
Switzerland,Total internal renewable water resources per capita,11,4738.6633051872,E
Switzerland,Total renewable surface water,17,53.5,E
Switzerland,Total renewable groundwater,23,2.5,E
Switzerland,Water resources: total external renewable,33,13.1,E
Switzerland,Total renewable water resources,39,53.5,E
Switzerland,Total renewable water resources per capita,45,6275.2100699879,E
Syrian Arab Republic,Total internal renewable water resources (IRWR),5,7.132,E
Syrian Arab Republic,Total internal renewable water resources per capita,11,420.889702525,E
Syrian Arab Republic,Total renewable surface water,17,12.628,E
Syrian Arab Republic,Total renewable groundwater,23,6.174,E
Syrian Arab Republic,Total exploitable water resources,29,20.6,E
Syrian Arab Republic,Water resources: total external renewable,35,9.67,E
Syrian Arab Republic,Total renewable water resources,41,16.802,E
Syrian Arab Republic,Total renewable water resources per capita,47,991.5575970031,E
Tajikistan,Total internal renewable water resources (IRWR),5,63.46,E
Tajikistan,Total internal renewable water resources per capita,11,6972.9865446412,E
Tajikistan,Total renewable surface water,17,18.91,E
Tajikistan,Total renewable groundwater,23,6.0,E
Tajikistan,Water resources: total external renewable,29,-41.55,E
Tajikistan,Total renewable water resources,35,21.91,E
Tajikistan,Total renewable water resources per capita,41,2407.4714023494,E
Thailand,Total internal renewable water resources (IRWR),5,224.51,E
Thailand,Total internal renewable water resources per capita,11,3233.688643473,E
Thailand,Total renewable surface water,17,427.4,E
Thailand,Total renewable groundwater,23,41.9,E
Thailand,Total exploitable water resources,27,125.98,E
Thailand,Water resources: total external renewable,33,214.1,E
Thailand,Total renewable water resources,39,438.61,E
Thailand,Total renewable water resources per capita,45,6317.4387595818,E
The Bahamas,Total internal renewable water resources per capita,10,1815.1785228077,E
The Bahamas,Total renewable surface water,16,0.0,E
The Bahamas,Total renewable groundwater,22,0.0,E
The Bahamas,Water resources: total external renewable,28,0.0,E
The Bahamas,Total renewable water resources per capita,39,1815.1785228077,E
Timor-Leste,Total internal renewable water resources (IRWR),5,8.215,E
Timor-Leste,Total internal renewable water resources per capita,11,6478.8394714718,E
Timor-Leste,Total renewable surface water,17,8.129,E
Timor-Leste,Total renewable groundwater,23,0.886,E
Timor-Leste,Total exploitable water resources,29,0.266,E
Timor-Leste,Water resources: total external renewable,35,0.0,E
Timor-Leste,Total renewable water resources,41,8.215,E
Timor-Leste,Total renewable water resources per capita,47,6478.8394714718,E
Togo,Total internal renewable water resources (IRWR),5,11.5,E
Togo,Total internal renewable water resources per capita,11,1457.7087632254,E
Togo,Total renewable surface water,17,14.0,E
Togo,Total renewable groundwater,23,5.7,E
Togo,Water resources: total external renewable,29,3.2,E
Togo,Total renewable water resources,35,14.7,E
Togo,Total renewable water resources per capita,41,1863.3320712533,E
Tokelau,Total renewable surface water,5,0.0,E
Tokelau,Total renewable groundwater,11,0.0,E
Tokelau,Water resources: total external renewable,17,0.0,E
Tokelau,Total renewable water resources,23,0.0,E
Tokelau,Total renewable water resources per capita,29,0.0,E
Tonga,Total renewable surface water,5,0.0,E
Tonga,Total renewable groundwater,11,0.0,E
Tonga,Water resources: total external renewable,17,0.0,E
Tonga,Total renewable water resources,23,0.0,E
Tonga,Total renewable water resources per capita,29,0.0,E
Trinidad and Tobago,Total internal renewable water resources (IRWR),5,3.84,E
Trinidad and Tobago,Total internal renewable water resources per capita,11,2762.9019968442,E
Trinidad and Tobago,Total renewable surface water,17,3.74,E
Trinidad and Tobago,Total renewable groundwater,23,0.614,E
Trinidad and Tobago,Water resources: total external renewable,29,0.0,E
Trinidad and Tobago,Total renewable water resources,35,3.84,E
Trinidad and Tobago,Total renewable water resources per capita,41,2762.9019968442,E
Tunisia,Total internal renewable water resources (IRWR),5,4.195,E
Tunisia,Total internal renewable water resources per capita,11,362.726077999,E
Tunisia,Total renewable surface water,17,3.42,E
Tunisia,Total renewable groundwater,23,1.595,E
Tunisia,Total exploitable water resources,29,3.625,E
Tunisia,Water resources: total external renewable,35,0.42,E
Tunisia,Total renewable water resources,41,4.615,E
Tunisia,Total renewable water resources per capita,47,399.0419189429,E
Turkey,Total internal renewable water resources (IRWR),5,227.0,E
Turkey,Total internal renewable water resources per capita,11,2756.8588462038,E
Turkey,Total renewable surface water,17,171.8,E
Turkey,Total renewable groundwater,23,67.8,E
Turkey,Total exploitable water resources,29,112.0,E
Turkey,Water resources: total external renewable,35,-15.4,E
Turkey,Total renewable water resources,41,211.6,E
Turkey,Total renewable water resources per capita,47,2569.8296557565,E
Turkmenistan,Total internal renewable water resources (IRWR),5,1.405,E
Turkmenistan,Total internal renewable water resources per capita,11,240.1339554369,E
Turkmenistan,Total renewable surface water,17,24.36,E
Turkmenistan,Total renewable groundwater,23,0.405,E
Turkmenistan,Water resources: total external renewable,29,23.36,E
Turkmenistan,Total renewable water resources,35,24.765,E
Turkmenistan,Total renewable water resources per capita,41,4232.6814280399,E
Tuvalu,Total renewable surface water,5,0.0,E
Tuvalu,Total renewable groundwater,11,0.0,E
Tuvalu,Water resources: total external renewable,17,0.0,E
Tuvalu,Total renewable water resources,23,0.0,E
Tuvalu,Total renewable water resources per capita,29,0.0,E
Uganda,Total internal renewable water resources (IRWR),5,39.0,E
Uganda,Total internal renewable water resources per capita,11,912.728290898,E
Uganda,Total renewable surface water,17,60.1,E
Uganda,Total renewable groundwater,23,29.0,E
Uganda,Water resources: total external renewable,29,21.1,E
Uganda,Total renewable water resources,35,60.1,E
Uganda,Total renewable water resources per capita,41,1406.5376995634,E
Ukraine,Total internal renewable water resources (IRWR),5,55.1,E
Ukraine,Total internal renewable water resources per capita,11,1245.3059199086,E
Ukraine,Total renewable surface water,17,170.28,E
Ukraine,Total renewable groundwater,23,22.0,E
Ukraine,Water resources: total external renewable,29,120.18,E
Ukraine,Total renewable water resources,35,175.28,E
Ukraine,Total renewable water resources per capita,41,3961.4740769797,E
United Arab Emirates,Total internal renewable water resources (IRWR),5,0.15,E
United Arab Emirates,Total internal renewable water resources per capita,11,15.5747729795,E
United Arab Emirates,Total renewable surface water,17,0.15,E
United Arab Emirates,Total renewable groundwater,23,0.12,E
United Arab Emirates,Water resources: total external renewable,29,0.0,E
United Arab Emirates,Total renewable water resources,35,0.15,E
United Arab Emirates,Total renewable water resources per capita,41,15.5747729795,E
United Kingdom,Total internal renewable water resources (IRWR),5,145.0,E
United Kingdom,Total internal renewable water resources per capita,11,2159.6122015647,E
United Kingdom,Total renewable surface water,17,146.2,E
United Kingdom,Total renewable groundwater,23,9.8,E
United Kingdom,Total exploitable water resources,29,7.0,E
United Kingdom,Water resources: total external renewable,35,2.0,E
United Kingdom,Total renewable water resources,41,147.0,E
United Kingdom,Total renewable water resources per capita,47,2189.399956069,E
United Republic of Tanzania,Total internal renewable water resources (IRWR),5,84.0,E
United Republic of Tanzania,Total internal renewable water resources per capita,11,1491.6510691462,E
United Republic of Tanzania,Total renewable surface water,17,92.27,E
United Republic of Tanzania,Total renewable groundwater,23,30.0,E
United Republic of Tanzania,Water resources: total external renewable,29,12.27,E
United Republic of Tanzania,Total renewable water resources,35,96.27,E
United Republic of Tanzania,Total renewable water resources per capita,41,1709.5386717465,E
United States of America,Total internal renewable water resources (IRWR),5,2818.0,E
United States of America,Total internal renewable water resources per capita,11,8615.2007880616,E
United States of America,Total renewable surface water,17,2913.0,E
United States of America,Total renewable groundwater,23,1383.0,E
United States of America,Water resources: total external renewable,33,251.0,E
United States of America,Total renewable water resources,39,3069.0,E
United States of America,Total renewable water resources per capita,45,9382.5589845852,E
Uruguay,Total internal renewable water resources (IRWR),5,92.2,E
Uruguay,Total internal renewable water resources per capita,11,26730.1774135799,E
Uruguay,Total renewable surface water,17,172.2,E
Uruguay,Total renewable groundwater,23,22.9,E
Uruguay,Water resources: total external renewable,29,80.0,E
Uruguay,Total renewable water resources,35,172.2,E
Uruguay,Total renewable water resources per capita,41,49923.3899199399,E
Uzbekistan,Total internal renewable water resources (IRWR),5,16.34,E
Uzbekistan,Total internal renewable water resources per capita,11,503.137000695,E
Uzbekistan,Total renewable surface water,17,42.07,E
Uzbekistan,Total renewable groundwater,23,8.8,E
Uzbekistan,Water resources: total external renewable,29,32.53,E
Uzbekistan,Total renewable water resources,35,48.87,E
Uzbekistan,Total renewable water resources per capita,41,1504.7922413688,E
Vanuatu,Total internal renewable water resources (IRWR),5,10.0,E
Vanuatu,Total internal renewable water resources per capita,11,34167.00833675,E
Vanuatu,Total renewable surface water,17,10.0,E
Vanuatu,Total renewable groundwater,23,4.377,E
Vanuatu,Water resources: total external renewable,29,0.0,E
Vanuatu,Total renewable water resources,35,10.0,E
Vanuatu,Total renewable water resources per capita,41,34167.00833675,E
Venezuela,Total internal renewable water resources (IRWR),5,805.0,E
Venezuela,Total internal renewable water resources per capita,11,27867.0928681774,E
Venezuela,Total renewable surface water,17,1302.7,E
Venezuela,Total renewable groundwater,23,227.0,E
Venezuela,Water resources: total external renewable,29,520.0,E
Venezuela,Total renewable water resources,35,1325.0,E
Venezuela,Total renewable water resources per capita,41,45868.19633582,E
Viet Nam,Total internal renewable water resources (IRWR),5,359.42,E
Viet Nam,Total internal renewable water resources per capita,11,3761.7497639513,E
Viet Nam,Total renewable surface water,17,847.7,E
Viet Nam,Total renewable groundwater,23,71.42,E
Viet Nam,Water resources: total external renewable,29,524.7,E
Viet Nam,Total renewable water resources,35,884.12,E
Viet Nam,Total renewable water resources per capita,41,9253.3476192327,E
Yemen,Total internal renewable water resources (IRWR),5,2.1,E
Yemen,Total internal renewable water resources per capita,11,73.6876156698,E
Yemen,Total renewable surface water,17,2.0,E
Yemen,Total renewable groundwater,23,1.5,E
Yemen,Water resources: total external renewable,29,0.0,E
Yemen,Total renewable water resources,35,2.1,E
Yemen,Total renewable water resources per capita,41,73.6876156698,E
Zambia,Total internal renewable water resources (IRWR),5,80.2,E
Zambia,Total internal renewable water resources per capita,11,4622.0233766036,E
Zambia,Total renewable surface water,17,104.8,E
Zambia,Total renewable groundwater,23,47.0,E
Zambia,Water resources: total external renewable,29,24.6,E
Zambia,Total renewable water resources,35,104.8,E
Zambia,Total renewable water resources per capita,41,6039.7512452376,E
Zimbabwe,Total internal renewable water resources (IRWR),5,12.26,E
Zimbabwe,Total internal renewable water resources per capita,11,849.1009157131,E
Zimbabwe,Total renewable surface water,17,19.0,E
Zimbabwe,Total renewable groundwater,23,6.0,E
Zimbabwe,Total exploitable water resources,29,1.5,E
Zimbabwe,Water resources: total external renewable,35,7.74,E
Zimbabwe,Total renewable water resources,41,20.0,E
Zimbabwe,Total renewable water resources per capita,47,1385.1564693525,E
