,,,Value,Symbol
Congo,Fresh groundwater withdrawal,9,0.024,I
Congo,Total freshwater withdrawal,15,0.046,I
Cuba,Fresh surface water withdrawal,1,4.314,I
Cuba,Fresh groundwater withdrawal,3,2.644,I
Cuba,Total freshwater withdrawal,9,6.958,I
Côte d'Ivoire,Total freshwater withdrawal,5,1.162,I
Democratic People's Republic of Korea,Total freshwater withdrawal,4,8.6578,I
Democratic Republic of the Congo,Total freshwater withdrawal,5,0.6836,I
Djibouti,Fresh surface water withdrawal,4,0.001,I
Djibouti,Fresh groundwater withdrawal,9,0.018,I
Djibouti,Total freshwater withdrawal,15,0.019,I
Dominica,Fresh surface water withdrawal,3,0.02,I
Dominica,Fresh groundwater withdrawal,7,0.0,I
Dominica,Total freshwater withdrawal,13,0.02,I
Dominican Republic,Fresh groundwater withdrawal,5,0.386,I
Ecuador,Total freshwater withdrawal,4,9.9158,I
Egypt,Fresh groundwater withdrawal,4,6.5,I
El Salvador,Fresh surface water withdrawal,3,1.483,I
El Salvador,Fresh groundwater withdrawal,7,0.635,I
El Salvador,Total freshwater withdrawal,13,2.118,I
Equatorial Guinea,Total freshwater withdrawal,5,0.0198,E
Eritrea,Total freshwater withdrawal,4,0.582,I
Eswatini,Total freshwater withdrawal,5,1.068,E
Ethiopia,Total freshwater withdrawal,4,10.5481,E
Fiji,Total freshwater withdrawal,5,0.0849,I
France,Fresh surface water withdrawal,1,21.324,I
France,Fresh groundwater withdrawal,6,5.683,I
France,Total freshwater withdrawal,11,27.007,I
Gabon,Total freshwater withdrawal,5,0.1391,I
Gambia,Total freshwater withdrawal,5,0.1016,E
Germany,Fresh surface water withdrawal,4,18.48,I
Germany,Fresh groundwater withdrawal,10,5.963,I
Germany,Total freshwater withdrawal,15,24.443,I
Ghana,Total freshwater withdrawal,5,1.4486,E
Grenada,Fresh surface water withdrawal,3,0.0131,I
Grenada,Fresh groundwater withdrawal,7,0.001,I
Grenada,Total freshwater withdrawal,11,0.0141,I
Guatemala,Total freshwater withdrawal,4,3.3241,I
Guinea,Total freshwater withdrawal,15,0.89,E
Guinea-Bissau,Fresh surface water withdrawal,5,0.144,I
Guinea-Bissau,Fresh groundwater withdrawal,11,0.031,I
Guinea-Bissau,Total freshwater withdrawal,17,0.175,I
Guyana,Total freshwater withdrawal,5,1.4447,I
Haiti,Total freshwater withdrawal,5,1.45,I
Honduras,Fresh surface water withdrawal,3,1.443,I
Honduras,Fresh groundwater withdrawal,7,0.164,I
Honduras,Total freshwater withdrawal,11,1.607,I
Hungary,Fresh surface water withdrawal,5,3.916,I
Hungary,Total freshwater withdrawal,16,4.43,E
Iceland,Fresh surface water withdrawal,5,0.04,I
Iceland,Fresh groundwater withdrawal,11,0.25,I
Iceland,Total freshwater withdrawal,17,0.29,I
India,Fresh surface water withdrawal,2,396.5,I
India,Fresh groundwater withdrawal,6,251.0,I
India,Total freshwater withdrawal,11,647.5,I
Indonesia,Fresh surface water withdrawal,4,188.0221073541,I
Indonesia,Fresh groundwater withdrawal,9,34.6128926459,I
Indonesia,Total freshwater withdrawal,15,222.635,I
Iran,Fresh surface water withdrawal,3,39.85,I
Iran,Fresh groundwater withdrawal,7,53.1,I
Iran,Total freshwater withdrawal,13,92.95,I
Italy,Total freshwater withdrawal,5,34.0457,E
Jamaica,Fresh surface water withdrawal,5,1.21,I
Jamaica,Fresh groundwater withdrawal,11,0.14,I
Jamaica,Total freshwater withdrawal,17,1.35,I
Japan,Fresh surface water withdrawal,1,70.5,I
Japan,Fresh groundwater withdrawal,5,8.8,I
Japan,Total freshwater withdrawal,9,79.3,I
Jordan,Fresh surface water withdrawal,3,0.2888,I
Jordan,Fresh groundwater withdrawal,7,0.6148,I
Jordan,Total freshwater withdrawal,13,0.9036,I
Kenya,Fresh surface water withdrawal,1,3.507,I
Kenya,Fresh groundwater withdrawal,3,0.525,I
Kenya,Total freshwater withdrawal,9,4.032,I
Kuwait,Fresh surface water withdrawal,4,0.0,I
Kuwait,Fresh groundwater withdrawal,8,0.7701,I
Kuwait,Total freshwater withdrawal,14,0.7701,E
Kyrgyzstan,Fresh surface water withdrawal,5,7.401,I
Kyrgyzstan,Fresh groundwater withdrawal,11,0.306,I
Kyrgyzstan,Total freshwater withdrawal,17,7.707,I
Lao People's Democratic Republic,Total freshwater withdrawal,3,7.32,E
Lebanon,Fresh surface water withdrawal,3,0.6547007299,I
Lebanon,Fresh groundwater withdrawal,7,1.1572992701,I
Lebanon,Total freshwater withdrawal,13,1.812,I
Lesotho,Total freshwater withdrawal,5,0.0438,E
Liberia,Total freshwater withdrawal,5,0.1459,E
Libya,Fresh surface water withdrawal,4,0.17,I
Libya,Fresh groundwater withdrawal,9,5.55,I
Libya,Total freshwater withdrawal,15,5.72,I
Macedonia,Fresh surface water withdrawal,4,0.8823799064,I
Macedonia,Fresh groundwater withdrawal,9,0.1616200936,I
Macedonia,Total freshwater withdrawal,15,1.044,I
Madagascar,Fresh groundwater withdrawal,4,0.024,I
Malawi,Total freshwater withdrawal,5,1.3568,I
Malaysia,Fresh surface water withdrawal,5,6.617,I
Malaysia,Fresh groundwater withdrawal,11,0.0897,I
Malaysia,Total freshwater withdrawal,17,6.707,I
Maldives,Total freshwater withdrawal,5,0.0047,I
Mali,Fresh surface water withdrawal,3,5.125,I
Mali,Fresh groundwater withdrawal,7,0.061,I
Mali,Total freshwater withdrawal,13,5.186,I
Mauritania,Total freshwater withdrawal,5,1.3482,E
Monaco,Total freshwater withdrawal,5,0.005,I
Mongolia,Fresh surface water withdrawal,3,0.0830607407,I
Mongolia,Fresh groundwater withdrawal,7,0.3793392593,I
Mongolia,Total freshwater withdrawal,13,0.4624,I
Montenegro,Total freshwater withdrawal,3,0.1609,I
Morocco,Fresh surface water withdrawal,4,8.251,I
Morocco,Fresh groundwater withdrawal,9,2.322,I
Morocco,Total freshwater withdrawal,15,10.573,I
Mozambique,Total freshwater withdrawal,5,1.473,I
Myanmar,Fresh surface water withdrawal,4,30.24,I
Myanmar,Fresh groundwater withdrawal,9,2.991,I
Myanmar,Total freshwater withdrawal,15,33.231,I
Namibia,Fresh surface water withdrawal,4,0.1566,I
Namibia,Fresh groundwater withdrawal,9,0.1253,I
Namibia,Total freshwater withdrawal,14,0.2819,I
Nepal,Total freshwater withdrawal,4,9.4971,E
New Zealand,Fresh surface water withdrawal,4,7.311,I
New Zealand,Fresh groundwater withdrawal,9,2.564,I
New Zealand,Total freshwater withdrawal,15,9.875,I
Nicaragua,Total freshwater withdrawal,4,1.5433,E
Niger,Fresh surface water withdrawal,5,0.139776,I
Niger,Fresh groundwater withdrawal,11,1.607424,I
Niger,Total freshwater withdrawal,17,1.7472,I
Nigeria,Total freshwater withdrawal,5,12.472,E
Norway,Total freshwater withdrawal,5,2.6911,E
Panama,Total freshwater withdrawal,2,1.2114,I
Papua New Guinea,Total freshwater withdrawal,4,0.3921,I
Paraguay,Fresh surface water withdrawal,1,1.969,I
Paraguay,Fresh groundwater withdrawal,4,0.444,I
Paraguay,Total freshwater withdrawal,10,2.413,I
Puerto Rico,Fresh surface water withdrawal,5,0.733,I
Puerto Rico,Fresh groundwater withdrawal,11,0.142,I
Puerto Rico,Total freshwater withdrawal,17,0.875,I
Republic of Korea,Fresh surface water withdrawal,5,25.48,I
Republic of Korea,Fresh groundwater withdrawal,11,3.717,I
Republic of Korea,Total freshwater withdrawal,17,29.197,I
Republic of Moldova,Fresh surface water withdrawal,4,0.709,
Republic of Moldova,Fresh groundwater withdrawal,9,0.128,
Republic of Moldova,Total freshwater withdrawal,15,0.837,
Rwanda,Total freshwater withdrawal,4,0.1839,E
Saint Kitts and Nevis,Fresh surface water withdrawal,1,0.0046,I
Saint Kitts and Nevis,Fresh groundwater withdrawal,3,0.0076,I
Saint Kitts and Nevis,Total freshwater withdrawal,6,0.0122,I
Saint Lucia,Total freshwater withdrawal,3,0.0429,I
Saint Vincent and the Grenadines,Fresh surface water withdrawal,3,0.0079,I
Saint Vincent and the Grenadines,Fresh groundwater withdrawal,7,0.0,I
Saint Vincent and the Grenadines,Total freshwater withdrawal,13,0.0079,I
Sao Tome and Principe,Total freshwater withdrawal,5,0.0409,I
Senegal,Total freshwater withdrawal,5,2.22095,I
Seychelles,Fresh surface water withdrawal,5,0.0110092773,I
Seychelles,Fresh groundwater withdrawal,11,0.0002847227,I
Seychelles,Total freshwater withdrawal,17,0.011294,I
Sierra Leone,Total freshwater withdrawal,5,0.2122,I
Somalia,Fresh surface water withdrawal,3,3.167,I
Somalia,Fresh groundwater withdrawal,7,0.131,I
Somalia,Total freshwater withdrawal,13,3.298,I
South Sudan,Total freshwater withdrawal,2,0.658,I
Spain,Fresh surface water withdrawal,1,24.827,I
Spain,Fresh groundwater withdrawal,7,6.394,I
Spain,Total freshwater withdrawal,12,31.221,I
Sri Lanka,Total freshwater withdrawal,5,12.946,I
Sudan,Total freshwater withdrawal,2,26.935,I
Suriname,Fresh surface water withdrawal,3,0.5666,I
Suriname,Fresh groundwater withdrawal,7,0.0493,I
Suriname,Total freshwater withdrawal,13,0.6159,I
Sweden,Fresh surface water withdrawal,5,2.01,I
Sweden,Fresh groundwater withdrawal,11,0.365,I
Sweden,Total freshwater withdrawal,17,2.375,I
Syrian Arab Republic,Total freshwater withdrawal,5,13.9644,E
Thailand,Fresh surface water withdrawal,3,47.48,I
Thailand,Fresh groundwater withdrawal,7,9.827,I
Thailand,Total freshwater withdrawal,11,57.307,I
Timor-Leste,Total freshwater withdrawal,3,1.172,I
Togo,Total freshwater withdrawal,5,0.223,E
Trinidad and Tobago,Fresh surface water withdrawal,2,0.2284,I
Trinidad and Tobago,Fresh groundwater withdrawal,5,0.1078,I
Trinidad and Tobago,Total freshwater withdrawal,11,0.3362,I
Turkmenistan,Fresh surface water withdrawal,3,27.56,I
Turkmenistan,Fresh groundwater withdrawal,7,0.305,I
Turkmenistan,Total freshwater withdrawal,13,27.865,I
Uganda,Total freshwater withdrawal,5,0.637,I
United Kingdom,Fresh surface water withdrawal,4,6.38,I
United Kingdom,Fresh groundwater withdrawal,10,2.039,I
United Kingdom,Total freshwater withdrawal,16,8.419,I
United Republic of Tanzania,Total freshwater withdrawal,5,5.184,I
United States of America,Fresh surface water withdrawal,5,333.0848602818,I
United States of America,Fresh groundwater withdrawal,11,111.3112514927,I
United States of America,Total freshwater withdrawal,17,444.3961117745,E
Uruguay,Fresh surface water withdrawal,4,3.52,I
Uruguay,Fresh groundwater withdrawal,9,0.14,I
Uruguay,Total freshwater withdrawal,15,3.66,I
Uzbekistan,Fresh surface water withdrawal,3,58.41,I
Uzbekistan,Fresh groundwater withdrawal,7,0.494,I
Uzbekistan,Total freshwater withdrawal,13,58.904,E
Venezuela,Total freshwater withdrawal,5,22.6211,E
Viet Nam,Fresh surface water withdrawal,3,80.46,I
Viet Nam,Fresh groundwater withdrawal,7,1.402,I
Viet Nam,Total freshwater withdrawal,13,81.862,I
Yemen,Fresh surface water withdrawal,4,1.0397916667,I
Yemen,Fresh groundwater withdrawal,9,2.5252083333,I
Yemen,Total freshwater withdrawal,15,3.565,I
Zambia,Fresh surface water withdrawal,5,1.5117115054,I
Zambia,Fresh groundwater withdrawal,11,0.0602884946,I
Zambia,Total freshwater withdrawal,16,1.572,I
