,,Year,Value,Symbol
Not treated municipal wastewater discharged (secondary water),Morocco,2018,0.25,I
Direct use of not treated municipal wastewater for irrigation purposes,Morocco,2007,0.0368571429,I
Direct use of not treated municipal wastewater for irrigation purposes,Morocco,2012,0.012,I
Direct use of not treated municipal wastewater for irrigation purposes,Morocco,2017,0.012,I
Direct use of not treated municipal wastewater for irrigation purposes,Morocco,2018,0.012,I
Treated municipal wastewater,Mozambique,1997,0.0,I
Treated municipal wastewater,Mozambique,2002,0.0,I
Treated municipal wastewater,Mozambique,2007,0.0,I
Treated municipal wastewater,Mozambique,2012,0.0,I
Treated municipal wastewater,Mozambique,2017,0.0,I
Treated municipal wastewater,Mozambique,2018,0.0,I
Treated municipal wastewater,Myanmar,1997,0.0,I
Treated municipal wastewater,Myanmar,2002,0.0,I
Treated municipal wastewater,Myanmar,2007,0.0,I
Treated municipal wastewater,Myanmar,2012,0.0,I
Treated municipal wastewater,Myanmar,2017,0.0,I
Treated municipal wastewater,Myanmar,2018,0.0,I
Desalinated water produced,Namibia,1997,0.0003,I
Desalinated water produced,Namibia,2002,0.0003,I
Desalinated water produced,Namibia,2007,0.0003,I
Desalinated water produced,Namibia,2012,0.0003,I
Desalinated water produced,Namibia,2017,0.0003,I
Desalinated water produced,Namibia,2018,0.0003,I
Direct use of treated municipal wastewater,Namibia,1997,0.0058,I
Direct use of treated municipal wastewater,Namibia,2002,0.0058,I
Direct use of treated municipal wastewater,Namibia,2007,0.0058,I
Direct use of treated municipal wastewater,Namibia,2012,0.0058,I
Direct use of treated municipal wastewater,Namibia,2017,0.0058,I
Direct use of treated municipal wastewater,Namibia,2018,0.0058,I
Produced municipal wastewater,Namibia,2012,0.0195,I
Produced municipal wastewater,Namibia,2017,0.0195,I
Produced municipal wastewater,Namibia,2018,0.0195,I
Treated municipal wastewater,Namibia,1997,0.006,I
Treated municipal wastewater,Namibia,2002,0.006,I
Treated municipal wastewater,Namibia,2007,0.006,I
Treated municipal wastewater,Namibia,2012,0.006,I
Treated municipal wastewater,Namibia,2017,0.006,I
Treated municipal wastewater,Namibia,2018,0.006,I
Treated municipal wastewater discharged (secondary water),Namibia,1997,0.0002,I
Treated municipal wastewater discharged (secondary water),Namibia,2002,0.0002,I
Treated municipal wastewater discharged (secondary water),Namibia,2007,0.0002,I
Treated municipal wastewater discharged (secondary water),Namibia,2012,0.0002,I
Treated municipal wastewater discharged (secondary water),Namibia,2017,0.0002,I
Treated municipal wastewater discharged (secondary water),Namibia,2018,0.0002,I
Treated municipal wastewater,Nepal,2007,0.006,I
Treated municipal wastewater,Nepal,2012,0.006,I
Treated municipal wastewater,Nepal,2017,0.006,I
Treated municipal wastewater,Nepal,2018,0.006,I
Produced municipal wastewater,Netherlands,1997,1.7403684211,I
Produced municipal wastewater,Netherlands,2002,1.8148421053,I
Produced municipal wastewater,Netherlands,2007,1.8893157895,I
Produced municipal wastewater,Netherlands,2012,1.9432,I
Produced municipal wastewater,Netherlands,2017,1.921,OF
Collected municipal wastewater,Netherlands,1997,1.8512941176,I
Collected municipal wastewater,Netherlands,2002,1.8604117647,I
Collected municipal wastewater,Netherlands,2007,1.8695294118,I
Collected municipal wastewater,Netherlands,2012,1.9078,I
Collected municipal wastewater,Netherlands,2017,1.921,OF
Not treated municipal wastewater,Netherlands,1997,0.0191,I
Not treated municipal wastewater,Netherlands,2002,0.0167777778,I
Not treated municipal wastewater,Netherlands,2007,0.0431666667,I
Not treated municipal wastewater,Netherlands,2012,0.059,I
Not treated municipal wastewater,Netherlands,2017,0.059,I
Not treated municipal wastewater,Netherlands,2018,0.059,I
Treated municipal wastewater,Netherlands,1997,1.773,I
Treated municipal wastewater,Netherlands,2002,1.888,OF
Treated municipal wastewater,Netherlands,2007,1.838,I
Treated municipal wastewater,Netherlands,2012,1.9078,I
Treated municipal wastewater,Netherlands,2017,1.921,OF
Treated municipal wastewater discharged (secondary water),Netherlands,2002,1.831,I
Treated municipal wastewater discharged (secondary water),Netherlands,2007,1.831,I
Treated municipal wastewater discharged (secondary water),Netherlands,2012,1.831,I
Treated municipal wastewater discharged (secondary water),Netherlands,2017,1.831,I
Treated municipal wastewater discharged (secondary water),Netherlands,2018,1.831,I
Treated municipal wastewater,New Zealand,1997,0.284,OF
Desalinated water produced,Nicaragua,1997,0.0002,I
Desalinated water produced,Nicaragua,2002,0.0002,I
Desalinated water produced,Nicaragua,2007,0.0002,I
Desalinated water produced,Nicaragua,2012,0.0002,I
Desalinated water produced,Nicaragua,2017,0.0002,I
Desalinated water produced,Nicaragua,2018,0.0002,I
Direct use of treated municipal wastewater,Nicaragua,2002,0.0011,I
Direct use of treated municipal wastewater,Nicaragua,2007,0.0011,I
Direct use of treated municipal wastewater,Nicaragua,2012,0.0011,I
Direct use of treated municipal wastewater,Nicaragua,2017,0.0011,I
Direct use of treated municipal wastewater,Nicaragua,2018,0.0011,I
Produced municipal wastewater,Nicaragua,1997,0.0871166667,I
Produced municipal wastewater,Nicaragua,2002,0.1857,I
Produced municipal wastewater,Nicaragua,2007,0.2842833333,I
Produced municipal wastewater,Nicaragua,2012,0.304,I
Produced municipal wastewater,Nicaragua,2017,0.304,I
Produced municipal wastewater,Nicaragua,2018,0.304,I
Collected municipal wastewater,Nicaragua,2012,0.1793,I
Collected municipal wastewater,Nicaragua,2017,0.1793,I
Collected municipal wastewater,Nicaragua,2018,0.1793,I
Not treated municipal wastewater,Nicaragua,1997,0.07235,I
Not treated municipal wastewater,Nicaragua,2002,0.1271,I
Not treated municipal wastewater,Nicaragua,2007,0.18185,I
Not treated municipal wastewater,Nicaragua,2012,0.1928,I
Not treated municipal wastewater,Nicaragua,2017,0.1928,I
Not treated municipal wastewater,Nicaragua,2018,0.1928,I
Treated municipal wastewater,Nicaragua,1997,0.006175,I
Treated municipal wastewater,Nicaragua,2002,0.032825,I
Treated municipal wastewater,Nicaragua,2007,0.0981375,I
Treated municipal wastewater,Nicaragua,2012,0.1112,I
Treated municipal wastewater,Nicaragua,2017,0.1112,I
Treated municipal wastewater,Nicaragua,2018,0.1112,I
Treated municipal wastewater discharged (secondary water),Nicaragua,2002,0.0056,I
Treated municipal wastewater discharged (secondary water),Nicaragua,2007,0.0056,I
Treated municipal wastewater discharged (secondary water),Nicaragua,2012,0.0056,I
Treated municipal wastewater discharged (secondary water),Nicaragua,2017,0.0056,I
Treated municipal wastewater discharged (secondary water),Nicaragua,2018,0.0056,I
Produced municipal wastewater,Niger,2012,0.0396,I
Produced municipal wastewater,Niger,2017,0.0396,I
Produced municipal wastewater,Niger,2018,0.0396,I
Desalinated water produced,Nigeria,1997,0.003,I
Desalinated water produced,Nigeria,2002,0.003,I
Desalinated water produced,Nigeria,2007,0.003,I
Desalinated water produced,Nigeria,2012,0.003,I
Desalinated water produced,Nigeria,2017,0.003,I
Desalinated water produced,Nigeria,2018,0.003,I
Produced municipal wastewater,North Macedonia,2017,0.0412,I
Produced municipal wastewater,North Macedonia,2018,0.0412,I
Desalinated water produced,Norway,1997,0.0001,I
Desalinated water produced,Norway,2002,0.0001,I
Desalinated water produced,Norway,2007,0.0001,I
Desalinated water produced,Norway,2012,0.0001,I
Desalinated water produced,Norway,2017,0.0001,I
Desalinated water produced,Norway,2018,0.0001,I
Produced municipal wastewater,Norway,2012,0.93,I
Produced municipal wastewater,Norway,2017,0.93,I
Produced municipal wastewater,Norway,2018,0.93,I
Collected municipal wastewater,Norway,2012,0.883,I
Collected municipal wastewater,Norway,2017,0.883,I
Collected municipal wastewater,Norway,2018,0.883,I
Desalinated water produced,Oman,1997,0.034,I
Desalinated water produced,Oman,2002,0.034,I
Desalinated water produced,Oman,2007,0.123375,I
Desalinated water produced,Oman,2012,0.19525,I
Desalinated water produced,Oman,2018,0.33,I
Direct use of treated municipal wastewater,Oman,1997,0.0355454545,I
Direct use of treated municipal wastewater,Oman,2002,0.0435,I
Direct use of treated municipal wastewater,Oman,2007,0.0514545455,I
Direct use of treated municipal wastewater,Oman,2012,0.0594090909,I
Direct use of treated municipal wastewater,Oman,2018,0.061,I
Produced municipal wastewater,Oman,1997,0.07932,I
Produced municipal wastewater,Oman,2002,0.0921176471,I
Produced municipal wastewater,Oman,2007,0.0974117647,I
Produced municipal wastewater,Oman,2012,0.1027058824,I
Produced municipal wastewater,Oman,2018,0.108,I
Collected municipal wastewater,Oman,2012,0.080875,I
Collected municipal wastewater,Oman,2018,0.094,I
Not treated municipal wastewater,Oman,2002,0.0802,I
Not treated municipal wastewater,Oman,2007,0.0802,I
Not treated municipal wastewater,Oman,2012,0.0802,I
Not treated municipal wastewater,Oman,2017,0.0802,I
Not treated municipal wastewater,Oman,2018,0.0802,I
Treated municipal wastewater,Oman,2002,0.0188666667,I
Treated municipal wastewater,Oman,2007,0.03,I
Treated municipal wastewater,Oman,2012,0.0332857143,I
Treated municipal wastewater,Oman,2018,0.094,I
Produced municipal wastewater,Pakistan,2002,1.8972,I
Produced municipal wastewater,Pakistan,2007,2.554,I
Produced municipal wastewater,Pakistan,2012,3.06,I
Produced municipal wastewater,Pakistan,2017,3.06,I
Produced municipal wastewater,Pakistan,2018,3.06,I
Not treated municipal wastewater,Pakistan,2007,1.022,I
Not treated municipal wastewater,Pakistan,2012,1.022,I
Not treated municipal wastewater,Pakistan,2017,1.022,I
Not treated municipal wastewater,Pakistan,2018,1.022,I
Treated municipal wastewater,Pakistan,2002,0.0306,OF
Treated municipal wastewater,Pakistan,2007,0.0306,I
Treated municipal wastewater,Pakistan,2012,0.0306,I
Treated municipal wastewater,Pakistan,2017,0.0306,I
Treated municipal wastewater,Pakistan,2018,0.0306,I
Not treated municipal wastewater discharged (secondary water),Pakistan,2012,1.438,OF
Not treated municipal wastewater discharged (secondary water),Pakistan,2017,1.438,I
Not treated municipal wastewater discharged (secondary water),Pakistan,2018,1.438,I
Direct use of not treated municipal wastewater for irrigation purposes,Pakistan,2007,1.022,I
Direct use of not treated municipal wastewater for irrigation purposes,Pakistan,2012,1.022,I
Direct use of not treated municipal wastewater for irrigation purposes,Pakistan,2017,1.022,I
Direct use of not treated municipal wastewater for irrigation purposes,Pakistan,2018,1.022,I
Produced municipal wastewater,Panama,2002,0.394,I
Produced municipal wastewater,Panama,2007,0.394,I
Produced municipal wastewater,Panama,2012,0.394,I
Produced municipal wastewater,Panama,2017,0.394,I
Produced municipal wastewater,Panama,2018,0.394,I
Desalinated water produced,Paraguay,2012,8e-06,I
Desalinated water produced,Paraguay,2017,8e-06,I
Desalinated water produced,Paraguay,2018,8e-06,I
Produced municipal wastewater,Paraguay,2007,0.2048,I
Produced municipal wastewater,Paraguay,2012,0.2048,I
Produced municipal wastewater,Paraguay,2017,0.2048,I
Produced municipal wastewater,Paraguay,2018,0.2048,I
Desalinated water produced,Peru,1997,0.0054,I
Desalinated water produced,Peru,2002,0.0054,I
Desalinated water produced,Peru,2007,0.0054,I
Desalinated water produced,Peru,2012,0.0054,I
Desalinated water produced,Peru,2017,0.0054,I
Desalinated water produced,Peru,2018,0.0054,I
Direct use of treated municipal wastewater,Peru,2002,0.0213333333,I
Direct use of treated municipal wastewater,Peru,2007,0.0281666667,I
Direct use of treated municipal wastewater,Peru,2012,0.0303,
Direct use of treated municipal wastewater,Peru,2017,0.0303,I
Direct use of treated municipal wastewater,Peru,2018,0.0303,I
Produced municipal wastewater,Peru,2012,0.995,I
Produced municipal wastewater,Peru,2017,0.995,I
Produced municipal wastewater,Peru,2018,0.995,I
Collected municipal wastewater,Peru,2012,0.655,I
Collected municipal wastewater,Peru,2017,0.655,I
Collected municipal wastewater,Peru,2018,0.655,I
Not treated municipal wastewater,Peru,2012,0.7339,I
Not treated municipal wastewater,Peru,2017,0.7339,I
Not treated municipal wastewater,Peru,2018,0.7339,I
Treated municipal wastewater,Peru,2002,0.1292090909,I
Treated municipal wastewater,Peru,2007,0.2024818182,I
Treated municipal wastewater,Peru,2012,0.275,OF
Treated municipal wastewater,Peru,2017,0.275,I
Treated municipal wastewater,Peru,2018,0.275,I
Treated municipal wastewater discharged (secondary water),Peru,2002,0.0827181818,I
Treated municipal wastewater discharged (secondary water),Peru,2007,0.0862636364,I
Treated municipal wastewater discharged (secondary water),Peru,2017,0.2447,I
Treated municipal wastewater discharged (secondary water),Peru,2018,0.2447,I
Not treated municipal wastewater discharged (secondary water),Peru,2012,0.089,I
Not treated municipal wastewater discharged (secondary water),Peru,2017,0.089,I
Not treated municipal wastewater discharged (secondary water),Peru,2018,0.089,I
Produced municipal wastewater,Philippines,2012,1.259,I
Produced municipal wastewater,Philippines,2017,1.259,I
Produced municipal wastewater,Philippines,2018,1.259,I
Desalinated water produced,Poland,1997,0.007,E
Desalinated water produced,Poland,2002,0.007,I
Desalinated water produced,Poland,2007,0.007,E
Desalinated water produced,Poland,2012,0.007,I
Desalinated water produced,Poland,2017,0.007,I
Desalinated water produced,Poland,2018,0.007,I
Direct use of treated municipal wastewater,Poland,2002,0.003,I
Direct use of treated municipal wastewater,Poland,2007,0.003,I
Direct use of treated municipal wastewater,Poland,2012,0.003,I
Direct use of treated municipal wastewater,Poland,2017,0.003,I
Direct use of treated municipal wastewater,Poland,2018,0.003,I
Produced municipal wastewater,Poland,2012,2.199,OF
Produced municipal wastewater,Poland,2017,2.168,I
Produced municipal wastewater,Poland,2018,2.168,I
Collected municipal wastewater,Poland,2012,2.089,I
Collected municipal wastewater,Poland,2017,2.089,I
Collected municipal wastewater,Poland,2018,2.089,I
Not treated municipal wastewater,Poland,2012,0.915,I
Not treated municipal wastewater,Poland,2017,0.915,I
Not treated municipal wastewater,Poland,2018,0.915,I
Treated municipal wastewater,Poland,2012,1.3163333333,I
Treated municipal wastewater,Poland,2017,1.316,OF
Desalinated water produced,Portugal,1997,0.0016,I
Desalinated water produced,Portugal,2002,0.0016,I
Desalinated water produced,Portugal,2007,0.0016,E
Desalinated water produced,Portugal,2012,0.0023388889,I
Direct use of treated municipal wastewater,Portugal,2002,0.003,I
Direct use of treated municipal wastewater,Portugal,2007,0.003,I
Direct use of treated municipal wastewater,Portugal,2012,0.003,I
Direct use of treated municipal wastewater,Portugal,2017,0.003,I
Direct use of treated municipal wastewater,Portugal,2018,0.003,I
Produced municipal wastewater,Portugal,2012,0.577,I
Produced municipal wastewater,Portugal,2017,0.577,I
Produced municipal wastewater,Portugal,2018,0.577,I
Collected municipal wastewater,Portugal,2012,0.61026,I
Not treated municipal wastewater,Portugal,2012,0.307,I
Not treated municipal wastewater,Portugal,2017,0.307,I
Not treated municipal wastewater,Portugal,2018,0.307,I
Treated municipal wastewater,Portugal,2012,0.27,I
Treated municipal wastewater,Portugal,2017,0.27,I
Treated municipal wastewater,Portugal,2018,0.27,I
Desalinated water produced,Qatar,1997,0.099,I
Desalinated water produced,Qatar,2002,0.1314,I
Desalinated water produced,Qatar,2007,0.2483,I
Desalinated water produced,Qatar,2012,0.41905,I
Desalinated water produced,Qatar,2017,0.605,OF
Direct use of treated municipal wastewater,Qatar,1997,0.0281,I
Direct use of treated municipal wastewater,Qatar,2002,0.0358,I
Direct use of treated municipal wastewater,Qatar,2007,0.047,OF
Direct use of treated municipal wastewater,Qatar,2012,0.0744166667,I
Direct use of treated municipal wastewater,Qatar,2017,0.1334,OF
Direct use of treated municipal wastewater,Qatar,2018,0.1334,I
Produced municipal wastewater,Qatar,1997,0.0496181818,I
Produced municipal wastewater,Qatar,2002,0.0529818182,I
Produced municipal wastewater,Qatar,2007,0.201,I
Produced municipal wastewater,Qatar,2012,0.274,I
Produced municipal wastewater,Qatar,2017,0.274,I
Produced municipal wastewater,Qatar,2018,0.274,I
Collected municipal wastewater,Qatar,2017,0.2315,OF
Treated municipal wastewater,Qatar,2007,0.075,OF
Treated municipal wastewater,Qatar,2012,0.117,OF
Treated municipal wastewater,Qatar,2017,0.2287,OF
Treated municipal wastewater discharged (secondary water),Qatar,2002,0.007,I
Treated municipal wastewater discharged (secondary water),Qatar,2007,0.028,OF
Treated municipal wastewater discharged (secondary water),Qatar,2012,0.013,OF
Treated municipal wastewater discharged (secondary water),Qatar,2017,0.013,I
Treated municipal wastewater discharged (secondary water),Qatar,2018,0.013,I
Desalinated water produced,Republic of Korea,2002,0.0002,E
Desalinated water produced,Republic of Korea,2007,0.0002,I
Desalinated water produced,Republic of Korea,2012,0.0002,I
Desalinated water produced,Republic of Korea,2017,0.0002,I
Desalinated water produced,Republic of Korea,2018,0.0002,I
Direct use of treated municipal wastewater,Republic of Korea,2007,0.4427818182,I
Direct use of treated municipal wastewater,Republic of Korea,2012,0.8000090909,I
Direct use of treated municipal wastewater,Republic of Korea,2017,1.118,I
Direct use of treated municipal wastewater,Republic of Korea,2018,1.118,I
Produced municipal wastewater,Republic of Korea,2002,6.2842727273,I
Produced municipal wastewater,Republic of Korea,2007,7.1474545455,I
Produced municipal wastewater,Republic of Korea,2012,7.838,I
Produced municipal wastewater,Republic of Korea,2017,7.838,I
Produced municipal wastewater,Republic of Korea,2018,7.838,I
Not treated municipal wastewater,Republic of Korea,2012,1.255,I
Not treated municipal wastewater,Republic of Korea,2017,1.255,I
Not treated municipal wastewater,Republic of Korea,2018,1.255,I
Treated municipal wastewater,Republic of Korea,1997,4.3402,I
Treated municipal wastewater,Republic of Korea,2002,5.1412,I
Treated municipal wastewater,Republic of Korea,2007,5.9422,I
Treated municipal wastewater,Republic of Korea,2012,6.583,I
Treated municipal wastewater,Republic of Korea,2017,6.583,I
Treated municipal wastewater,Republic of Korea,2018,6.583,I
Produced municipal wastewater,Republic of Moldova,2017,0.0525,I
Produced municipal wastewater,Republic of Moldova,2018,0.0525,I
Treated municipal wastewater,Republic of Moldova,1997,0.296,I
Treated municipal wastewater,Republic of Moldova,2002,0.296,I
Treated municipal wastewater,Republic of Moldova,2007,0.296,I
Treated municipal wastewater,Republic of Moldova,2012,0.296,I
Treated municipal wastewater,Republic of Moldova,2017,0.296,I
Treated municipal wastewater,Republic of Moldova,2018,0.296,I
Produced municipal wastewater,Republic of Serbia,2007,0.505,OF
Produced municipal wastewater,Republic of Serbia,2012,0.46,OF
Produced municipal wastewater,Republic of Serbia,2017,0.449,I
Produced municipal wastewater,Republic of Serbia,2018,0.449,I
Collected municipal wastewater,Republic of Serbia,2017,0.409,OF
Treated municipal wastewater,Republic of Serbia,2017,0.0493,OF
Produced municipal wastewater,Romania,2007,4.924,
Produced municipal wastewater,Romania,2012,4.982,
Produced municipal wastewater,Romania,2017,0.9831,OF
Not treated municipal wastewater,Romania,2012,5.253,I
Not treated municipal wastewater,Romania,2017,5.253,I
Not treated municipal wastewater,Romania,2018,5.253,I
Treated municipal wastewater,Romania,2012,0.5756,I
Treated municipal wastewater,Romania,2017,0.907,OF
Produced municipal wastewater,Russian Federation,2012,12.32,I
Produced municipal wastewater,Russian Federation,2017,12.32,I
Produced municipal wastewater,Russian Federation,2018,12.32,I
Desalinated water produced,Saint Kitts and Nevis,2007,0.0033,I
Desalinated water produced,Saint Kitts and Nevis,2012,0.0033,E
Desalinated water produced,Saint Kitts and Nevis,2017,0.0033,I
Desalinated water produced,Saint Kitts and Nevis,2018,0.0033,I
Desalinated water produced,Saint Vincent and the Grenadines,2017,0.0006,I
Desalinated water produced,Saint Vincent and the Grenadines,2018,0.0006,I
Desalinated water produced,Saudi Arabia,1997,0.727,OF
Desalinated water produced,Saudi Arabia,2002,0.863,OF
Desalinated water produced,Saudi Arabia,2007,1.1183333333,I
Desalinated water produced,Saudi Arabia,2012,1.545,OF
Desalinated water produced,Saudi Arabia,2017,2.18,OF
Desalinated water produced,Saudi Arabia,2018,2.18,I
Direct use of treated municipal wastewater,Saudi Arabia,1997,0.3598125,I
Direct use of treated municipal wastewater,Saudi Arabia,2002,0.502625,I
Direct use of treated municipal wastewater,Saudi Arabia,2007,0.6454375,I
Direct use of treated municipal wastewater,Saudi Arabia,2012,0.194,OF
Direct use of treated municipal wastewater,Saudi Arabia,2017,0.254,OF
Direct use of treated municipal wastewater,Saudi Arabia,2018,0.254,I
Produced municipal wastewater,Saudi Arabia,2002,0.9852,I
Produced municipal wastewater,Saudi Arabia,2007,1.3357,I
Produced municipal wastewater,Saudi Arabia,2012,1.546,I
Produced municipal wastewater,Saudi Arabia,2017,1.546,I
Produced municipal wastewater,Saudi Arabia,2018,1.546,I
Collected municipal wastewater,Saudi Arabia,2012,1.144,I
Collected municipal wastewater,Saudi Arabia,2017,1.144,I
Collected municipal wastewater,Saudi Arabia,2018,1.144,I
Not treated municipal wastewater,Saudi Arabia,2002,0.2334,I
Not treated municipal wastewater,Saudi Arabia,2007,0.3894,I
Not treated municipal wastewater,Saudi Arabia,2012,0.483,I
Not treated municipal wastewater,Saudi Arabia,2017,0.483,I
Not treated municipal wastewater,Saudi Arabia,2018,0.483,I
Treated municipal wastewater,Saudi Arabia,1997,0.5953333333,I
Treated municipal wastewater,Saudi Arabia,2002,0.674,I
Treated municipal wastewater,Saudi Arabia,2007,0.8962857143,I
Treated municipal wastewater,Saudi Arabia,2012,1.274,OF
Treated municipal wastewater,Saudi Arabia,2017,1.6,OF
Treated municipal wastewater,Saudi Arabia,2018,1.6,I
Treated municipal wastewater discharged (secondary water),Saudi Arabia,2007,0.0498,I
Treated municipal wastewater discharged (secondary water),Saudi Arabia,2012,0.06,I
Treated municipal wastewater discharged (secondary water),Saudi Arabia,2017,0.06,I
Treated municipal wastewater discharged (secondary water),Saudi Arabia,2018,0.06,I
Desalinated water produced,Senegal,1997,5e-05,I
Desalinated water produced,Senegal,2002,5e-05,E
Desalinated water produced,Senegal,2007,5e-05,I
Desalinated water produced,Senegal,2012,5e-05,I
Desalinated water produced,Senegal,2017,5e-05,I
Desalinated water produced,Senegal,2018,5e-05,I
Produced municipal wastewater,Senegal,2012,0.0696,I
Produced municipal wastewater,Senegal,2017,0.0696,I
Produced municipal wastewater,Senegal,2018,0.0696,I
Not treated municipal wastewater,Senegal,2012,0.0588,I
Not treated municipal wastewater,Senegal,2017,0.0588,I
Not treated municipal wastewater,Senegal,2018,0.0588,I
Treated municipal wastewater,Senegal,1997,0.00236,I
Treated municipal wastewater,Senegal,2002,0.00406,I
Treated municipal wastewater,Senegal,2007,0.00576,I
Treated municipal wastewater,Senegal,2012,0.0112,I
Treated municipal wastewater,Senegal,2017,0.0112,I
Treated municipal wastewater,Senegal,2018,0.0112,I
Desalinated water produced,Seychelles,2007,0.001,I
Desalinated water produced,Seychelles,2012,0.001,I
Desalinated water produced,Seychelles,2017,0.001,I
Desalinated water produced,Seychelles,2018,0.001,I
Direct use of treated municipal wastewater,Seychelles,2007,6e-06,I
Direct use of treated municipal wastewater,Seychelles,2012,6e-06,I
Direct use of treated municipal wastewater,Seychelles,2017,6e-06,I
Direct use of treated municipal wastewater,Seychelles,2018,6e-06,I
Produced municipal wastewater,Seychelles,1997,0.0088,I
Produced municipal wastewater,Seychelles,2002,0.0088,I
Produced municipal wastewater,Seychelles,2007,0.0088,I
Produced municipal wastewater,Seychelles,2012,0.0088,I
Produced municipal wastewater,Seychelles,2017,0.0088,I
Produced municipal wastewater,Seychelles,2018,0.0088,I
Desalinated water produced,Singapore,1997,0.0072,I
Desalinated water produced,Singapore,2002,0.0072,I
Desalinated water produced,Singapore,2007,0.0072,I
Desalinated water produced,Singapore,2012,0.0072,I
Desalinated water produced,Singapore,2017,0.0072,I
Desalinated water produced,Singapore,2018,0.0072,I
Direct use of treated municipal wastewater,Singapore,2002,0.026,OF
Direct use of treated municipal wastewater,Singapore,2007,0.092,OF
Direct use of treated municipal wastewater,Singapore,2012,0.194,I
Direct use of treated municipal wastewater,Singapore,2017,0.1601,OF
Produced municipal wastewater,Singapore,2017,0.511,I
Produced municipal wastewater,Singapore,2018,0.511,I
Collected municipal wastewater,Singapore,2017,0.511,I
Collected municipal wastewater,Singapore,2018,0.511,I
Treated municipal wastewater,Singapore,2017,0.5954,OF
Treated municipal wastewater discharged (secondary water),Singapore,2017,0.317,I
Treated municipal wastewater discharged (secondary water),Singapore,2018,0.317,I
Produced municipal wastewater,Slovakia,2002,0.987,I
Produced municipal wastewater,Slovakia,2012,0.599,OF
Produced municipal wastewater,Slovakia,2017,10.94,I
Produced municipal wastewater,Slovenia,2002,0.185,OF
Produced municipal wastewater,Slovenia,2012,0.201,OF
Produced municipal wastewater,Slovenia,2017,0.2177,OF
Not treated municipal wastewater,Slovenia,2007,0.038,OF
Not treated municipal wastewater,Slovenia,2012,0.0464,I
Not treated municipal wastewater,Slovenia,2017,0.0464,I
Not treated municipal wastewater,Slovenia,2018,0.0464,I
Treated municipal wastewater,Slovenia,2007,0.114,
Treated municipal wastewater,Slovenia,2012,0.1029,I
Treated municipal wastewater,Slovenia,2017,0.156,OF
Desalinated water produced,Somalia,1997,0.0001,I
Desalinated water produced,Somalia,2002,0.0001,I
Desalinated water produced,Somalia,2007,0.0001,I
Desalinated water produced,Somalia,2012,0.0001,I
Desalinated water produced,Somalia,2017,0.0001,I
Desalinated water produced,Somalia,2018,0.0001,I
Treated municipal wastewater,Somalia,2007,0.0,I
Treated municipal wastewater,Somalia,2012,0.0,I
Treated municipal wastewater,Somalia,2017,0.0,I
Treated municipal wastewater,Somalia,2018,0.0,I
Desalinated water produced,South Africa,1997,0.018,I
Desalinated water produced,South Africa,2002,0.018,I
Desalinated water produced,South Africa,2007,0.018,I
Desalinated water produced,South Africa,2012,0.018,I
Desalinated water produced,South Africa,2017,0.018,I
Desalinated water produced,South Africa,2018,0.018,I
Direct use of treated municipal wastewater,South Africa,2002,0.3896666667,I
Direct use of treated municipal wastewater,South Africa,2007,1.2613333333,I
Direct use of treated municipal wastewater,South Africa,2012,1.61,I
Direct use of treated municipal wastewater,South Africa,2017,1.61,I
Direct use of treated municipal wastewater,South Africa,2018,1.61,I
Produced municipal wastewater,South Africa,1997,2.75,I
Produced municipal wastewater,South Africa,2002,3.276,I
Produced municipal wastewater,South Africa,2007,3.466,I
Produced municipal wastewater,South Africa,2012,3.168,I
Produced municipal wastewater,South Africa,2017,2.5446666667,I
Collected municipal wastewater,South Africa,2012,2.769,I
Collected municipal wastewater,South Africa,2017,2.769,I
Collected municipal wastewater,South Africa,2018,2.769,I
Not treated municipal wastewater,South Africa,2002,2.0437777778,I
Not treated municipal wastewater,South Africa,2007,1.7432222222,I
Not treated municipal wastewater,South Africa,2012,1.623,I
Not treated municipal wastewater,South Africa,2017,1.623,I
Not treated municipal wastewater,South Africa,2018,1.623,I
Treated municipal wastewater,South Africa,2002,1.3245,I
Treated municipal wastewater,South Africa,2007,2.04575,I
Treated municipal wastewater,South Africa,2012,2.0126666667,I
Treated municipal wastewater,South Africa,2017,2.1687777778,I
Treated municipal wastewater discharged (secondary water),South Africa,2002,0.8425555556,I
Treated municipal wastewater discharged (secondary water),South Africa,2007,0.4614444444,I
Treated municipal wastewater discharged (secondary water),South Africa,2012,0.309,I
Treated municipal wastewater discharged (secondary water),South Africa,2017,0.309,I
Treated municipal wastewater discharged (secondary water),South Africa,2018,0.309,I
Desalinated water produced,Spain,1997,0.1002,E
Desalinated water produced,Spain,2002,0.1002,I
Desalinated water produced,Spain,2007,0.1002,I
Desalinated water produced,Spain,2012,0.2607333333,I
Desalinated water produced,Spain,2017,0.364,I
Desalinated water produced,Spain,2018,0.364,I
Direct use of treated municipal wastewater,Spain,2002,0.331,OF
Direct use of treated municipal wastewater,Spain,2007,0.50025,I
Direct use of treated municipal wastewater,Spain,2012,0.5215,I
Produced municipal wastewater,Spain,2007,3.9081,I
Produced municipal wastewater,Spain,2012,5.1166,I
Produced municipal wastewater,Spain,2017,5.206,I
Produced municipal wastewater,Spain,2018,5.206,I
Not treated municipal wastewater,Spain,2007,0.023,I
Not treated municipal wastewater,Spain,2012,0.023,I
Not treated municipal wastewater,Spain,2017,0.023,I
