,,Year,Value,Symbol
Total exploitable water resources,Morocco,2017,20.0,E
Total exploitable water resources,Morocco,2018,20.0,E
Water resources: total external renewable,Morocco,1997,0.0,E
Water resources: total external renewable,Morocco,2002,0.0,E
Water resources: total external renewable,Morocco,2007,0.0,E
Water resources: total external renewable,Morocco,2012,0.0,E
Water resources: total external renewable,Morocco,2017,0.0,E
Water resources: total external renewable,Morocco,2018,0.0,E
Total renewable water resources,Morocco,1997,29.0,E
Total renewable water resources,Morocco,2002,29.0,E
Total renewable water resources,Morocco,2007,29.0,E
Total renewable water resources,Morocco,2012,29.0,E
Total renewable water resources,Morocco,2017,29.0,E
Total renewable water resources,Morocco,2018,29.0,E
Total renewable water resources per capita,Morocco,1997,1044.8729328225,E
Total renewable water resources per capita,Morocco,2002,984.5604623333,E
Total renewable water resources per capita,Morocco,2007,930.5706679697,E
Total renewable water resources per capita,Morocco,2012,872.3929739275,E
Total renewable water resources per capita,Morocco,2017,815.0358946024,E
Total renewable water resources per capita,Morocco,2018,804.9050804582,E
Total internal renewable water resources (IRWR),Mozambique,1997,100.3,E
Total internal renewable water resources (IRWR),Mozambique,2002,100.3,E
Total internal renewable water resources (IRWR),Mozambique,2007,100.3,E
Total internal renewable water resources (IRWR),Mozambique,2012,100.3,E
Total internal renewable water resources (IRWR),Mozambique,2017,100.3,E
Total internal renewable water resources (IRWR),Mozambique,2018,100.3,E
Total internal renewable water resources per capita,Mozambique,1997,6116.9043487531,E
Total internal renewable water resources per capita,Mozambique,2002,5345.2979897043,E
Total internal renewable water resources per capita,Mozambique,2007,4627.8105297777,E
Total internal renewable water resources per capita,Mozambique,2012,4034.1614237316,E
Total internal renewable water resources per capita,Mozambique,2017,3500.9925994671,E
Total internal renewable water resources per capita,Mozambique,2018,3400.4606183265,E
Total renewable surface water,Mozambique,1997,214.1,E
Total renewable surface water,Mozambique,2002,214.1,E
Total renewable surface water,Mozambique,2007,214.1,E
Total renewable surface water,Mozambique,2012,214.1,E
Total renewable surface water,Mozambique,2017,214.1,E
Total renewable surface water,Mozambique,2018,214.1,E
Total renewable groundwater,Mozambique,1997,17.0,E
Total renewable groundwater,Mozambique,2002,17.0,E
Total renewable groundwater,Mozambique,2007,17.0,E
Total renewable groundwater,Mozambique,2012,17.0,E
Total renewable groundwater,Mozambique,2017,17.0,E
Total renewable groundwater,Mozambique,2018,17.0,E
Water resources: total external renewable,Mozambique,1997,116.8,E
Water resources: total external renewable,Mozambique,2002,116.8,E
Water resources: total external renewable,Mozambique,2007,116.8,E
Water resources: total external renewable,Mozambique,2012,116.8,E
Water resources: total external renewable,Mozambique,2017,116.8,E
Water resources: total external renewable,Mozambique,2018,116.8,E
Total renewable water resources,Mozambique,1997,217.1,E
Total renewable water resources,Mozambique,2002,217.1,E
Total renewable water resources,Mozambique,2007,217.1,E
Total renewable water resources,Mozambique,2012,217.1,E
Total renewable water resources,Mozambique,2017,217.1,E
Total renewable water resources,Mozambique,2018,217.1,E
Total renewable water resources per capita,Mozambique,1997,13240.0791038314,E
Total renewable water resources per capita,Mozambique,2002,11569.9321392304,E
Total renewable water resources per capita,Mozambique,2007,10016.9258824999,E
Total renewable water resources per capita,Mozambique,2012,8731.9685452854,E
Total renewable water resources per capita,Mozambique,2017,7577.9211699333,E
Total renewable water resources per capita,Mozambique,2018,7360.319045251,E
Total internal renewable water resources (IRWR),Myanmar,1997,1002.8,E
Total internal renewable water resources (IRWR),Myanmar,2002,1002.8,E
Total internal renewable water resources (IRWR),Myanmar,2007,1002.8,E
Total internal renewable water resources (IRWR),Myanmar,2012,1002.8,E
Total internal renewable water resources (IRWR),Myanmar,2017,1002.8,E
Total internal renewable water resources (IRWR),Myanmar,2018,1002.8,E
Total internal renewable water resources per capita,Myanmar,1997,22270.9665503985,E
Total internal renewable water resources per capita,Myanmar,2002,21022.1040044488,E
Total internal renewable water resources per capita,Myanmar,2007,20208.9921752628,E
Total internal renewable water resources per capita,Myanmar,2012,19504.5274310522,E
Total internal renewable water resources per capita,Myanmar,2017,18785.1743163207,E
Total internal renewable water resources per capita,Myanmar,2018,18671.2226336627,E
Total renewable surface water,Myanmar,1997,1157.1,E
Total renewable surface water,Myanmar,2002,1157.1,E
Total renewable surface water,Myanmar,2007,1157.1,E
Total renewable surface water,Myanmar,2012,1157.1,E
Total renewable surface water,Myanmar,2017,1157.1,E
Total renewable surface water,Myanmar,2018,1157.1,E
Total renewable groundwater,Myanmar,1997,453.7,E
Total renewable groundwater,Myanmar,2002,453.7,E
Total renewable groundwater,Myanmar,2007,453.7,E
Total renewable groundwater,Myanmar,2012,453.7,E
Total renewable groundwater,Myanmar,2017,453.7,E
Total renewable groundwater,Myanmar,2018,453.7,E
Water resources: total external renewable,Myanmar,1997,165.0,E
Water resources: total external renewable,Myanmar,2002,165.0,E
Water resources: total external renewable,Myanmar,2007,165.0,E
Water resources: total external renewable,Myanmar,2012,165.0,E
Water resources: total external renewable,Myanmar,2017,165.0,E
Water resources: total external renewable,Myanmar,2018,165.0,E
Total renewable water resources,Myanmar,1997,1167.8,E
Total renewable water resources,Myanmar,2002,1167.8,E
Total renewable water resources,Myanmar,2007,1167.8,E
Total renewable water resources,Myanmar,2012,1167.8,E
Total renewable water resources,Myanmar,2017,1167.8,E
Total renewable water resources,Myanmar,2018,1167.8,E
Total renewable water resources per capita,Myanmar,1997,25935.4155739483,E
Total renewable water resources per capita,Myanmar,2002,24481.0660713954,E
Total renewable water resources per capita,Myanmar,2007,23534.1653991543,E
Total renewable water resources per capita,Myanmar,2012,22713.7885261097,E
Total renewable water resources per capita,Myanmar,2017,21876.0735606296,E
Total renewable water resources per capita,Myanmar,2018,21743.3723490141,E
Total internal renewable water resources (IRWR),Namibia,1997,6.16,E
Total internal renewable water resources (IRWR),Namibia,2002,6.16,E
Total internal renewable water resources (IRWR),Namibia,2007,6.16,E
Total internal renewable water resources (IRWR),Namibia,2012,6.16,E
Total internal renewable water resources (IRWR),Namibia,2017,6.16,E
Total internal renewable water resources (IRWR),Namibia,2018,6.16,E
Total internal renewable water resources per capita,Namibia,1997,3627.72904162,E
Total internal renewable water resources per capita,Namibia,2002,3326.9908070275,E
Total internal renewable water resources per capita,Namibia,2007,3070.0010067211,E
Total internal renewable water resources per capita,Namibia,2012,2806.6556010321,E
Total internal renewable water resources per capita,Namibia,2017,2563.8539052781,E
Total internal renewable water resources per capita,Namibia,2018,2516.0305044192,E
Total renewable surface water,Namibia,1997,37.85,E
Total renewable surface water,Namibia,2002,37.85,E
Total renewable surface water,Namibia,2007,37.85,E
Total renewable surface water,Namibia,2012,37.85,E
Total renewable surface water,Namibia,2017,37.85,E
Total renewable surface water,Namibia,2018,37.85,E
Total renewable groundwater,Namibia,1997,2.1,E
Total renewable groundwater,Namibia,2002,2.1,E
Total renewable groundwater,Namibia,2007,2.1,E
Total renewable groundwater,Namibia,2012,2.1,E
Total renewable groundwater,Namibia,2017,2.1,E
Total renewable groundwater,Namibia,2018,2.1,E
Total exploitable water resources,Namibia,1997,0.65,E
Total exploitable water resources,Namibia,2002,0.65,E
Total exploitable water resources,Namibia,2007,0.65,E
Total exploitable water resources,Namibia,2012,0.65,E
Total exploitable water resources,Namibia,2017,0.65,E
Total exploitable water resources,Namibia,2018,0.65,E
Water resources: total external renewable,Namibia,1997,33.75,E
Water resources: total external renewable,Namibia,2002,33.75,E
Water resources: total external renewable,Namibia,2007,33.75,E
Water resources: total external renewable,Namibia,2012,33.75,E
Water resources: total external renewable,Namibia,2017,33.75,E
Water resources: total external renewable,Namibia,2018,33.75,E
Total renewable water resources,Namibia,1997,39.91,E
Total renewable water resources,Namibia,2002,39.91,E
Total renewable water resources,Namibia,2007,39.91,E
Total renewable water resources,Namibia,2012,39.91,E
Total renewable water resources,Namibia,2017,39.91,E
Total renewable water resources,Namibia,2018,39.91,E
Total renewable water resources per capita,Namibia,1997,23503.6795537422,E
Total renewable water resources per capita,Namibia,2002,21555.2277773487,E
Total renewable water resources per capita,Namibia,2007,19890.2175614025,E
Total renewable water resources per capita,Namibia,2012,18184.0300385049,E
Total renewable water resources per capita,Namibia,2017,16610.943077865,E
Total renewable water resources per capita,Namibia,2018,16301.1002323652,E
Total internal renewable water resources (IRWR),Nauru,1997,0.01,E
Total internal renewable water resources (IRWR),Nauru,2002,0.01,E
Total internal renewable water resources (IRWR),Nauru,2007,0.01,E
Total internal renewable water resources (IRWR),Nauru,2012,0.01,E
Total internal renewable water resources (IRWR),Nauru,2017,0.01,E
Total internal renewable water resources (IRWR),Nauru,2018,0.01,E
Total internal renewable water resources per capita,Nauru,1997,939.2317084625,E
Total internal renewable water resources per capita,Nauru,2002,989.902989507,E
Total internal renewable water resources per capita,Nauru,2007,1016.0536476326,E
Total internal renewable water resources per capita,Nauru,2012,986.1932938856,E
Total internal renewable water resources per capita,Nauru,2017,945.8053532583,E
Total internal renewable water resources per capita,Nauru,2018,937.2071227741,E
Total renewable surface water,Nauru,1997,0.0,E
Total renewable surface water,Nauru,2002,0.0,E
Total renewable surface water,Nauru,2007,0.0,E
Total renewable surface water,Nauru,2012,0.0,E
Total renewable surface water,Nauru,2017,0.0,E
Total renewable surface water,Nauru,2018,0.0,E
Total renewable groundwater,Nauru,1997,0.01,E
Total renewable groundwater,Nauru,2002,0.01,E
Total renewable groundwater,Nauru,2007,0.01,E
Total renewable groundwater,Nauru,2012,0.01,E
Total renewable groundwater,Nauru,2017,0.01,E
Total renewable groundwater,Nauru,2018,0.01,E
Water resources: total external renewable,Nauru,1997,0.0,E
Water resources: total external renewable,Nauru,2002,0.0,E
Water resources: total external renewable,Nauru,2007,0.0,E
Water resources: total external renewable,Nauru,2012,0.0,E
Water resources: total external renewable,Nauru,2017,0.0,E
Water resources: total external renewable,Nauru,2018,0.0,E
Total renewable water resources,Nauru,1997,0.01,E
Total renewable water resources,Nauru,2002,0.01,E
Total renewable water resources,Nauru,2007,0.01,E
Total renewable water resources,Nauru,2012,0.01,E
Total renewable water resources,Nauru,2017,0.01,E
Total renewable water resources,Nauru,2018,0.01,E
Total renewable water resources per capita,Nauru,1997,939.2317084625,E
Total renewable water resources per capita,Nauru,2002,989.902989507,E
Total renewable water resources per capita,Nauru,2007,1016.0536476326,E
Total renewable water resources per capita,Nauru,2012,986.1932938856,E
Total renewable water resources per capita,Nauru,2017,945.8053532583,E
Total renewable water resources per capita,Nauru,2018,937.2071227741,E
Total internal renewable water resources (IRWR),Nepal,1997,198.2,E
Total internal renewable water resources (IRWR),Nepal,2002,198.2,E
Total internal renewable water resources (IRWR),Nepal,2007,198.2,E
Total internal renewable water resources (IRWR),Nepal,2012,198.2,E
Total internal renewable water resources (IRWR),Nepal,2017,198.2,E
Total internal renewable water resources (IRWR),Nepal,2018,198.2,E
Total internal renewable water resources per capita,Nepal,1997,8775.8235359883,E
Total internal renewable water resources per capita,Nepal,2002,8015.9746808443,E
Total internal renewable water resources per capita,Nepal,2007,7512.5326062678,E
Total internal renewable water resources per capita,Nepal,2012,7343.6882796254,E
Total internal renewable water resources per capita,Nepal,2017,7172.6663076956,E
Total internal renewable water resources per capita,Nepal,2018,7054.4567758627,E
Total renewable surface water,Nepal,1997,210.2,E
Total renewable surface water,Nepal,2002,210.2,E
Total renewable surface water,Nepal,2007,210.2,E
Total renewable surface water,Nepal,2012,210.2,E
Total renewable surface water,Nepal,2017,210.2,E
Total renewable surface water,Nepal,2018,210.2,E
Total renewable groundwater,Nepal,1997,20.0,E
Total renewable groundwater,Nepal,2002,20.0,E
Total renewable groundwater,Nepal,2007,20.0,E
Total renewable groundwater,Nepal,2012,20.0,E
Total renewable groundwater,Nepal,2017,20.0,E
Total renewable groundwater,Nepal,2018,20.0,E
Water resources: total external renewable,Nepal,1997,12.0,E
Water resources: total external renewable,Nepal,2002,12.0,E
Water resources: total external renewable,Nepal,2007,12.0,E
Water resources: total external renewable,Nepal,2012,12.0,E
Water resources: total external renewable,Nepal,2017,12.0,E
Water resources: total external renewable,Nepal,2018,12.0,E
Total renewable water resources,Nepal,1997,210.2,E
Total renewable water resources,Nepal,2002,210.2,E
Total renewable water resources,Nepal,2007,210.2,E
Total renewable water resources,Nepal,2012,210.2,E
Total renewable water resources,Nepal,2017,210.2,E
Total renewable water resources,Nepal,2018,210.2,E
Total renewable water resources per capita,Nepal,1997,9307.1549307,E
Total renewable water resources per capita,Nepal,2002,8501.3010994625,E
Total renewable water resources per capita,Nepal,2007,7967.3781727421,E
Total renewable water resources per capita,Nepal,2012,7788.3111825291,E
Total renewable water resources per capita,Nepal,2017,7606.9347017034,E
Total renewable water resources per capita,Nepal,2018,7481.5681850976,E
Total internal renewable water resources (IRWR),Netherlands,1997,11.0,E
Total internal renewable water resources (IRWR),Netherlands,2002,11.0,E
Total internal renewable water resources (IRWR),Netherlands,2007,11.0,E
Total internal renewable water resources (IRWR),Netherlands,2012,11.0,E
Total internal renewable water resources (IRWR),Netherlands,2017,11.0,E
Total internal renewable water resources (IRWR),Netherlands,2018,11.0,E
Total internal renewable water resources per capita,Netherlands,1997,702.6295912452,E
Total internal renewable water resources per capita,Netherlands,2002,682.7906647619,E
Total internal renewable water resources per capita,Netherlands,2007,666.3978861859,E
Total internal renewable water resources per capita,Netherlands,2012,655.0800865182,E
Total internal renewable water resources per capita,Netherlands,2017,646.2473269595,E
Total internal renewable water resources per capita,Netherlands,2018,644.7997486453,E
Total renewable surface water,Netherlands,1997,91.0,E
Total renewable surface water,Netherlands,2002,91.0,E
Total renewable surface water,Netherlands,2007,91.0,E
Total renewable surface water,Netherlands,2012,91.0,E
Total renewable surface water,Netherlands,2017,91.0,E
Total renewable surface water,Netherlands,2018,91.0,E
Total renewable groundwater,Netherlands,1997,4.5,E
Total renewable groundwater,Netherlands,2002,4.5,E
Total renewable groundwater,Netherlands,2007,4.5,E
Total renewable groundwater,Netherlands,2012,4.5,E
Total renewable groundwater,Netherlands,2017,4.5,E
Total renewable groundwater,Netherlands,2018,4.5,E
Total exploitable water resources,Netherlands,1997,1.9,E
Total exploitable water resources,Netherlands,2002,1.9,E
Total exploitable water resources,Netherlands,2007,1.9,E
Total exploitable water resources,Netherlands,2012,1.9,E
Total exploitable water resources,Netherlands,2017,1.9,E
Total exploitable water resources,Netherlands,2018,1.9,E
Water resources: total external renewable,Netherlands,1997,80.0,E
Water resources: total external renewable,Netherlands,2002,80.0,E
Water resources: total external renewable,Netherlands,2007,80.0,E
Water resources: total external renewable,Netherlands,2012,80.0,E
Water resources: total external renewable,Netherlands,2017,80.0,E
Water resources: total external renewable,Netherlands,2018,80.0,E
Total renewable water resources,Netherlands,1997,91.0,E
Total renewable water resources,Netherlands,2002,91.0,E
Total renewable water resources,Netherlands,2007,91.0,E
Total renewable water resources,Netherlands,2012,91.0,E
Total renewable water resources,Netherlands,2017,91.0,E
Total renewable water resources,Netherlands,2018,91.0,E
Total renewable water resources per capita,Netherlands,1997,5812.6629821197,E
Total renewable water resources per capita,Netherlands,2002,5648.5409539392,E
Total renewable water resources per capita,Netherlands,2007,5512.9279675379,E
Total renewable water resources per capita,Netherlands,2012,5419.2988975598,E
Total renewable water resources per capita,Netherlands,2017,5346.2278866649,E
Total renewable water resources per capita,Netherlands,2018,5334.252466066,E
Total internal renewable water resources (IRWR),New Zealand,1997,327.0,
Total internal renewable water resources (IRWR),New Zealand,2002,327.0,
Total internal renewable water resources (IRWR),New Zealand,2007,327.0,
Total internal renewable water resources (IRWR),New Zealand,2012,327.0,
Total internal renewable water resources (IRWR),New Zealand,2017,327.0,OF
Total internal renewable water resources per capita,New Zealand,1997,87145.1101999221,E
Total internal renewable water resources per capita,New Zealand,2002,82508.958656199,E
Total internal renewable water resources per capita,New Zealand,2007,77249.3377109533,E
Total internal renewable water resources per capita,New Zealand,2012,73179.6233017348,E
Total internal renewable water resources per capita,New Zealand,2017,69544.3716485249,E
Total internal renewable water resources per capita,New Zealand,2018,68941.8023664115,E
Total renewable surface water,New Zealand,1997,0.0,E
Total renewable surface water,New Zealand,2002,0.0,E
Total renewable surface water,New Zealand,2007,0.0,E
Total renewable surface water,New Zealand,2012,0.0,E
Total renewable surface water,New Zealand,2017,0.0,E
Total renewable surface water,New Zealand,2018,0.0,E
Total renewable groundwater,New Zealand,1997,0.0,E
Total renewable groundwater,New Zealand,2002,0.0,E
Total renewable groundwater,New Zealand,2007,0.0,E
Total renewable groundwater,New Zealand,2012,0.0,E
Total renewable groundwater,New Zealand,2017,0.0,E
Total renewable groundwater,New Zealand,2018,0.0,E
Water resources: total external renewable,New Zealand,1997,0.0,E
Water resources: total external renewable,New Zealand,2002,0.0,E
Water resources: total external renewable,New Zealand,2007,0.0,E
Water resources: total external renewable,New Zealand,2012,0.0,E
Water resources: total external renewable,New Zealand,2017,0.0,E
Water resources: total external renewable,New Zealand,2018,0.0,E
Total renewable water resources,New Zealand,1997,327.0,
Total renewable water resources,New Zealand,2002,327.0,
Total renewable water resources,New Zealand,2007,327.0,
Total renewable water resources,New Zealand,2012,327.0,
Total renewable water resources,New Zealand,2017,327.0,OF
Total renewable water resources per capita,New Zealand,1997,87145.1101999221,E
Total renewable water resources per capita,New Zealand,2002,82508.958656199,E
Total renewable water resources per capita,New Zealand,2007,77249.3377109533,E
Total renewable water resources per capita,New Zealand,2012,73179.6233017348,E
Total renewable water resources per capita,New Zealand,2017,69544.3716485249,E
Total renewable water resources per capita,New Zealand,2018,68941.8023664115,E
Total internal renewable water resources (IRWR),Nicaragua,1997,156.21,E
Total internal renewable water resources (IRWR),Nicaragua,2002,156.21,E
Total internal renewable water resources (IRWR),Nicaragua,2007,156.21,E
Total internal renewable water resources (IRWR),Nicaragua,2012,156.21,E
Total internal renewable water resources (IRWR),Nicaragua,2017,156.21,E
Total internal renewable water resources (IRWR),Nicaragua,2018,156.21,E
Total internal renewable water resources per capita,Nicaragua,1997,32357.2844075009,E
Total internal renewable water resources per capita,Nicaragua,2002,29929.1403031195,E
Total internal renewable water resources per capita,Nicaragua,2007,27944.2688846532,E
Total internal renewable water resources per capita,Nicaragua,2012,26111.0440639957,E
Total internal renewable water resources per capita,Nicaragua,2017,24465.7427916037,E
Total internal renewable water resources per capita,Nicaragua,2018,24160.5406912782,E
Total renewable surface water,Nicaragua,1997,160.91,E
Total renewable surface water,Nicaragua,2002,160.91,E
Total renewable surface water,Nicaragua,2007,160.91,E
Total renewable surface water,Nicaragua,2012,160.91,E
Total renewable surface water,Nicaragua,2017,160.91,E
Total renewable surface water,Nicaragua,2018,160.91,E
Total renewable groundwater,Nicaragua,1997,59.0,E
Total renewable groundwater,Nicaragua,2002,59.0,E
Total renewable groundwater,Nicaragua,2007,59.0,E
Total renewable groundwater,Nicaragua,2012,59.0,E
Total renewable groundwater,Nicaragua,2017,59.0,E
Total renewable groundwater,Nicaragua,2018,59.0,E
Water resources: total external renewable,Nicaragua,1997,8.31,E
Water resources: total external renewable,Nicaragua,2002,8.31,E
Water resources: total external renewable,Nicaragua,2007,8.31,E
Water resources: total external renewable,Nicaragua,2012,8.31,E
Water resources: total external renewable,Nicaragua,2017,8.31,E
Water resources: total external renewable,Nicaragua,2018,8.31,E
Total renewable water resources,Nicaragua,1997,164.52,E
Total renewable water resources,Nicaragua,2002,164.52,E
Total renewable water resources,Nicaragua,2007,164.52,E
Total renewable water resources,Nicaragua,2012,164.52,E
Total renewable water resources,Nicaragua,2017,164.52,E
Total renewable water resources,Nicaragua,2018,164.52,E
Total renewable water resources per capita,Nicaragua,1997,34078.6148820309,E
Total renewable water resources per capita,Nicaragua,2002,31521.2992937022,E
Total renewable water resources per capita,Nicaragua,2007,29430.8374425654,E
Total renewable water resources per capita,Nicaragua,2012,27500.0894271082,E
Total renewable water resources per capita,Nicaragua,2017,25767.2620451613,E
Total renewable water resources per capita,Nicaragua,2018,25445.8239199097,E
Total internal renewable water resources (IRWR),Niger,1997,3.5,E
Total internal renewable water resources (IRWR),Niger,2002,3.5,E
Total internal renewable water resources (IRWR),Niger,2007,3.5,E
Total internal renewable water resources (IRWR),Niger,2012,3.5,E
Total internal renewable water resources (IRWR),Niger,2017,3.5,E
Total internal renewable water resources (IRWR),Niger,2018,3.5,E
Total internal renewable water resources per capita,Niger,1997,343.8721636564,E
Total internal renewable water resources per capita,Niger,2002,287.1209910629,E
Total internal renewable water resources per capita,Niger,2007,238.3319649674,E
Total internal renewable water resources per capita,Niger,2012,196.6821408682,E
Total internal renewable water resources per capita,Niger,2017,162.019169923,E
Total internal renewable water resources per capita,Niger,2018,155.9518673721,E
Total renewable surface water,Niger,1997,31.55,E
Total renewable surface water,Niger,2002,31.55,E
Total renewable surface water,Niger,2007,31.55,E
Total renewable surface water,Niger,2012,31.55,E
Total renewable surface water,Niger,2017,31.55,E
Total renewable surface water,Niger,2018,31.55,E
Total renewable groundwater,Niger,1997,2.5,E
Total renewable groundwater,Niger,2002,2.5,E
Total renewable groundwater,Niger,2007,2.5,E
Total renewable groundwater,Niger,2012,2.5,E
Total renewable groundwater,Niger,2017,2.5,E
Total renewable groundwater,Niger,2018,2.5,E
Total exploitable water resources,Niger,1997,5.0,OF
Total exploitable water resources,Niger,2002,5.0,OF
Total exploitable water resources,Niger,2007,5.0,OF
Total exploitable water resources,Niger,2012,5.0,OF
Water resources: total external renewable,Niger,1997,30.55,E
Water resources: total external renewable,Niger,2002,30.55,E
Water resources: total external renewable,Niger,2007,30.55,E
Water resources: total external renewable,Niger,2012,30.55,E
Water resources: total external renewable,Niger,2017,30.55,E
Water resources: total external renewable,Niger,2018,30.55,E
Total renewable water resources,Niger,1997,34.05,E
Total renewable water resources,Niger,2002,34.05,E
Total renewable water resources,Niger,2007,34.05,E
Total renewable water resources,Niger,2012,34.05,E
Total renewable water resources,Niger,2017,34.05,E
Total renewable water resources,Niger,2018,34.05,E
Total renewable water resources per capita,Niger,1997,3345.384906429,E
Total renewable water resources per capita,Niger,2002,2793.2770701977,E
Total renewable water resources per capita,Niger,2007,2318.6295448969,E
Total renewable water resources per capita,Niger,2012,1913.4362561611,E
Total renewable water resources per capita,Niger,2017,1576.215067394,E
Total renewable water resources per capita,Niger,2018,1517.1888811487,E
Total internal renewable water resources (IRWR),Nigeria,1997,221.0,E
Total internal renewable water resources (IRWR),Nigeria,2002,221.0,E
Total internal renewable water resources (IRWR),Nigeria,2007,221.0,E
Total internal renewable water resources (IRWR),Nigeria,2012,221.0,E
Total internal renewable water resources (IRWR),Nigeria,2017,221.0,E
Total internal renewable water resources (IRWR),Nigeria,2018,221.0,E
Total internal renewable water resources per capita,Nigeria,1997,1947.8631425715,E
Total internal renewable water resources per capita,Nigeria,2002,1718.5594372258,E
Total internal renewable water resources per capita,Nigeria,2007,1510.182005837,E
Total internal renewable water resources per capita,Nigeria,2012,1321.5427481944,E
Total internal renewable water resources per capita,Nigeria,2017,1157.8364540187,E
Total internal renewable water resources per capita,Nigeria,2018,1128.2724067,E
Total renewable surface water,Nigeria,1997,279.2,E
Total renewable surface water,Nigeria,2002,279.2,E
Total renewable surface water,Nigeria,2007,279.2,E
Total renewable surface water,Nigeria,2012,279.2,E
Total renewable surface water,Nigeria,2017,279.2,E
Total renewable surface water,Nigeria,2018,279.2,E
Total renewable groundwater,Nigeria,1997,87.0,E
Total renewable groundwater,Nigeria,2002,87.0,E
Total renewable groundwater,Nigeria,2007,87.0,E
Total renewable groundwater,Nigeria,2012,87.0,E
Total renewable groundwater,Nigeria,2017,87.0,E
Total renewable groundwater,Nigeria,2018,87.0,E
Total exploitable water resources,Nigeria,1997,59.51,E
Total exploitable water resources,Nigeria,2002,59.51,E
Total exploitable water resources,Nigeria,2007,59.51,E
Total exploitable water resources,Nigeria,2012,59.51,E
Total exploitable water resources,Nigeria,2017,59.51,E
Total exploitable water resources,Nigeria,2018,59.51,E
Water resources: total external renewable,Nigeria,1997,65.2,E
Water resources: total external renewable,Nigeria,2002,65.2,E
Water resources: total external renewable,Nigeria,2007,65.2,E
Water resources: total external renewable,Nigeria,2012,65.2,E
Water resources: total external renewable,Nigeria,2017,65.2,E
Water resources: total external renewable,Nigeria,2018,65.2,E
Total renewable water resources,Nigeria,1997,286.2,E
Total renewable water resources,Nigeria,2002,286.2,E
Total renewable water resources,Nigeria,2007,286.2,E
Total renewable water resources,Nigeria,2012,286.2,E
Total renewable water resources,Nigeria,2017,286.2,E
Total renewable water resources,Nigeria,2018,286.2,E
Total renewable water resources per capita,Nigeria,1997,2522.526838932,E
Total renewable water resources per capita,Nigeria,2002,2225.5733526426,E
Total renewable water resources per capita,Nigeria,2007,1955.7198645726,E
Total renewable water resources per capita,Nigeria,2012,1711.427758069,E
Total renewable water resources per capita,Nigeria,2017,1499.4244033491,E
Total renewable water resources per capita,Nigeria,2018,1461.1382932015,E
Total renewable surface water,Niue,1997,0.0,E
Total renewable surface water,Niue,2002,0.0,E
Total renewable surface water,Niue,2007,0.0,E
Total renewable surface water,Niue,2012,0.0,E
Total renewable surface water,Niue,2017,0.0,E
Total renewable surface water,Niue,2018,0.0,E
Total renewable groundwater,Niue,1997,0.0,E
Total renewable groundwater,Niue,2002,0.0,E
Total renewable groundwater,Niue,2007,0.0,E
Total renewable groundwater,Niue,2012,0.0,E
Total renewable groundwater,Niue,2017,0.0,E
Total renewable groundwater,Niue,2018,0.0,E
Water resources: total external renewable,Niue,1997,0.0,E
Water resources: total external renewable,Niue,2002,0.0,E
Water resources: total external renewable,Niue,2007,0.0,E
Water resources: total external renewable,Niue,2012,0.0,E
Water resources: total external renewable,Niue,2017,0.0,E
Water resources: total external renewable,Niue,2018,0.0,E
Total renewable water resources,Niue,1997,0.0,E
Total renewable water resources,Niue,2002,0.0,E
Total renewable water resources,Niue,2007,0.0,E
Total renewable water resources,Niue,2012,0.0,E
Total renewable water resources,Niue,2017,0.0,E
Total renewable water resources,Niue,2018,0.0,E
Total renewable water resources per capita,Niue,1997,0.0,E
Total renewable water resources per capita,Niue,2002,0.0,E
Total renewable water resources per capita,Niue,2007,0.0,E
Total renewable water resources per capita,Niue,2012,0.0,E
Total renewable water resources per capita,Niue,2017,0.0,E
Total renewable water resources per capita,Niue,2018,0.0,E
Total internal renewable water resources (IRWR),North Macedonia,1997,5.4,OF
Total internal renewable water resources (IRWR),North Macedonia,2002,5.4,OF
Total internal renewable water resources (IRWR),North Macedonia,2007,5.4,OF
Total internal renewable water resources (IRWR),North Macedonia,2012,5.4,OF
Total internal renewable water resources (IRWR),North Macedonia,2017,5.4,OF
Total internal renewable water resources per capita,North Macedonia,1997,2700.5428091046,E
Total internal renewable water resources per capita,North Macedonia,2002,2635.5245279483,E
Total internal renewable water resources per capita,North Macedonia,2007,2614.4727528365,E
Total internal renewable water resources per capita,North Macedonia,2012,2603.3154668757,E
Total internal renewable water resources per capita,North Macedonia,2017,2593.6649253889,E
Total internal renewable water resources per capita,North Macedonia,2018,2592.4683034743,E
Total renewable surface water,North Macedonia,1997,6.4,E
Total renewable surface water,North Macedonia,2002,6.4,E
Total renewable surface water,North Macedonia,2007,6.4,E
Total renewable surface water,North Macedonia,2012,6.4,E
Total renewable surface water,North Macedonia,2017,6.4,E
Total renewable surface water,North Macedonia,2018,6.4,E
Total renewable groundwater,North Macedonia,1997,0.0,E
Total renewable groundwater,North Macedonia,2002,0.0,E
Total renewable groundwater,North Macedonia,2007,0.0,E
Total renewable groundwater,North Macedonia,2012,0.0,E
Total renewable groundwater,North Macedonia,2017,0.0,E
Total renewable groundwater,North Macedonia,2018,0.0,E
Total exploitable water resources,North Macedonia,1997,3.0,OF
Total exploitable water resources,North Macedonia,2002,3.0,OF
Total exploitable water resources,North Macedonia,2007,3.0,OF
Total exploitable water resources,North Macedonia,2012,3.0,OF
Water resources: total external renewable,North Macedonia,1997,1.0,E
Water resources: total external renewable,North Macedonia,2002,1.0,E
