,,Year,Value,Symbol
Total internal renewable water resources per capita,Bahrain,2007,3.8613057585,E
Total internal renewable water resources per capita,Bahrain,2012,3.077055627,E
Total internal renewable water resources per capita,Bahrain,2017,2.6772399798,E
Total internal renewable water resources per capita,Bahrain,2018,2.5486700403,E
Total renewable surface water,Bahrain,1997,0.004,E
Total renewable surface water,Bahrain,2002,0.004,E
Total renewable surface water,Bahrain,2007,0.004,E
Total renewable surface water,Bahrain,2012,0.004,E
Total renewable surface water,Bahrain,2017,0.004,E
Total renewable surface water,Bahrain,2018,0.004,E
Total renewable groundwater,Bahrain,1997,0.112,E
Total renewable groundwater,Bahrain,2002,0.112,E
Total renewable groundwater,Bahrain,2007,0.112,E
Total renewable groundwater,Bahrain,2012,0.112,E
Total renewable groundwater,Bahrain,2017,0.112,E
Total renewable groundwater,Bahrain,2018,0.112,E
Water resources: total external renewable,Bahrain,1997,0.112,E
Water resources: total external renewable,Bahrain,2002,0.112,E
Water resources: total external renewable,Bahrain,2007,0.112,E
Water resources: total external renewable,Bahrain,2012,0.112,E
Water resources: total external renewable,Bahrain,2017,0.112,E
Water resources: total external renewable,Bahrain,2018,0.112,E
Total renewable water resources,Bahrain,1997,0.116,E
Total renewable water resources,Bahrain,2002,0.116,E
Total renewable water resources,Bahrain,2007,0.116,E
Total renewable water resources,Bahrain,2012,0.116,E
Total renewable water resources,Bahrain,2017,0.116,E
Total renewable water resources,Bahrain,2018,0.116,E
Total renewable water resources per capita,Bahrain,1997,194.9805943883,E
Total renewable water resources per capita,Bahrain,2002,157.7917855773,E
Total renewable water resources per capita,Bahrain,2007,111.9778669954,E
Total renewable water resources per capita,Bahrain,2012,89.2346131833,E
Total renewable water resources per capita,Bahrain,2017,77.639959413,E
Total renewable water resources per capita,Bahrain,2018,73.9114311674,E
Total internal renewable water resources (IRWR),Bangladesh,1997,105.0,E
Total internal renewable water resources (IRWR),Bangladesh,2002,105.0,E
Total internal renewable water resources (IRWR),Bangladesh,2007,105.0,E
Total internal renewable water resources (IRWR),Bangladesh,2012,105.0,E
Total internal renewable water resources (IRWR),Bangladesh,2017,105.0,E
Total internal renewable water resources (IRWR),Bangladesh,2018,105.0,E
Total internal renewable water resources per capita,Bangladesh,1997,873.8307852816,E
Total internal renewable water resources per capita,Bangladesh,2002,792.5839145955,E
Total internal renewable water resources per capita,Bangladesh,2007,736.0137618031,E
Total internal renewable water resources per capita,Bangladesh,2012,695.3378109689,E
Total internal renewable water resources per capita,Bangladesh,2017,657.542794889,E
Total internal renewable water resources per capita,Bangladesh,2018,650.6515178138,E
Total renewable surface water,Bangladesh,1997,1205.91,E
Total renewable surface water,Bangladesh,2002,1205.91,E
Total renewable surface water,Bangladesh,2007,1205.91,E
Total renewable surface water,Bangladesh,2012,1205.91,E
Total renewable surface water,Bangladesh,2017,1205.91,E
Total renewable surface water,Bangladesh,2018,1205.91,E
Total renewable groundwater,Bangladesh,1997,21.122,E
Total renewable groundwater,Bangladesh,2002,21.122,E
Total renewable groundwater,Bangladesh,2007,21.122,E
Total renewable groundwater,Bangladesh,2012,21.122,E
Total renewable groundwater,Bangladesh,2017,21.122,E
Total renewable groundwater,Bangladesh,2018,21.122,E
Water resources: total external renewable,Bangladesh,1997,1122.032,E
Water resources: total external renewable,Bangladesh,2002,1122.032,E
Water resources: total external renewable,Bangladesh,2007,1122.032,E
Water resources: total external renewable,Bangladesh,2012,1122.032,E
Water resources: total external renewable,Bangladesh,2017,1122.032,E
Water resources: total external renewable,Bangladesh,2018,1122.032,E
Total renewable water resources,Bangladesh,1997,1227.032,E
Total renewable water resources,Bangladesh,2002,1227.032,E
Total renewable water resources,Bangladesh,2007,1227.032,E
Total renewable water resources,Bangladesh,2012,1227.032,E
Total renewable water resources,Bangladesh,2017,1227.032,E
Total renewable water resources,Bangladesh,2018,1227.032,E
Total renewable water resources per capita,Bangladesh,1997,10211.6032011967,E
Total renewable water resources per capita,Bangladesh,2002,9262.1507227995,E
Total renewable water resources per capita,Bangladesh,2007,8601.0708397404,E
Total renewable water resources per capita,Bangladesh,2012,8125.7309035122,E
Total renewable water resources per capita,Bangladesh,2017,7684.0576256979,E
Total renewable water resources per capita,Bangladesh,2018,7603.5260305347,E
Total internal renewable water resources (IRWR),Barbados,1997,0.08,E
Total internal renewable water resources (IRWR),Barbados,2002,0.08,E
Total internal renewable water resources (IRWR),Barbados,2007,0.08,E
Total internal renewable water resources (IRWR),Barbados,2012,0.08,E
Total internal renewable water resources (IRWR),Barbados,2017,0.08,E
Total internal renewable water resources (IRWR),Barbados,2018,0.08,E
Total internal renewable water resources per capita,Barbados,1997,298.2993209962,E
Total internal renewable water resources per capita,Barbados,2002,292.5848038767,E
Total internal renewable water resources per capita,Barbados,2007,287.0470039469,E
Total internal renewable water resources per capita,Barbados,2012,281.9870215473,E
Total internal renewable water resources per capita,Barbados,2017,279.4935576735,E
Total internal renewable water resources per capita,Barbados,2018,279.0947561584,E
Total renewable surface water,Barbados,1997,0.008,E
Total renewable surface water,Barbados,2002,0.008,E
Total renewable surface water,Barbados,2007,0.008,E
Total renewable surface water,Barbados,2012,0.008,E
Total renewable surface water,Barbados,2017,0.008,E
Total renewable surface water,Barbados,2018,0.008,E
Total renewable groundwater,Barbados,1997,0.074,E
Total renewable groundwater,Barbados,2002,0.074,E
Total renewable groundwater,Barbados,2007,0.074,E
Total renewable groundwater,Barbados,2012,0.074,E
Total renewable groundwater,Barbados,2017,0.074,E
Total renewable groundwater,Barbados,2018,0.074,E
Water resources: total external renewable,Barbados,1997,0.0,E
Water resources: total external renewable,Barbados,2002,0.0,E
Water resources: total external renewable,Barbados,2007,0.0,E
Water resources: total external renewable,Barbados,2012,0.0,E
Water resources: total external renewable,Barbados,2017,0.0,E
Water resources: total external renewable,Barbados,2018,0.0,E
Total renewable water resources,Barbados,1997,0.08,E
Total renewable water resources,Barbados,2002,0.08,E
Total renewable water resources,Barbados,2007,0.08,E
Total renewable water resources,Barbados,2012,0.08,E
Total renewable water resources,Barbados,2017,0.08,E
Total renewable water resources,Barbados,2018,0.08,E
Total renewable water resources per capita,Barbados,1997,298.2993209962,E
Total renewable water resources per capita,Barbados,2002,292.5848038767,E
Total renewable water resources per capita,Barbados,2007,287.0470039469,E
Total renewable water resources per capita,Barbados,2012,281.9870215473,E
Total renewable water resources per capita,Barbados,2017,279.4935576735,E
Total renewable water resources per capita,Barbados,2018,279.0947561584,E
Total internal renewable water resources (IRWR),Belarus,1997,34.0,E
Total internal renewable water resources (IRWR),Belarus,2002,34.0,E
Total internal renewable water resources (IRWR),Belarus,2007,34.0,E
Total internal renewable water resources (IRWR),Belarus,2012,34.0,E
Total internal renewable water resources (IRWR),Belarus,2017,34.0,E
Total internal renewable water resources (IRWR),Belarus,2018,34.0,E
Total internal renewable water resources per capita,Belarus,1997,3396.8090375901,E
Total internal renewable water resources per capita,Belarus,2002,3488.6382746919,E
Total internal renewable water resources per capita,Belarus,2007,3586.3030647597,E
Total internal renewable water resources per capita,Belarus,2012,3610.4740276303,E
Total internal renewable water resources per capita,Belarus,2017,3597.7956517677,E
Total internal renewable water resources per capita,Belarus,2018,3596.887507449,E
Total renewable surface water,Belarus,1997,57.9,E
Total renewable surface water,Belarus,2002,57.9,E
Total renewable surface water,Belarus,2007,57.9,E
Total renewable surface water,Belarus,2012,57.9,E
Total renewable surface water,Belarus,2017,57.9,E
Total renewable surface water,Belarus,2018,57.9,E
Total renewable groundwater,Belarus,1997,15.9,E
Total renewable groundwater,Belarus,2002,15.9,E
Total renewable groundwater,Belarus,2007,15.9,E
Total renewable groundwater,Belarus,2012,15.9,E
Total renewable groundwater,Belarus,2017,15.9,E
Total renewable groundwater,Belarus,2018,15.9,E
Water resources: total external renewable,Belarus,1997,23.9,E
Water resources: total external renewable,Belarus,2002,23.9,E
Water resources: total external renewable,Belarus,2007,23.9,E
Water resources: total external renewable,Belarus,2012,23.9,E
Water resources: total external renewable,Belarus,2017,23.9,E
Water resources: total external renewable,Belarus,2018,23.9,E
Total renewable water resources,Belarus,1997,57.9,E
Total renewable water resources,Belarus,2002,57.9,E
Total renewable water resources,Belarus,2007,57.9,E
Total renewable water resources,Belarus,2012,57.9,E
Total renewable water resources,Belarus,2017,57.9,E
Total renewable water resources,Belarus,2018,57.9,E
Total renewable water resources per capita,Belarus,1997,5784.5659787196,E
Total renewable water resources per capita,Belarus,2002,5940.9457677841,E
Total renewable water resources per capita,Belarus,2007,6107.2631602819,E
Total renewable water resources per capita,Belarus,2012,6148.4248882293,E
Total renewable water resources per capita,Belarus,2017,6126.834359922,E
Total renewable water resources per capita,Belarus,2018,6125.2878435676,E
Total internal renewable water resources (IRWR),Belgium,1997,12.0,E
Total internal renewable water resources (IRWR),Belgium,2002,12.0,E
Total internal renewable water resources (IRWR),Belgium,2007,12.0,E
Total internal renewable water resources (IRWR),Belgium,2012,12.0,E
Total internal renewable water resources (IRWR),Belgium,2017,12.0,E
Total internal renewable water resources (IRWR),Belgium,2018,12.0,E
Total internal renewable water resources per capita,Belgium,1997,1177.2785244776,E
Total internal renewable water resources per capita,Belgium,2002,1157.7552476463,E
Total internal renewable water resources per capita,Belgium,2007,1121.7498699705,E
Total internal renewable water resources per capita,Belgium,2012,1082.5090177512,E
Total internal renewable water resources per capita,Belgium,2017,1050.8112788478,E
Total internal renewable water resources per capita,Belgium,2018,1045.0978899648,E
Total renewable surface water,Belgium,1997,18.3,E
Total renewable surface water,Belgium,2002,18.3,E
Total renewable surface water,Belgium,2007,18.3,E
Total renewable surface water,Belgium,2012,18.3,E
Total renewable surface water,Belgium,2017,18.3,E
Total renewable surface water,Belgium,2018,18.3,E
Total renewable groundwater,Belgium,1997,0.9,E
Total renewable groundwater,Belgium,2002,0.9,E
Total renewable groundwater,Belgium,2007,0.9,E
Total renewable groundwater,Belgium,2012,0.9,E
Total renewable groundwater,Belgium,2017,0.9,E
Total renewable groundwater,Belgium,2018,0.9,E
Total exploitable water resources,Belgium,1997,1.0,E
Total exploitable water resources,Belgium,2002,1.0,E
Total exploitable water resources,Belgium,2007,1.0,E
Total exploitable water resources,Belgium,2012,1.0,E
Total exploitable water resources,Belgium,2017,1.0,E
Total exploitable water resources,Belgium,2018,1.0,E
Water resources: total external renewable,Belgium,1997,6.3,E
Water resources: total external renewable,Belgium,2002,6.3,E
Water resources: total external renewable,Belgium,2007,6.3,E
