,,Year,Value,Symbol
Fresh surface water withdrawal,Luxembourg,2017,0.0227,OF
Fresh groundwater withdrawal,Luxembourg,1997,0.0303,I
Fresh groundwater withdrawal,Luxembourg,2002,0.03022,I
Fresh groundwater withdrawal,Luxembourg,2007,0.02792,I
Fresh groundwater withdrawal,Luxembourg,2012,0.0209,X
Fresh groundwater withdrawal,Luxembourg,2017,0.0229,OF
Total freshwater withdrawal,Luxembourg,1997,0.0589,I
Total freshwater withdrawal,Luxembourg,2002,0.05666,I
Total freshwater withdrawal,Luxembourg,2007,0.04976,I
Total freshwater withdrawal,Luxembourg,2012,0.0446,E
Total freshwater withdrawal,Luxembourg,2017,0.0456,OF
Fresh groundwater withdrawal,Madagascar,2002,0.024,I
Fresh groundwater withdrawal,Madagascar,2007,0.024,I
Fresh groundwater withdrawal,Madagascar,2012,0.024,I
Fresh groundwater withdrawal,Madagascar,2017,0.024,I
Fresh groundwater withdrawal,Madagascar,2018,0.024,I
Total freshwater withdrawal,Madagascar,1997,13.9196125,I
Total freshwater withdrawal,Madagascar,2002,13.40476,I
Total freshwater withdrawal,Malawi,1997,1.086125,E
Total freshwater withdrawal,Malawi,2002,1.33802,E
Total freshwater withdrawal,Malawi,2007,1.3568,I
Total freshwater withdrawal,Malawi,2012,1.3568,I
Total freshwater withdrawal,Malawi,2017,1.3568,I
Total freshwater withdrawal,Malawi,2018,1.3568,I
Fresh surface water withdrawal,Malaysia,1997,5.3618947368,I
Fresh surface water withdrawal,Malaysia,2002,5.5763684211,I
Fresh surface water withdrawal,Malaysia,2007,5.7908421053,I
Fresh surface water withdrawal,Malaysia,2012,6.0053157895,I
Fresh surface water withdrawal,Malaysia,2017,6.617,OF
Fresh surface water withdrawal,Malaysia,2018,6.617,I
Fresh groundwater withdrawal,Malaysia,1997,0.1611631579,I
Fresh groundwater withdrawal,Malaysia,2002,0.1419789474,I
Fresh groundwater withdrawal,Malaysia,2007,0.1227947368,I
Fresh groundwater withdrawal,Malaysia,2012,0.1036105263,I
Fresh groundwater withdrawal,Malaysia,2017,0.0897,OF
Fresh groundwater withdrawal,Malaysia,2018,0.0897,I
Total freshwater withdrawal,Malaysia,1997,5.5230526316,I
Total freshwater withdrawal,Malaysia,2002,5.7183157895,I
Total freshwater withdrawal,Malaysia,2007,5.9135789474,I
Total freshwater withdrawal,Malaysia,2012,6.1088421053,I
Total freshwater withdrawal,Malaysia,2017,6.707,OF
Total freshwater withdrawal,Malaysia,2018,6.707,I
Total freshwater withdrawal,Maldives,1997,0.0049326923,E
Total freshwater withdrawal,Maldives,2002,0.005075,E
Total freshwater withdrawal,Maldives,2007,0.0046380952,I
Total freshwater withdrawal,Maldives,2012,0.0047,I
Total freshwater withdrawal,Maldives,2017,0.0047,I
Total freshwater withdrawal,Maldives,2018,0.0047,I
Fresh surface water withdrawal,Mali,2007,5.125,I
Fresh surface water withdrawal,Mali,2012,5.125,I
Fresh surface water withdrawal,Mali,2017,5.125,I
Fresh surface water withdrawal,Mali,2018,5.125,I
Fresh groundwater withdrawal,Mali,2007,0.061,I
Fresh groundwater withdrawal,Mali,2012,0.061,I
Fresh groundwater withdrawal,Mali,2017,0.061,I
Fresh groundwater withdrawal,Mali,2018,0.061,I
Total freshwater withdrawal,Mali,1997,4.0558421053,E
Total freshwater withdrawal,Mali,2002,5.1032631579,E
Total freshwater withdrawal,Mali,2007,5.186,I
Total freshwater withdrawal,Mali,2012,5.186,I
Total freshwater withdrawal,Mali,2017,5.186,I
Total freshwater withdrawal,Mali,2018,5.186,I
Fresh surface water withdrawal,Malta,1997,0.0,I
Fresh surface water withdrawal,Malta,2002,0.0,I
Fresh surface water withdrawal,Malta,2007,0.0013,I
Fresh surface water withdrawal,Malta,2012,0.0026,X
Fresh groundwater withdrawal,Malta,1997,0.0263571429,I
Fresh groundwater withdrawal,Malta,2002,0.034,I
Fresh groundwater withdrawal,Malta,2007,0.0355,I
Total freshwater withdrawal,Malta,1997,0.0263571429,I
Total freshwater withdrawal,Malta,2007,0.0368,E
Total freshwater withdrawal,Malta,2012,0.0401,X
Total freshwater withdrawal,Mauritania,1997,1.604575,E
Total freshwater withdrawal,Mauritania,2002,1.4711,E
Total freshwater withdrawal,Mauritania,2007,1.3482,E
Total freshwater withdrawal,Mauritania,2012,1.3482,E
Total freshwater withdrawal,Mauritania,2017,1.3482,E
Total freshwater withdrawal,Mauritania,2018,1.3482,E
Fresh surface water withdrawal,Mauritius,2007,0.518,OF
Fresh surface water withdrawal,Mauritius,2012,0.46,OF
Fresh surface water withdrawal,Mauritius,2017,0.468,OF
Fresh groundwater withdrawal,Mauritius,2007,0.112,OF
Fresh groundwater withdrawal,Mauritius,2012,0.122,OF
Fresh groundwater withdrawal,Mauritius,2017,0.142,OF
Total freshwater withdrawal,Mauritius,1997,0.613,I
Total freshwater withdrawal,Mauritius,2002,0.6866666667,I
Total freshwater withdrawal,Mauritius,2007,0.63,OF
Total freshwater withdrawal,Mauritius,2012,0.582,OF
Total freshwater withdrawal,Mauritius,2017,0.61,OF
Fresh surface water withdrawal,Mexico,1997,46.629341826,I
Fresh surface water withdrawal,Mexico,2012,50.95,OF
Fresh surface water withdrawal,Mexico,2017,53.45,OF
Fresh groundwater withdrawal,Mexico,1997,19.7113867455,I
Fresh groundwater withdrawal,Mexico,2012,31.78,OF
Fresh groundwater withdrawal,Mexico,2017,34.39,OF
Total freshwater withdrawal,Mexico,1997,66.3407285714,I
Total freshwater withdrawal,Mexico,2002,72.3,E
Total freshwater withdrawal,Mexico,2012,82.73,E
Total freshwater withdrawal,Mexico,2017,87.84,OF
Total freshwater withdrawal,Monaco,1997,0.006,E
Total freshwater withdrawal,Monaco,2002,0.0058,E
Total freshwater withdrawal,Monaco,2007,0.0055,E
Total freshwater withdrawal,Monaco,2012,0.005,I
Total freshwater withdrawal,Monaco,2017,0.005,I
Total freshwater withdrawal,Monaco,2018,0.005,I
Fresh surface water withdrawal,Mongolia,2007,0.097658642,I
Fresh surface water withdrawal,Mongolia,2012,0.0880724074,I
Fresh surface water withdrawal,Mongolia,2017,0.0830607407,I
Fresh surface water withdrawal,Mongolia,2018,0.0830607407,I
Fresh groundwater withdrawal,Mongolia,2007,0.4460080247,I
Fresh groundwater withdrawal,Mongolia,2012,0.4022275926,I
Fresh groundwater withdrawal,Mongolia,2017,0.3793392593,I
Fresh groundwater withdrawal,Mongolia,2018,0.3793392593,I
Total freshwater withdrawal,Mongolia,1997,0.4624615385,E
Total freshwater withdrawal,Mongolia,2002,0.5055384615,E
Total freshwater withdrawal,Mongolia,2007,0.5436666667,I
Total freshwater withdrawal,Mongolia,2012,0.4903,I
Total freshwater withdrawal,Mongolia,2017,0.4624,I
Total freshwater withdrawal,Mongolia,2018,0.4624,I
Total freshwater withdrawal,Montenegro,2007,0.1694333333,E
Total freshwater withdrawal,Montenegro,2012,0.1609,I
Total freshwater withdrawal,Montenegro,2017,0.1609,I
Total freshwater withdrawal,Montenegro,2018,0.1609,I
Fresh surface water withdrawal,Morocco,2002,11.0909398413,I
Fresh surface water withdrawal,Morocco,2007,9.3159774405,I
Fresh surface water withdrawal,Morocco,2012,8.251,I
Fresh surface water withdrawal,Morocco,2017,8.251,I
Fresh surface water withdrawal,Morocco,2018,8.251,I
Fresh groundwater withdrawal,Morocco,2002,3.7220601587,I
Fresh groundwater withdrawal,Morocco,2007,2.8470225595,I
Fresh groundwater withdrawal,Morocco,2012,2.322,I
Fresh groundwater withdrawal,Morocco,2017,2.322,I
Fresh groundwater withdrawal,Morocco,2018,2.322,I
Total freshwater withdrawal,Morocco,1997,11.65206,E
Total freshwater withdrawal,Morocco,2002,14.813,E
Total freshwater withdrawal,Morocco,2007,12.163,I
Total freshwater withdrawal,Morocco,2012,10.573,I
Total freshwater withdrawal,Morocco,2017,10.573,I
Total freshwater withdrawal,Morocco,2018,10.573,I
Total freshwater withdrawal,Mozambique,1997,0.7908945455,E
Total freshwater withdrawal,Mozambique,2002,0.9500514286,E
Total freshwater withdrawal,Mozambique,2007,1.1667485714,E
Total freshwater withdrawal,Mozambique,2012,1.3581557143,E
Total freshwater withdrawal,Mozambique,2017,1.473,I
Total freshwater withdrawal,Mozambique,2018,1.473,I
Fresh surface water withdrawal,Myanmar,2002,30.24,I
Fresh surface water withdrawal,Myanmar,2007,30.24,I
Fresh surface water withdrawal,Myanmar,2012,30.24,I
Fresh surface water withdrawal,Myanmar,2017,30.24,I
Fresh surface water withdrawal,Myanmar,2018,30.24,I
Fresh groundwater withdrawal,Myanmar,2002,2.991,I
Fresh groundwater withdrawal,Myanmar,2007,2.991,I
Fresh groundwater withdrawal,Myanmar,2012,2.991,I
Fresh groundwater withdrawal,Myanmar,2017,2.991,I
Fresh groundwater withdrawal,Myanmar,2018,2.991,I
Total freshwater withdrawal,Myanmar,1997,32.0785384615,E
Total freshwater withdrawal,Myanmar,2002,33.231,I
Total freshwater withdrawal,Myanmar,2007,33.231,I
Total freshwater withdrawal,Myanmar,2012,33.231,I
Total freshwater withdrawal,Myanmar,2017,33.231,I
Total freshwater withdrawal,Myanmar,2018,33.231,I
Fresh surface water withdrawal,Namibia,1997,0.1541333333,I
Fresh surface water withdrawal,Namibia,2007,0.1566,I
Fresh surface water withdrawal,Namibia,2012,0.1566,I
Fresh surface water withdrawal,Namibia,2017,0.1566,I
Fresh surface water withdrawal,Namibia,2018,0.1566,I
Fresh groundwater withdrawal,Namibia,1997,0.1207666667,I
Fresh groundwater withdrawal,Namibia,2007,0.1253,I
Fresh groundwater withdrawal,Namibia,2012,0.1253,I
Fresh groundwater withdrawal,Namibia,2017,0.1253,I
Fresh groundwater withdrawal,Namibia,2018,0.1253,I
Total freshwater withdrawal,Namibia,1997,0.2749,E
Total freshwater withdrawal,Namibia,2007,0.2819,I
Total freshwater withdrawal,Namibia,2012,0.2819,I
Total freshwater withdrawal,Namibia,2017,0.2819,I
Total freshwater withdrawal,Namibia,2018,0.2819,I
Total freshwater withdrawal,Nepal,2002,9.53634,E
Total freshwater withdrawal,Nepal,2007,9.4971,E
Total freshwater withdrawal,Nepal,2012,9.4971,E
Total freshwater withdrawal,Nepal,2017,9.4971,E
Total freshwater withdrawal,Nepal,2018,9.4971,E
Fresh surface water withdrawal,Netherlands,1997,5.8708,I
Fresh surface water withdrawal,Netherlands,2002,8.5248795053,I
Fresh surface water withdrawal,Netherlands,2007,9.946,OF
Fresh surface water withdrawal,Netherlands,2012,9.776,OF
Fresh groundwater withdrawal,Netherlands,1997,1.1177,I
Fresh groundwater withdrawal,Netherlands,2002,1.0486954947,I
Fresh groundwater withdrawal,Netherlands,2007,0.9956,X
Fresh groundwater withdrawal,Netherlands,2012,0.9403,X
Total freshwater withdrawal,Netherlands,1997,6.9885,I
Total freshwater withdrawal,Netherlands,2002,9.573575,I
Fresh surface water withdrawal,New Zealand,2002,2.768,I
Fresh surface water withdrawal,New Zealand,2007,3.51575,I
Fresh surface water withdrawal,New Zealand,2012,5.419,I
Fresh surface water withdrawal,New Zealand,2017,7.311,I
Fresh surface water withdrawal,New Zealand,2018,7.311,I
Fresh groundwater withdrawal,New Zealand,2002,1.1297142857,I
Fresh groundwater withdrawal,New Zealand,2007,1.4655,I
Fresh groundwater withdrawal,New Zealand,2012,2.119,I
Fresh groundwater withdrawal,New Zealand,2017,2.564,I
Fresh groundwater withdrawal,New Zealand,2018,2.564,I
Total freshwater withdrawal,New Zealand,1997,2.9628571429,I
Total freshwater withdrawal,New Zealand,2002,3.8977142857,I
Total freshwater withdrawal,New Zealand,2007,4.98125,I
Total freshwater withdrawal,New Zealand,2012,7.538,I
Total freshwater withdrawal,New Zealand,2017,9.875,I
Total freshwater withdrawal,New Zealand,2018,9.875,I
Total freshwater withdrawal,Nicaragua,2002,1.4558285714,E
Total freshwater withdrawal,Nicaragua,2007,1.5308,E
Total freshwater withdrawal,Nicaragua,2012,1.5433,E
Total freshwater withdrawal,Nicaragua,2017,1.5433,E
Total freshwater withdrawal,Nicaragua,2018,1.5433,E
Fresh surface water withdrawal,Niger,1997,0.0604818824,I
Fresh surface water withdrawal,Niger,2002,0.0718607059,I
Fresh surface water withdrawal,Niger,2007,0.0880728889,I
Fresh surface water withdrawal,Niger,2012,0.1115351111,I
Fresh surface water withdrawal,Niger,2017,0.139776,I
Fresh surface water withdrawal,Niger,2018,0.139776,I
Fresh groundwater withdrawal,Niger,1997,0.6955416471,I
Fresh groundwater withdrawal,Niger,2002,0.8263981176,I
Fresh groundwater withdrawal,Niger,2007,1.0128382222,I
Fresh groundwater withdrawal,Niger,2012,1.2826537778,I
Fresh groundwater withdrawal,Niger,2017,1.607424,I
Fresh groundwater withdrawal,Niger,2018,1.607424,I
Total freshwater withdrawal,Niger,1997,0.7560235294,I
Total freshwater withdrawal,Niger,2002,0.8982588235,I
Total freshwater withdrawal,Niger,2007,1.1009111111,I
Total freshwater withdrawal,Niger,2012,1.3941888889,I
Total freshwater withdrawal,Niger,2017,1.7472,I
Total freshwater withdrawal,Niger,2018,1.7472,I
Total freshwater withdrawal,Nigeria,1997,9.2153846154,I
Total freshwater withdrawal,Nigeria,2002,10.8102,E
Total freshwater withdrawal,Nigeria,2007,11.9314,E
Total freshwater withdrawal,Nigeria,2012,12.472,E
Total freshwater withdrawal,Nigeria,2017,12.472,E
Total freshwater withdrawal,Nigeria,2018,12.472,E
Fresh surface water withdrawal,North Macedonia,2002,0.5852,X
Fresh surface water withdrawal,North Macedonia,2007,0.4349,X
Fresh surface water withdrawal,North Macedonia,2012,0.5348371693,I
Fresh surface water withdrawal,North Macedonia,2017,0.8823799064,I
Fresh surface water withdrawal,North Macedonia,2018,0.8823799064,I
Fresh groundwater withdrawal,North Macedonia,2002,0.048,X
Fresh groundwater withdrawal,North Macedonia,2007,0.1163,X
Fresh groundwater withdrawal,North Macedonia,2012,0.0979628307,I
Fresh groundwater withdrawal,North Macedonia,2017,0.1616200936,I
Fresh groundwater withdrawal,North Macedonia,2018,0.1616200936,I
Total freshwater withdrawal,North Macedonia,1997,1.33925,I
Total freshwater withdrawal,North Macedonia,2002,0.6332,E
Total freshwater withdrawal,North Macedonia,2007,0.5512,E
Total freshwater withdrawal,North Macedonia,2012,0.6328,I
Total freshwater withdrawal,North Macedonia,2017,1.044,I
Total freshwater withdrawal,North Macedonia,2018,1.044,I
Total freshwater withdrawal,Norway,1997,2.3960333333,I
Total freshwater withdrawal,Norway,2002,2.5540428571,E
Total freshwater withdrawal,Norway,2007,3.026,E
Total freshwater withdrawal,Norway,2012,2.7318,E
Total freshwater withdrawal,Norway,2017,2.6911,E
Total freshwater withdrawal,Norway,2018,2.6911,E
Fresh surface water withdrawal,Oman,2007,0.0408,I
Fresh surface water withdrawal,Oman,2012,0.0918,I
Fresh groundwater withdrawal,Oman,2007,1.3244,I
Fresh groundwater withdrawal,Oman,2012,1.4974,I
Total freshwater withdrawal,Oman,1997,1.2447878788,E
Total freshwater withdrawal,Oman,2002,1.2565,E
Total freshwater withdrawal,Oman,2007,1.3652,I
Total freshwater withdrawal,Oman,2012,1.5892,I
Fresh surface water withdrawal,Pakistan,2012,128.3,OF
Fresh surface water withdrawal,Pakistan,2017,138.3,OF
Fresh groundwater withdrawal,Pakistan,2012,59.58,OF
Fresh groundwater withdrawal,Pakistan,2017,61.67,OF
Total freshwater withdrawal,Pakistan,1997,166.9066666667,I
Total freshwater withdrawal,Pakistan,2002,175.1115,E
Total freshwater withdrawal,Pakistan,2007,181.94625,E
Total freshwater withdrawal,Pakistan,2012,187.88,E
Total freshwater withdrawal,Panama,2012,1.1555333333,I
Total freshwater withdrawal,Panama,2017,1.2114,I
Total freshwater withdrawal,Panama,2018,1.2114,I
Total freshwater withdrawal,Papua New Guinea,2002,0.31968,I
Total freshwater withdrawal,Papua New Guinea,2007,0.3921,I
Total freshwater withdrawal,Papua New Guinea,2012,0.3921,I
Total freshwater withdrawal,Papua New Guinea,2017,0.3921,I
Total freshwater withdrawal,Papua New Guinea,2018,0.3921,I
Fresh surface water withdrawal,Paraguay,2017,1.969,I
Fresh surface water withdrawal,Paraguay,2018,1.969,I
Fresh groundwater withdrawal,Paraguay,2012,0.444,I
Fresh groundwater withdrawal,Paraguay,2017,0.444,I
Fresh groundwater withdrawal,Paraguay,2018,0.444,I
Total freshwater withdrawal,Paraguay,1997,0.4761538462,I
Total freshwater withdrawal,Paraguay,2002,0.823969697,E
Total freshwater withdrawal,Paraguay,2007,1.6588939394,E
Total freshwater withdrawal,Paraguay,2012,2.413,E
Total freshwater withdrawal,Paraguay,2017,2.413,I
Total freshwater withdrawal,Paraguay,2018,2.413,I
Fresh surface water withdrawal,Peru,2012,12.9067286136,I
Fresh surface water withdrawal,Peru,2017,24.4492286136,I
Fresh groundwater withdrawal,Peru,2012,1.9305403392,I
Fresh groundwater withdrawal,Peru,2017,1.1720403392,I
Total freshwater withdrawal,Peru,2012,14.8372689528,E
Total freshwater withdrawal,Peru,2017,25.6212689528,E
Fresh surface water withdrawal,Philippines,2007,78.5725156547,I
Fresh surface water withdrawal,Philippines,2012,80.9361763696,I
Fresh surface water withdrawal,Philippines,2017,88.01,OF
Fresh groundwater withdrawal,Philippines,2007,2.9234843453,I
Fresh groundwater withdrawal,Philippines,2012,3.3118236304,I
Fresh groundwater withdrawal,Philippines,2017,4.739,OF
Total freshwater withdrawal,Philippines,2007,81.496,E
Total freshwater withdrawal,Philippines,2012,84.248,E
Total freshwater withdrawal,Philippines,2017,92.75,OF
Fresh surface water withdrawal,Poland,2017,8.407,OF
Fresh groundwater withdrawal,Poland,1997,2.9,X
Fresh groundwater withdrawal,Poland,2002,2.662,X
Fresh groundwater withdrawal,Poland,2007,2.671,X
Fresh groundwater withdrawal,Poland,2012,2.644,X
Fresh groundwater withdrawal,Poland,2017,1.673,OF
Total freshwater withdrawal,Poland,1997,12.793,E
Total freshwater withdrawal,Poland,2002,11.719,E
Total freshwater withdrawal,Poland,2017,10.08,OF
Fresh surface water withdrawal,Portugal,2012,5.1361666667,I
Fresh groundwater withdrawal,Portugal,2007,4.794,X
Fresh groundwater withdrawal,Portugal,2012,3.6762777778,I
Total freshwater withdrawal,Portugal,1997,11.7069714286,E
Total freshwater withdrawal,Portugal,2002,10.1979341353,E
Total freshwater withdrawal,Portugal,2012,8.8124444444,I
Total freshwater withdrawal,Portugal,2017,6.16147,E
Fresh surface water withdrawal,Puerto Rico,1997,0.64086,I
Fresh surface water withdrawal,Puerto Rico,2002,0.71848,I
Fresh surface water withdrawal,Puerto Rico,2007,0.81484,I
Fresh surface water withdrawal,Puerto Rico,2012,0.7996,I
Fresh surface water withdrawal,Puerto Rico,2017,0.733,I
Fresh surface water withdrawal,Puerto Rico,2018,0.733,I
Fresh groundwater withdrawal,Puerto Rico,1997,0.19787,I
Fresh groundwater withdrawal,Puerto Rico,2002,0.19472,I
Fresh groundwater withdrawal,Puerto Rico,2007,0.19088,I
Fresh groundwater withdrawal,Puerto Rico,2012,0.16042,I
Fresh groundwater withdrawal,Puerto Rico,2017,0.142,I
Fresh groundwater withdrawal,Puerto Rico,2018,0.142,I
Total freshwater withdrawal,Puerto Rico,1997,0.83876,I
Total freshwater withdrawal,Puerto Rico,2002,0.9132,I
Total freshwater withdrawal,Puerto Rico,2007,1.00584,I
Total freshwater withdrawal,Puerto Rico,2012,0.9602,I
Total freshwater withdrawal,Puerto Rico,2017,0.875,I
Total freshwater withdrawal,Puerto Rico,2018,0.875,I
Fresh surface water withdrawal,Qatar,2007,0.0,I
Fresh surface water withdrawal,Qatar,2012,0.0,I
Fresh groundwater withdrawal,Qatar,2007,0.2253,I
Fresh groundwater withdrawal,Qatar,2012,0.24605,I
Total freshwater withdrawal,Qatar,1997,0.1623,I
Total freshwater withdrawal,Qatar,2002,0.18674,E
Total freshwater withdrawal,Qatar,2007,0.2253,I
Total freshwater withdrawal,Qatar,2012,0.24605,I
Fresh surface water withdrawal,Republic of Korea,1997,22.2,X
Fresh surface water withdrawal,Republic of Korea,2002,25.7,X
Fresh surface water withdrawal,Republic of Korea,2007,25.48,I
Fresh surface water withdrawal,Republic of Korea,2012,25.48,I
Fresh surface water withdrawal,Republic of Korea,2017,25.48,I
Fresh surface water withdrawal,Republic of Korea,2018,25.48,I
Fresh groundwater withdrawal,Republic of Korea,1997,3.24,X
Fresh groundwater withdrawal,Republic of Korea,2002,3.468,X
Fresh groundwater withdrawal,Republic of Korea,2007,3.717,I
Fresh groundwater withdrawal,Republic of Korea,2012,3.717,I
Fresh groundwater withdrawal,Republic of Korea,2017,3.717,I
Fresh groundwater withdrawal,Republic of Korea,2018,3.717,I
Total freshwater withdrawal,Republic of Korea,1997,25.44,E
Total freshwater withdrawal,Republic of Korea,2002,29.168,E
Total freshwater withdrawal,Republic of Korea,2007,29.197,I
Total freshwater withdrawal,Republic of Korea,2012,29.197,I
Total freshwater withdrawal,Republic of Korea,2017,29.197,I
Total freshwater withdrawal,Republic of Korea,2018,29.197,I
Fresh surface water withdrawal,Republic of Moldova,2002,0.734,OF
Fresh surface water withdrawal,Republic of Moldova,2007,0.718,I
Fresh surface water withdrawal,Republic of Moldova,2012,0.721,OF
Fresh surface water withdrawal,Republic of Moldova,2017,0.713,OF
Fresh surface water withdrawal,Republic of Moldova,2018,0.709,OF
Fresh groundwater withdrawal,Republic of Moldova,2002,0.132,OF
Fresh groundwater withdrawal,Republic of Moldova,2007,0.136,I
Fresh groundwater withdrawal,Republic of Moldova,2012,0.129,OF
Fresh groundwater withdrawal,Republic of Moldova,2017,0.127,OF
Fresh groundwater withdrawal,Republic of Moldova,2018,0.128,OF
Total freshwater withdrawal,Republic of Moldova,1997,1.4889545455,E
Total freshwater withdrawal,Republic of Moldova,2002,0.866,OF
Total freshwater withdrawal,Republic of Moldova,2007,0.854,OF
Total freshwater withdrawal,Republic of Moldova,2012,0.85,OF
Total freshwater withdrawal,Republic of Moldova,2017,0.84,OF
Total freshwater withdrawal,Republic of Moldova,2018,0.837,OF
Fresh surface water withdrawal,Republic of Serbia,2007,3.426,X
Fresh surface water withdrawal,Republic of Serbia,2012,3.896,OF
Fresh surface water withdrawal,Republic of Serbia,2017,4.917,OF
Fresh groundwater withdrawal,Republic of Serbia,2007,0.5318,X
Fresh groundwater withdrawal,Republic of Serbia,2012,0.507,OF
Fresh groundwater withdrawal,Republic of Serbia,2017,0.46,OF
Total freshwater withdrawal,Republic of Serbia,2007,3.9578,E
Total freshwater withdrawal,Republic of Serbia,2012,4.403,OF
Total freshwater withdrawal,Republic of Serbia,2017,5.377,OF
Fresh surface water withdrawal,Romania,2007,6.24,X
Fresh surface water withdrawal,Romania,2012,5.884,X
Fresh surface water withdrawal,Romania,2017,6.126,OF
Fresh groundwater withdrawal,Romania,2007,0.644,X
Fresh groundwater withdrawal,Romania,2012,0.598,X
Fresh groundwater withdrawal,Romania,2017,0.647,OF
Total freshwater withdrawal,Romania,1997,12.46,E
Total freshwater withdrawal,Romania,2002,9.222,E
Total freshwater withdrawal,Romania,2007,6.884,E
Total freshwater withdrawal,Romania,2012,6.482,E
Total freshwater withdrawal,Romania,2017,6.773,OF
Total freshwater withdrawal,Russian Federation,1997,72.4985714286,E
Total freshwater withdrawal,Russian Federation,2002,65.7666666667,E
Total freshwater withdrawal,Russian Federation,2007,63.6,E
Total freshwater withdrawal,Russian Federation,2012,64.0,OF
Total freshwater withdrawal,Rwanda,2002,0.16356,E
Total freshwater withdrawal,Rwanda,2007,0.1839,E
Total freshwater withdrawal,Rwanda,2012,0.1839,E
Total freshwater withdrawal,Rwanda,2017,0.1839,E
Total freshwater withdrawal,Rwanda,2018,0.1839,E
Fresh surface water withdrawal,Saint Kitts and Nevis,2017,0.0046,I
Fresh surface water withdrawal,Saint Kitts and Nevis,2018,0.0046,I
Fresh groundwater withdrawal,Saint Kitts and Nevis,2017,0.0076,I
Fresh groundwater withdrawal,Saint Kitts and Nevis,2018,0.0076,I
Total freshwater withdrawal,Saint Kitts and Nevis,2012,0.0122,E
Total freshwater withdrawal,Saint Kitts and Nevis,2017,0.0122,I
Total freshwater withdrawal,Saint Kitts and Nevis,2018,0.0122,I
Total freshwater withdrawal,Saint Lucia,2007,0.0429,E
Total freshwater withdrawal,Saint Lucia,2012,0.0429,I
Total freshwater withdrawal,Saint Lucia,2017,0.0429,I
Total freshwater withdrawal,Saint Lucia,2018,0.0429,I
Fresh surface water withdrawal,Saint Vincent and the Grenadines,2007,0.0091,I
Fresh surface water withdrawal,Saint Vincent and the Grenadines,2012,0.0081,I
Fresh surface water withdrawal,Saint Vincent and the Grenadines,2017,0.0079,I
Fresh surface water withdrawal,Saint Vincent and the Grenadines,2018,0.0079,I
Fresh groundwater withdrawal,Saint Vincent and the Grenadines,2007,0.0,I
Fresh groundwater withdrawal,Saint Vincent and the Grenadines,2012,0.0,I
Fresh groundwater withdrawal,Saint Vincent and the Grenadines,2017,0.0,I
Fresh groundwater withdrawal,Saint Vincent and the Grenadines,2018,0.0,I
Total freshwater withdrawal,Saint Vincent and the Grenadines,1997,0.0099,I
Total freshwater withdrawal,Saint Vincent and the Grenadines,2002,0.0094174444,E
Total freshwater withdrawal,Saint Vincent and the Grenadines,2007,0.0091,I
Total freshwater withdrawal,Saint Vincent and the Grenadines,2012,0.0081,I
Total freshwater withdrawal,Saint Vincent and the Grenadines,2017,0.0079,I
Total freshwater withdrawal,Saint Vincent and the Grenadines,2018,0.0079,I
Total freshwater withdrawal,Sao Tome and Principe,1997,0.0128956522,I
Total freshwater withdrawal,Sao Tome and Principe,2002,0.0202652174,I
Total freshwater withdrawal,Sao Tome and Principe,2007,0.0276347826,I
Total freshwater withdrawal,Sao Tome and Principe,2012,0.0350043478,I
Total freshwater withdrawal,Sao Tome and Principe,2017,0.0409,I
Total freshwater withdrawal,Sao Tome and Principe,2018,0.0409,I
Fresh surface water withdrawal,Saudi Arabia,2007,0.9508333333,I
Fresh surface water withdrawal,Saudi Arabia,2012,0.205,OF
Fresh surface water withdrawal,Saudi Arabia,2017,0.19,OF
Fresh groundwater withdrawal,Saudi Arabia,2007,21.51625,I
Fresh groundwater withdrawal,Saudi Arabia,2012,21.3975,I
Fresh groundwater withdrawal,Saudi Arabia,2017,21.01,OF
Total freshwater withdrawal,Saudi Arabia,1997,18.368625,E
Total freshwater withdrawal,Saudi Arabia,2002,20.346725,E
Total freshwater withdrawal,Saudi Arabia,2007,22.4670833333,E
Total freshwater withdrawal,Saudi Arabia,2012,21.6025,E
Total freshwater withdrawal,Saudi Arabia,2017,21.2,OF
Total freshwater withdrawal,Senegal,1997,1.5368846154,I
Total freshwater withdrawal,Senegal,2002,2.22095,E
Total freshwater withdrawal,Senegal,2007,2.22095,I
Total freshwater withdrawal,Senegal,2012,2.22095,I
Total freshwater withdrawal,Senegal,2017,2.22095,I
Total freshwater withdrawal,Senegal,2018,2.22095,I
Fresh surface water withdrawal,Seychelles,1997,0.0112624442,I
Fresh surface water withdrawal,Seychelles,2002,0.0110514718,I
Fresh surface water withdrawal,Seychelles,2007,0.0110092773,I
Fresh surface water withdrawal,Seychelles,2012,0.0110092773,I
Fresh surface water withdrawal,Seychelles,2017,0.0110092773,I
Fresh surface water withdrawal,Seychelles,2018,0.0110092773,I
Fresh groundwater withdrawal,Seychelles,1997,0.0002912701,I
Fresh groundwater withdrawal,Seychelles,2002,0.0002858139,I
Fresh groundwater withdrawal,Seychelles,2007,0.0002847227,I
Fresh groundwater withdrawal,Seychelles,2012,0.0002847227,I
Fresh groundwater withdrawal,Seychelles,2017,0.0002847227,I
Fresh groundwater withdrawal,Seychelles,2018,0.0002847227,I
Total freshwater withdrawal,Seychelles,1997,0.0115537143,I
Total freshwater withdrawal,Seychelles,2002,0.0113372857,I
Total freshwater withdrawal,Seychelles,2007,0.011294,I
