,,,Value,Symbol
Argentina,Harvested irrigated temporary crop area: Cotton,49,17.0,I
Argentina,Harvested irrigated temporary crop area: Fodder,52,380.0,I
Argentina,Harvested irrigated temporary crop area: Flowers,58,2.952,I
Argentina,Harvested irrigated temporary crop area: Other crops,64,9.0,I
Argentina,Harvested irrigated permanent crop area: Other crops,70,493.1,I
Armenia,Harvested irrigated temporary crop area: Wheat,4,35.0,I
Armenia,Harvested irrigated temporary crop area: Barley,10,5.9,I
Armenia,Harvested irrigated temporary crop area: Maize,16,3.1,I
Armenia,Harvested irrigated temporary crop area: Other cereals,20,0.3,I
Armenia,Harvested irrigated temporary crop area: Potatoes,24,24.0,I
Armenia,Harvested irrigated temporary crop area: Other roots and tubers,30,32.6,I
Armenia,Harvested irrigated temporary crop area: Sugar beet,34,0.2,I
Armenia,Harvested irrigated temporary crop area: Leguminous crops,38,2.0,I
Armenia,Harvested irrigated temporary crop area: Vegetables,44,23.2,I
Armenia,Harvested irrigated temporary crop area: Tobacco,48,0.2,I
Armenia,Harvested irrigated temporary crop area: Fodder,52,26.0,I
Armenia,Harvested irrigated temporary crop area: Sunflower,56,0.2,I
Armenia,Harvested irrigated temporary crop area: Other crops,62,5.0,I
Armenia,Harvested irrigated permanent crop area: Other crops,68,50.9,I
Australia,Harvested irrigated temporary crop area: Rice,1,113.6,I
Australia,Harvested irrigated temporary crop area: Other cereals,4,300.7,I
Australia,Harvested irrigated temporary crop area: Sugarcane,7,170.2,I
Australia,Harvested irrigated temporary crop area: Vegetables,10,102.9,I
Australia,Harvested irrigated temporary crop area: Cotton,13,365.3,I
Australia,Harvested irrigated temporary crop area: Fodder,16,188.4,I
Australia,Harvested irrigated temporary crop area: Soybeans,19,29.05,I
Australia,Harvested irrigated temporary crop area: Flowers,22,11.04,I
Australia,Harvested irrigated temporary crop area: Other crops,25,87.9,I
Australia,Harvested irrigated permanent crop area: Other crops,27,50.64,I
Austria,Harvested irrigated temporary crop area: Wheat,4,2.65,I
Austria,Harvested irrigated temporary crop area: Maize,10,7.4,I
Austria,Harvested irrigated temporary crop area: Other cereals,13,8.5,I
Austria,Harvested irrigated temporary crop area: Potatoes,19,3.2,I
Austria,Harvested irrigated temporary crop area: Sugar beet,25,6.7,I
Austria,Harvested irrigated temporary crop area: Leguminous crops,28,6.5,I
Austria,Harvested irrigated temporary crop area: Vegetables,31,2.2,I
Austria,Harvested irrigated permanent crop area: Citrus,37,0.0,I
Austria,Harvested irrigated temporary crop area: Fodder,43,0.62,I
Austria,Harvested irrigated temporary crop area: Soybeans,49,0.32,I
Austria,Harvested irrigated temporary crop area: Sunflower,55,1.17,I
Austria,Harvested irrigated temporary crop area: Other crops,58,4.2,I
Austria,Harvested irrigated permanent crop area: Other crops,64,1.78,I
Azerbaijan,Harvested irrigated temporary crop area: Wheat,4,610.9,I
Azerbaijan,Harvested irrigated temporary crop area: Rice,10,2.573,I
Azerbaijan,Harvested irrigated temporary crop area: Barley,16,158.9,I
Azerbaijan,Harvested irrigated temporary crop area: Maize,22,33.19,I
Azerbaijan,Harvested irrigated temporary crop area: Other cereals,28,9.302,I
Azerbaijan,Harvested irrigated temporary crop area: Potatoes,32,65.8,I
Azerbaijan,Harvested irrigated temporary crop area: Other roots and tubers,38,6.091,I
Azerbaijan,Harvested irrigated temporary crop area: Sugar beet,42,3.202,I
Azerbaijan,Harvested irrigated temporary crop area: Leguminous crops,48,0.041,I
Azerbaijan,Harvested irrigated temporary crop area: Vegetables,54,77.25,I
Azerbaijan,Harvested irrigated permanent crop area: Tea,58,3.658,I
Azerbaijan,Harvested irrigated temporary crop area: Tobacco,62,2.649,I
Azerbaijan,Harvested irrigated temporary crop area: Cotton,68,78.16,I
Azerbaijan,Harvested irrigated permanent crop area: Oil palm,74,11.14,I
Azerbaijan,Harvested irrigated temporary crop area: Sunflower,78,11.38,I
Azerbaijan,Harvested irrigated temporary crop area: Other crops,82,236.8,I
Azerbaijan,Harvested irrigated permanent crop area: Other crops,88,97.75,I
Bahrain,Harvested irrigated temporary crop area: Vegetables,4,1.015,I
Bahrain,Harvested irrigated temporary crop area: Fodder,10,0.79,I
Bahrain,Harvested irrigated permanent crop area: Other crops,16,2.21,I
Bangladesh,Harvested irrigated temporary crop area: Wheat,4,313.0,I
Bangladesh,Harvested irrigated temporary crop area: Rice,10,4341.0,I
Bangladesh,Harvested irrigated temporary crop area: Barley,13,0.81,I
Bangladesh,Harvested irrigated temporary crop area: Maize,16,90.0,I
Bangladesh,Harvested irrigated temporary crop area: Millet,19,0.4,I
Bangladesh,Harvested irrigated temporary crop area: Sorghum,22,0.1,I
Bangladesh,Harvested irrigated temporary crop area: Other cereals,25,25.0,I
Bangladesh,Harvested irrigated temporary crop area: Potatoes,28,263.0,I
Bangladesh,Harvested irrigated temporary crop area: Sugarcane,34,43.0,I
Bangladesh,Harvested irrigated temporary crop area: Leguminous crops,37,156.0,I
Bangladesh,Harvested irrigated temporary crop area: Vegetables,40,236.0,I
Bangladesh,Harvested irrigated permanent crop area: Tea,43,40.0,I
Bangladesh,Harvested irrigated temporary crop area: Tobacco,46,18.0,I
Bangladesh,Harvested irrigated temporary crop area: Cotton,49,6.5,I
Bangladesh,Harvested irrigated temporary crop area: Sesame,52,30.0,I
Bangladesh,Harvested irrigated temporary crop area: Other crops,58,414.0,I
Bangladesh,Harvested irrigated permanent crop area: Other crops,64,89.13,I
Belarus,Harvested irrigated temporary crop area: Potatoes,1,2.9,I
Belarus,Harvested irrigated temporary crop area: Leguminous crops,4,2.3,I
Belarus,Harvested irrigated temporary crop area: Vegetables,7,3.0,I
Belgium,Harvested irrigated temporary crop area: Barley,1,1.535,I
Belgium,Harvested irrigated temporary crop area: Maize,5,0.36,I
Belgium,Harvested irrigated temporary crop area: Potatoes,9,2.3,I
Belgium,Harvested irrigated temporary crop area: Sugar beet,13,0.6,I
Belgium,Harvested irrigated temporary crop area: Fodder,17,0.23,I
Belgium,Harvested irrigated permanent crop area: Other crops,21,1.23,I
Belize,Harvested irrigated temporary crop area: Rice,4,1.338,I
Belize,Harvested irrigated temporary crop area: Sugarcane,8,0.2,I
Belize,Harvested irrigated temporary crop area: Vegetables,12,0.074,I
Belize,Harvested irrigated permanent crop area: Bananas,16,1.215,I
Belize,Harvested irrigated permanent crop area: Other crops,22,0.6,I
Benin,Harvested irrigated temporary crop area: Rice,4,10.94,I
Benin,Harvested irrigated temporary crop area: Other roots and tubers,7,4.625,I
Benin,Harvested irrigated temporary crop area: Sugarcane,10,3.514,I
Benin,Harvested irrigated temporary crop area: Vegetables,16,2.719,I
Benin,Harvested irrigated permanent crop area: Other crops,22,0.07,I
Bhutan,Harvested irrigated temporary crop area: Rice,3,30.4,I
Bhutan,Harvested irrigated temporary crop area: Potatoes,8,0.5,I
Bolivia,Harvested irrigated temporary crop area: Wheat,1,11.14,I
Bolivia,Harvested irrigated temporary crop area: Rice,4,35.23,I
Bolivia,Harvested irrigated temporary crop area: Barley,7,8.648,I
Bolivia,Harvested irrigated temporary crop area: Maize,10,57.57,I
Bolivia,Harvested irrigated temporary crop area: Sorghum,13,1.302,I
Bolivia,Harvested irrigated temporary crop area: Other cereals,16,6.276,I
Bolivia,Harvested irrigated temporary crop area: Potatoes,19,57.75,I
Bolivia,Harvested irrigated temporary crop area: Sweet potatoes,22,0.421,I
Bolivia,Harvested irrigated temporary crop area: Cassava,25,0.883,I
Bolivia,Harvested irrigated temporary crop area: Other roots and tubers,28,2.428,I
Bolivia,Harvested irrigated permanent crop area: Plantains,31,1.245,I
Bolivia,Harvested irrigated temporary crop area: Sugarcane,34,1.83,I
Bolivia,Harvested irrigated temporary crop area: Leguminous crops,37,27.79,I
Bolivia,Harvested irrigated temporary crop area: Vegetables,40,22.82,I
Bolivia,Harvested irrigated permanent crop area: Bananas,43,0.854,I
Bolivia,Harvested irrigated permanent crop area: Citrus,46,3.271,I
Bolivia,Harvested irrigated permanent crop area: Cocoa beans,49,1.431,I
Bolivia,Harvested irrigated permanent crop area: Coffee,52,2.452,I
Bolivia,Harvested irrigated temporary crop area: Fodder,55,21.25,I
Bolivia,Harvested irrigated temporary crop area: Groundnuts,58,1.417,I
Bolivia,Harvested irrigated temporary crop area: Sesame,61,0.53,I
Bolivia,Harvested irrigated temporary crop area: Other crops,64,8.285,I
Bolivia,Harvested irrigated permanent crop area: Other crops,67,9.415,I
Botswana,Harvested irrigated temporary crop area: Maize,4,0.35,I
Botswana,Harvested irrigated temporary crop area: Vegetables,10,0.299,I
Botswana,Harvested irrigated permanent crop area: Citrus,16,0.321,I
Botswana,Harvested irrigated temporary crop area: Cotton,22,0.1,I
Botswana,Harvested irrigated temporary crop area: Fodder,28,0.22,I
Botswana,Harvested irrigated permanent crop area: Other crops,34,0.2,I
Brazil,Harvested irrigated temporary crop area: Wheat,2,19.0,I
Brazil,Harvested irrigated temporary crop area: Rice,8,1129.0,I
Brazil,Harvested irrigated temporary crop area: Maize,12,559.0,I
Brazil,Harvested irrigated temporary crop area: Potatoes,16,23.0,I
Brazil,Harvested irrigated temporary crop area: Sugarcane,20,1705.0,I
Brazil,Harvested irrigated temporary crop area: Leguminous crops,24,315.9,I
Brazil,Harvested irrigated temporary crop area: Vegetables,30,151.8,I
Brazil,Harvested irrigated permanent crop area: Bananas,34,27.0,I
Brazil,Harvested irrigated permanent crop area: Citrus,38,157.5,I
Brazil,Harvested irrigated permanent crop area: Coffee,42,262.2,I
Brazil,Harvested irrigated temporary crop area: Tobacco,46,64.0,I
Brazil,Harvested irrigated temporary crop area: Cotton,50,207.0,I
Brazil,Harvested irrigated temporary crop area: Soybeans,54,624.2,I
Brunei Darussalam,Harvested irrigated temporary crop area: Rice,4,0.375,I
Bulgaria,Harvested irrigated temporary crop area: Wheat,2,0.01,I
Bulgaria,Harvested irrigated temporary crop area: Rice,5,10.8,I
Bulgaria,Harvested irrigated temporary crop area: Maize,9,17.0,I
Bulgaria,Harvested irrigated temporary crop area: Potatoes,13,3.7,I
Bulgaria,Harvested irrigated temporary crop area: Sugar beet,17,0.03,I
Bulgaria,Harvested irrigated temporary crop area: Leguminous crops,20,4.3,I
Bulgaria,Harvested irrigated temporary crop area: Vegetables,23,20.2,I
Bulgaria,Harvested irrigated temporary crop area: Tobacco,26,7.0,I
Bulgaria,Harvested irrigated temporary crop area: Cotton,29,1.4,I
Bulgaria,Harvested irrigated temporary crop area: Fodder,33,2.7,I
Bulgaria,Harvested irrigated temporary crop area: Soybeans,37,0.01,I
Bulgaria,Harvested irrigated temporary crop area: Sunflower,41,4.9,I
Bulgaria,Harvested irrigated temporary crop area: Other crops,44,2.2,I
Bulgaria,Harvested irrigated permanent crop area: Other crops,48,5.0,I
Burkina Faso,Harvested irrigated temporary crop area: Rice,4,15.0,I
Burkina Faso,Harvested irrigated temporary crop area: Maize,9,2.73,I
Burkina Faso,Harvested irrigated temporary crop area: Sorghum,15,4.0,I
Burkina Faso,Harvested irrigated temporary crop area: Other cereals,19,0.111,I
Burkina Faso,Harvested irrigated temporary crop area: Potatoes,25,0.061,I
Burkina Faso,Harvested irrigated temporary crop area: Other roots and tubers,28,3.724,I
Burkina Faso,Harvested irrigated temporary crop area: Sugarcane,34,3.9,I
Burkina Faso,Harvested irrigated temporary crop area: Vegetables,40,10.0,I
Burkina Faso,Harvested irrigated temporary crop area: Tobacco,46,0.061,I
Burkina Faso,Harvested irrigated temporary crop area: Other crops,52,0.02,I
Burkina Faso,Harvested irrigated permanent crop area: Other crops,58,1.45,I
Burundi,Harvested irrigated temporary crop area: Rice,3,4.21,I
Burundi,Harvested irrigated temporary crop area: Sugarcane,8,1.45,I
Burundi,Harvested irrigated temporary crop area: Vegetables,13,0.8,I
Burundi,Harvested irrigated permanent crop area: Coffee,19,0.5,I
Cabo Verde,Harvested irrigated temporary crop area: Maize,4,0.1,I
Cabo Verde,Harvested irrigated temporary crop area: Potatoes,8,0.21,I
Cabo Verde,Harvested irrigated temporary crop area: Other roots and tubers,14,0.4,I
Cabo Verde,Harvested irrigated temporary crop area: Sugarcane,20,1.0,I
Cabo Verde,Harvested irrigated temporary crop area: Vegetables,26,0.875,I
Cabo Verde,Harvested irrigated temporary crop area: Flowers,32,0.29,I
Cabo Verde,Harvested irrigated permanent crop area: Other crops,38,0.147,I
Cambodia,Harvested irrigated temporary crop area: Rice,4,373.3,I
Cambodia,Harvested irrigated temporary crop area: Sugarcane,8,9.956,I
Cambodia,Harvested irrigated permanent crop area: Citrus,12,1.244,I
Cameroon,Harvested irrigated temporary crop area: Rice,3,20.39,I
Cameroon,Harvested irrigated temporary crop area: Maize,8,7.546,I
Cameroon,Harvested irrigated permanent crop area: Bananas,13,5.43,I
Cameroon,Harvested irrigated temporary crop area: Other crops,18,1.176,I
Canada,Harvested irrigated temporary crop area: Other cereals,1,465.4,I
Canada,Harvested irrigated temporary crop area: Vegetables,4,36.42,I
Canada,Harvested irrigated temporary crop area: Fodder,7,222.7,I
Canada,Harvested irrigated temporary crop area: Other crops,10,13.7,I
Central African Republic,Harvested irrigated temporary crop area: Rice,4,0.06,I
Central African Republic,Harvested irrigated temporary crop area: Vegetables,10,0.03,I
Chad,Harvested irrigated temporary crop area: Wheat,3,2.0,I
Chad,Harvested irrigated temporary crop area: Rice,8,10.0,I
Chad,Harvested irrigated temporary crop area: Maize,13,6.0,I
Chad,Harvested irrigated temporary crop area: Millet,18,3.0,I
Chad,Harvested irrigated temporary crop area: Sweet potatoes,23,0.05,I
Chad,Harvested irrigated temporary crop area: Sugarcane,28,3.754,I
Chad,Harvested irrigated temporary crop area: Vegetables,33,2.0,I
Chile,Harvested irrigated temporary crop area: Wheat,4,48.24,I
Chile,Harvested irrigated temporary crop area: Rice,10,21.58,I
Chile,Harvested irrigated temporary crop area: Barley,14,1.716,I
Chile,Harvested irrigated temporary crop area: Maize,20,101.1,I
Chile,Harvested irrigated temporary crop area: Other cereals,24,8.429,I
Chile,Harvested irrigated temporary crop area: Potatoes,30,21.84,I
Chile,Harvested irrigated temporary crop area: Sugar beet,36,19.01,I
Chile,Harvested irrigated temporary crop area: Leguminous crops,40,9.93,I
Chile,Harvested irrigated temporary crop area: Vegetables,46,103.5,I
Chile,Harvested irrigated permanent crop area: Citrus,50,16.59,I
Chile,Harvested irrigated temporary crop area: Tobacco,54,2.737,I
Chile,Harvested irrigated temporary crop area: Fodder,59,283.0,I
Chile,Harvested irrigated temporary crop area: Other crops,62,5.741,I
Chile,Harvested irrigated permanent crop area: Other crops,68,284.1,I
China,Harvested irrigated temporary crop area: Wheat,2,22299.0,I
China,Harvested irrigated temporary crop area: Rice,6,29047.0,I
China,Harvested irrigated temporary crop area: Maize,10,12949.0,I
China,Harvested irrigated temporary crop area: Other cereals,14,1352.0,I
China,Harvested irrigated temporary crop area: Other roots and tubers,18,607.0,I
China,Harvested irrigated temporary crop area: Sugarcane,22,500.0,I
China,Harvested irrigated temporary crop area: Sugar beet,26,193.0,I
China,Harvested irrigated temporary crop area: Leguminous crops,30,185.0,I
China,Harvested irrigated temporary crop area: Vegetables,34,9000.0,I
China,Harvested irrigated permanent crop area: Citrus,38,459.0,I
China,Harvested irrigated temporary crop area: Tobacco,42,400.0,I
China,Harvested irrigated temporary crop area: Cotton,46,2189.0,I
China,Harvested irrigated temporary crop area: Soybeans,50,3225.0,I
China,Harvested irrigated temporary crop area: Groundnuts,54,2088.0,I
China,Harvested irrigated temporary crop area: Sunflower,58,315.0,I
China,Harvested irrigated temporary crop area: Sesame,62,255.0,I
China,Harvested irrigated temporary crop area: Other crops,66,6227.0,I
China,Harvested irrigated permanent crop area: Other crops,70,3000.0,I
Colombia,Harvested irrigated temporary crop area: Rice,4,244.9,I
Colombia,Harvested irrigated temporary crop area: Sorghum,10,11.86,I
Colombia,Harvested irrigated temporary crop area: Other cereals,13,34.8,I
Colombia,Harvested irrigated temporary crop area: Potatoes,16,8.709,I
Colombia,Harvested irrigated permanent crop area: Plantains,19,1.6,I
Colombia,Harvested irrigated temporary crop area: Sugarcane,22,168.0,I
Colombia,Harvested irrigated temporary crop area: Vegetables,25,26.77,I
Colombia,Harvested irrigated permanent crop area: Bananas,31,5.804,I
Colombia,Harvested irrigated permanent crop area: Cocoa beans,34,12.08,I
Colombia,Harvested irrigated permanent crop area: Coffee,37,9.427,I
Colombia,Harvested irrigated temporary crop area: Tobacco,40,2.451,I
Colombia,Harvested irrigated temporary crop area: Cotton,46,1.044,I
Colombia,Harvested irrigated temporary crop area: Fodder,52,6.163,I
Colombia,Harvested irrigated temporary crop area: Soybeans,58,7.771,I
Colombia,Harvested irrigated temporary crop area: Other crops,64,6.523,I
Colombia,Harvested irrigated permanent crop area: Other crops,70,9.38,I
Congo,Harvested irrigated temporary crop area: Vegetables,4,0.434,I
Costa Rica,Harvested irrigated temporary crop area: Rice,0,61.33,I
Costa Rica,Harvested irrigated temporary crop area: Maize,2,0.046,I
Costa Rica,Harvested irrigated temporary crop area: Potatoes,4,0.123,I
Costa Rica,Harvested irrigated temporary crop area: Other roots and tubers,6,0.224,I
Costa Rica,Harvested irrigated permanent crop area: Plantains,8,0.001,I
Costa Rica,Harvested irrigated temporary crop area: Sugarcane,10,17.68,I
Costa Rica,Harvested irrigated temporary crop area: Leguminous crops,12,0.014,I
Costa Rica,Harvested irrigated temporary crop area: Vegetables,14,1.001,I
Costa Rica,Harvested irrigated permanent crop area: Citrus,16,0.193,I
Costa Rica,Harvested irrigated permanent crop area: Coffee,18,0.272,I
Costa Rica,Harvested irrigated temporary crop area: Cotton,20,0.025,I
Costa Rica,Harvested irrigated temporary crop area: Fodder,22,2.703,I
Costa Rica,Harvested irrigated temporary crop area: Flowers,24,0.658,I
Costa Rica,Harvested irrigated temporary crop area: Other crops,26,0.2609,I
Costa Rica,Harvested irrigated permanent crop area: Other crops,28,1.778,I
Croatia,Harvested irrigated temporary crop area: Maize,1,1.57,I
Croatia,Harvested irrigated temporary crop area: Other cereals,4,0.52,I
Croatia,Harvested irrigated temporary crop area: Potatoes,7,1.34,I
Croatia,Harvested irrigated temporary crop area: Sugar beet,10,0.24,I
Croatia,Harvested irrigated temporary crop area: Leguminous crops,13,0.06,I
Croatia,Harvested irrigated temporary crop area: Vegetables,16,3.04,I
Croatia,Harvested irrigated permanent crop area: Citrus,19,1.49,I
Croatia,Harvested irrigated temporary crop area: Other crops,22,0.75,I
Croatia,Harvested irrigated permanent crop area: Other crops,25,2.75,I
Cuba,Harvested irrigated temporary crop area: Rice,0,202.7,I
Cuba,Harvested irrigated temporary crop area: Maize,2,18.2,I
Cuba,Harvested irrigated temporary crop area: Potatoes,4,5.6,I
Cuba,Harvested irrigated temporary crop area: Other roots and tubers,6,34.9,I
Cuba,Harvested irrigated permanent crop area: Plantains,8,6.6,I
Cuba,Harvested irrigated temporary crop area: Sugarcane,10,62.6,I
Cuba,Harvested irrigated temporary crop area: Leguminous crops,12,66.5,I
Cuba,Harvested irrigated temporary crop area: Vegetables,14,13.6,I
Cuba,Harvested irrigated permanent crop area: Bananas,16,18.5,I
Cuba,Harvested irrigated permanent crop area: Citrus,18,18.8,I
Cuba,Harvested irrigated temporary crop area: Tobacco,20,16.1,I
Cuba,Harvested irrigated temporary crop area: Soybeans,22,3.5,I
Cuba,Harvested irrigated permanent crop area: Other crops,24,1.3,I
Cyprus,Harvested irrigated temporary crop area: Wheat,4,0.6,I
Cyprus,Harvested irrigated temporary crop area: Barley,10,2.4,I
Cyprus,Harvested irrigated temporary crop area: Maize,14,0.02,I
Cyprus,Harvested irrigated temporary crop area: Other cereals,20,2.7,I
Cyprus,Harvested irrigated temporary crop area: Potatoes,24,5.51,I
Cyprus,Harvested irrigated temporary crop area: Other roots and tubers,30,7.0,I
Cyprus,Harvested irrigated temporary crop area: Sugar beet,34,0.0,I
Cyprus,Harvested irrigated temporary crop area: Leguminous crops,40,1.0,I
Cyprus,Harvested irrigated temporary crop area: Vegetables,46,5.9,I
Cyprus,Harvested irrigated permanent crop area: Citrus,50,4.86,I
Cyprus,Harvested irrigated temporary crop area: Fodder,54,1.42,I
Cyprus,Harvested irrigated permanent crop area: Oil palm,60,0.606,I
Cyprus,Harvested irrigated temporary crop area: Soybeans,64,0.0,I
Cyprus,Harvested irrigated temporary crop area: Sunflower,68,0.0,I
Cyprus,Harvested irrigated temporary crop area: Flowers,74,0.065,I
Cyprus,Harvested irrigated temporary crop area: Other crops,80,2.267,I
Cyprus,Harvested irrigated permanent crop area: Other crops,86,14.7,I
Czech Republic,Harvested irrigated temporary crop area: Potatoes,1,2.8,I
Czech Republic,Harvested irrigated temporary crop area: Sugar beet,4,4.5,I
Czech Republic,Harvested irrigated temporary crop area: Vegetables,7,3.3,I
Czech Republic,Harvested irrigated permanent crop area: Other crops,10,9.3,I
Côte d'Ivoire,Harvested irrigated temporary crop area: Rice,4,3.6,I
Côte d'Ivoire,Harvested irrigated temporary crop area: Sugarcane,10,12.0,I
Côte d'Ivoire,Harvested irrigated temporary crop area: Vegetables,13,3.6,I
Côte d'Ivoire,Harvested irrigated permanent crop area: Bananas,16,13.3,I
Côte d'Ivoire,Harvested irrigated temporary crop area: Other crops,22,21.57,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Wheat,4,74.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Rice,10,470.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Other cereals,16,331.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Potatoes,22,86.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Sweet potatoes,28,19.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Leguminous crops,34,84.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Vegetables,40,147.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Tobacco,46,7.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Soybeans,52,94.0,I
Democratic People's Republic of Korea,Harvested irrigated permanent crop area: Other crops,58,39.0,I
Democratic Republic of the Congo,Harvested irrigated temporary crop area: Rice,3,2.3,I
Democratic Republic of the Congo,Harvested irrigated temporary crop area: Sugarcane,8,5.0,I
Democratic Republic of the Congo,Harvested irrigated temporary crop area: Vegetables,11,0.5,I
Denmark,Harvested irrigated temporary crop area: Wheat,2,34.0,I
Denmark,Harvested irrigated temporary crop area: Barley,5,41.1,I
Denmark,Harvested irrigated temporary crop area: Other cereals,8,7.2,I
Denmark,Harvested irrigated temporary crop area: Potatoes,12,25.0,I
Denmark,Harvested irrigated temporary crop area: Sugar beet,16,37.0,I
Denmark,Harvested irrigated temporary crop area: Leguminous crops,19,24.0,I
Denmark,Harvested irrigated temporary crop area: Vegetables,22,6.0,I
Denmark,Harvested irrigated permanent crop area: Citrus,26,0.0,I
Denmark,Harvested irrigated temporary crop area: Fodder,30,74.8,I
Denmark,Harvested irrigated temporary crop area: Soybeans,34,0.0,I
